직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
바이오농약제조원,"발효, 배양, 추출, 정제, 제형화 등을 통해 바이오농약을 제조한다.","작업지시서에 따라 유효미생물을 준비한다. 제품에 따라 냉동된 미생물을 해동하여 플라스크에 배지를 넣어 배양하기도 한다. 산소요구도, 배양온도 등 배양 조건을 확인하고 배양기(발효기)를 설정한다. 배양에 필요한 배지를 배양기에 넣고 일정 시간 배양한다. 유효활성물질을 추출, 정제한 뒤 영양물질 등의 부자재와 혼합한다. 제품의 종류에 따라 식물추출물, 식물성오일 등과 제형화하여 포장한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,-,생물농약제조원,"미생물농약제조원, 생화학농약제조원",-,[8512]화학물 가공장치 조작원,[8312]화학물 가공 장치 조작원,[C204]기타 화학제품 제조업,2016,-
바이오물류운영원,"임상용 샘플(혈액 및 기타 전염성 물질을 포함), 의약품원료, 완제의약품, 이식용 생채조직, 검체(혈액, 수액, 흉수, 복수, 관절액, 농(膿), 분비액, 담, 인두점액, 요(尿), 담즙 등), 기타 임상용 물품 및 임상소모품 등을 수거 및 배송하는 업무를 수행한다.","바이오물류 고객(병원, 의학연구소, 의학실험실, 제약회사, 임상시험센터 등)과 면담하여 물류계약을 체결한다. 이송할 물품의 종류, 수량, 중량, 부피, 포장방법, 유지할 온도, 이동거리, 지역, 국가, 발송인, 수취인, 물류횟수, 이동 중 약품투약, 포장파손 시 조치방법 등을 파악한다. 운송계획을 수립하고 이동경로와 일정을 관리한다. 각 운송에 필요한 국가별 인허가 및 서류업무를 처리한다. 물품종류에 따라 냉동, 냉장, 극저온냉동, 액체질소포장, 드라이아이스포장 등의 적절한 포장재(용기)를 선택한다. 고객에게 포장용기를 제공하고 포장방법을 안내하기도 한다. 운송 중 온도를 모니터링하며 필요시 냉매를 보충하기도 한다. 물품이 이동하는 국가별로 통관 및 검역관련 업무를 지원한다. 물품의 접수, 보관, 불출 등 모든 이동데이터를 기록하고 온라인시스템에 입력한다. 물류과정에서 항공기 결항, 자연재해, 물류지연, 포장파손 등의 사고가 발생하면 고객에게 연락하고 물류조직의 지원을 요청하여 문제를 해결한다. 반송물품을 배송하거나 경우에 따라서 적법하게 파기하는 조치를 취하기도 한다.",12년 초과 ~ 14년 이하(전문대졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (수동조작),가벼운 작업,언어력,실내·외,위험내재,,,,[0282]운송 사무원,[3126]운송 사무원,[H529]기타 운송관련 서비스업,2013,
바이오세라믹재료가공원,"연마, 기계가공, CNC가공 등의 작업을 수행하여 바이오세라믹 재료를 만든다.","작업표준서, 도면 및 제조지시서에 따라 작업순서를 확인하고 가공작업 방법, 측정 및 수정방법을 결정한다. 가공작업을 수행하기 위해 필요한 제품 형상, 크기 및 공차 등을 확인한다. 절삭조건(회전수, 절삭이송, 공구각, 절삭깊이 등)을 확인하고 절삭공구 및 CNC가공장비를 사용하여 절삭가공한다. 연마공구, 절삭유, 세척용액, 연마용품, 측정용 공구를 준비하고 연마가공 한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,"손사용
시각",실내,-,,,,[8269]기타 비금속제품 생산기계 조작원,[8439]기타 비금속제품 관련 생산기 조작원,"[C232]내화, 비내화 요업제품 제조업",2023,
바이오세라믹재료성형원,"사출, 프레스, 슬립캐스팅, 냉간정수압성형(CIP) 등의 공정을 수행하여 바이오세라믹재료를 성형한다.","작업 방법에 따라 사출성형 공정(점성을 가진 원료를 희망하는 형상을 가진 틀 안에 압력을 가해 채우는 공정), 슬립캐스팅 공정(물 등의 액체에 세라믹 분말을 분산시킨 현탁액을 석고에 부었을 때 액체가 제거되면서 분말이 석고표면에 쌓이는 현상을 이용하는 성형공정), 냉간정수압성형 공정(CIP:Cold Isostatic Press, 물 등의 유체를 이용해 분말 성형체에 고르게 압력을 가하는 공정. 성형체가 균질하고 높은 밀도 분포를 갖도록 함) 작업을 수행하여 일정한 형상을 제작한다. 밀봉작업(정수압 성형과정에서 물 등의 가압매개체가 성형체로 침투하지 않도록 하는 작업. 고무와 같은 유연한 소재를 성형체에 씌운 뒤 진공 처리)을 수행한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,"손사용
시각",실내,"위험내재
고온",,,,[8269]기타 비금속제품 생산기계 조작원,[8439]기타 비금속제품 관련 생산기 조작원,"[C232]내화, 비내화 요업제품 제조업",2023,
바이오세라믹재료소결원,세라믹 분말 성형체를 열처리하여 제품에 필요한 기계적 특성을 부여하는 소결체 공정을 수행한다.,"소결로(상압소결로, 가압소결로, 분위기소결로, 진공소결로), 성형품 운반대차, 소결로 장입용 대차, 가스레귤레이터, 가스봄베 등을 준비한다. 작업표준서에 따라 소결로의 조건을 구성하고 세부사항을 제어한다. 소결방법에 따라 상압소결(소결 분위기가 일반 대기 분위기), 가압소결(성형체 또는 1차 소결체에 압력을 가해주는 공정으로 형체에 압력을 가해주면서 소결하는 Hot Pressing 또는 1차 소결체에 압력을 가하면서 소결하는 Hot Isostatic Pressing 공법), 분위기 소결(소결 분위기가 일반 대기가 아닌 특정 가스 분위기), 진공 소결(진공 펌프를 이용하여 소결로의 분위기를 진공 상태로 함) 공정의 작업을 수행한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),가벼운 작업,"손사용
시각",실내,"위험내재
고온",,,,[8269]기타 비금속제품 생산기계 조작원,[8439]기타 비금속제품 관련 생산기 조작원,"[C232]내화, 비내화 요업제품 제조업",2023,
바이오세라믹재료시험원,"바이오세라믹재료의 적절한 제조·판매를 위해 물리, 화학, 생물학적 안정성 및 성능을 시험한다.","생체재료의 제조 및 품질관리기준(GMP:Good Manufacturing Practice, 의료기기, 의약품 및 화장품 등의 안정성과 유효성을 품질면에서 보증하는 기본조건으로서 원료의 입고에서부터 출고에 이르기까지 품질관리의 전반에 걸쳐 지켜야 할 규범)에 따라 시험의 종류와 규격을 확인한다. 물리·화학적 시험(인체에 접촉·삽입되거나 인체에 주입되는 혈액, 체액 또는 약물 등과 접촉하는 재료의 완제품 또는 원재료에 대한 시험이며 제조업체가 의도한 안정성, 유효성을 확보하기 위하여 완제품 또는 원재료의 물리적, 화학적 성질에 관한 시험), 성능시험(기술문서 등의 심사를 위하여 제출하여야 하는 자료의 종류 중 하나로서 진단이나 치료의 목적으로 사용되는 의료기기의 유효성을 입증하는 시험), 생물학적 시험(의료기기 및 원자재의 안정성과 관련된 생물학적 평가지침의 선정에 관한 총괄적인 지침에 의한 시험), 안정성시험(멸균 의료기기 또는 시간이 경과됨에 따라 원재료의 물리·화학적 변화로 인한 안정성 또는 성능의 변화가 예측되는 의료기기가 제조자가 설정한 운송, 보관조건 등에서 사용기한 동안 제품의 특성, 성능, 안전성 등이 유지됨을 입증하는 시험)을 한다. 시험성적서를 작성한다. 기술문서(개발자가 개발제품의 위험관리가 실제적으로 이루어지고 있음을 허가당국에 증명하는 서류, 원자재, 구조, 사용목적, 사용방법, 작용원리, 사용 시 주의사항, 시험규격 등을 기술한 문서)를 작성한다.",14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,"위험내재
고온",,,세라믹기술사,[1522]금속·재료공학 시험원,[2332]금속 및 재료 공학 시험원,"[C232]내화, 비내화 요업제품 제조업",2023,
바이오세라믹재료탈지원,생체세라믹 재료의 제품 형상을 제조하기 위해 분말과 성형물에 존재하는 바인더를 제거하는 공정작업을 수행한다.,"성형체에 존재하는 고분자 바인더 물질을 용매를 사용하여 제거하는 용매추출(Solvent Extraction) 공정작업을 수행한다. 원료분말 및 바인더(Binder:세라믹분말을 성형할 때 성형 및 결합성을 좋게 하기 위하여 세라믹 분말에 첨가된 폴리에틸렌글리콜, 폴리비닐아세테이트, 폴리에틸렌, 폴리프로필렌, 에틸렌비닐아세테이트, 왁스, 스테아린산 등의 고분자재료)의 종류에 따라 대기탈지, 진공탈지 및 분위기탈지 공정작업을 수행한다. 하소공정(고온으로 가열하여 휘발성분의 일부 또는 전부를 제거하는 공정)의 작업을 수행한다. 탈지율을 계산하고 품질을 평가한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),가벼운 작업,"손사용
시각",실내,"위험내재
고온",,,,[8269]기타 비금속제품 생산기계 조작원,[8439]기타 비금속제품 관련 생산기 조작원,"[C232]내화, 비내화 요업제품 제조업",2023,
바이오세라믹재료포장원,"생체재료를 제시된 유효기간 내에 안전하게 보존하기 위한 세척, 포장, 라벨링, 멸균, 클린룸 관리 업무를 수행한다.","생체재료의 종류에 따라 세척방법을 확인한다. 세척제의 종류, 양, 비율, 세척시간을 결정하고 초음파세척기, 건조기 등 세척장비를 사용하여 제조공정 과정에서 발생하는 기름때, 오물, 먼지 등을 정제수, 에탄올, 세정제, 압축 공기 등을 사용하여 제거한다. 생체재료 및 멸균공정의 종류에 따라 포장장비를 사용하여 포장한다. 라벨장비를 사용하여 라벨링한다. 재료, 포장방법, 멸균방식, 유효기간, 멸균시간을 확인하고 멸균장비(열, 방사선, 가스, 화학약품 등)를 사용하여 멸균처리를 한다. 멸균성적서를 작성한다. 공정작업이 이루어지는 클린룸을 관리한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,손사용,실내,-,,,,[8269]기타 비금속제품 생산기계 조작원,[8439]기타 비금속제품 관련 생산기 조작원,"[C232]내화, 비내화 요업제품 제조업",2023,
바이오세라믹재료품질관리원,수요자의 요구에 적합한 품질의 생체재료를 합리적으로 생산하기 위해 수입·공정·출하검사 및 밸리데이션업무를 수행한다.,"고품질의 생체재료를 합리적으로 생산하기 위해 수입검사, 공정검사, 출하검사를 한다. 부적합으로 판정된 원자재, 소모자재, 공정품, 제품, 설비 등에 대한 보고서를 작성하고 대처한다. 밸리데이션(Validation:주로 의료업에서 제조소의 구조설비 및 작업의 흐름, 제조공정, 제조관리와 품질관리 등과 이를 지원하는 모든 운영관리 및 작업이 표준화되어 계획대로 재현성 및 유의성 있게 기대하는 제품을 제조할 수 있다는 것을 과학적으로 검증하여 문서화하는 것으로 설치적격성평가IQ, 운전적격성평가OQ, 성능적격성평가PQ로 구성)업무를 수행한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,-,실내,-,"바이오세라믹재료밸디데이터, 바이오세라믹품질보증원",,"품질관리기술사, 품질경영기사, 품질경영산업기사, 세라믹기술사",[1522]금속·재료공학 시험원,[2332]금속 및 재료 공학 시험원,"[C232]내화, 비내화 요업제품 제조업",2023,
바이오세라믹재료합성원,"생체재료의 적절한 제조를 위해 필요한 원료분말을 선정 또는 합성하고, 분말특성 확인, 분쇄, 과립화 및 혼합·안료배합을 한다.","제품 생산에 필요한 원료(지르코니아, 알루미나, 용매 등)의 적합 유무를 확인한다. 원료 성적서를 확인한다. 증류수, pH 완충액, 염산, 수산화나트륨, 미생물시험배지, 메탄올, 표준용액 등을 사용하여 선별된 분말의 분말특성을 확인한다. 특별한 경우에는 특정 특성을 나타내는 원료를 합성하여 사용한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,위험내재,,,,[8269]기타 비금속제품 생산기계 조작원,[8439]기타 비금속제품 관련 생산기 조작원,"[C232]내화, 비내화 요업제품 제조업",2023,
바이오에너지연구원,"바이오매스(동식물성 자원 및 그 파생 물질)로부터 열화학적 또는 생물학적 기술에 의한 에너지 및 연료(메탄, 바이오디젤, 바이오에탄올, 수소, 합성가스 등)의 생산 기술을 연구·개발한다.","동·식물성 바이오매스나 유기성 폐기물로부터 화석 에너지를 대체할 수 있는 바이오 고형연료(우드칩, 펠렛), 가스(메탄, 수소) 또는 액상연료(바이오디젤, 바이오에탄올, BTL) 등 재생에너지원의 생산 및 활용 기술을 연구·개발한다. 미세조류 고농도 배양 및 바이오연료 생산 기술을 연구·개발한다. 목질계 에탄올 생산 기술, 바이오매스 열분해 및 가스화 기술, 바이오매스 초임계수 가스화 기술을 연구·개발한다. 비식용 원료 활용 바이오디젤 생산 공정 기술, 유기성 폐기물 및 에너지 작물(농산부산물)의 통합 바이오가스화 기술을 연구·개발한다.",16년 초과(대학원 이상),1년 초과 ~ 2년 이하,자료 (종합) / 사람 (말하기-신호) / 사물 (정밀작업),가벼운 작업,-,실내,-,,,바이오화학제품제조산업기사,[1551]가스·에너지공학 기술자 및 연구원,[2372]가스·에너지 기술자 및 연구원,[C204]기타 화학제품 제조업,2022,
바이오의약품공정개발연구원,"바이오의약품의 효율적인 생산을 위하여 배양공정, 정제공정, 완제공정을 개발하고 최적화하는 연구를 수행한다.","바이오의약품을 생산하는 세포주에 적합한 배지, 배양조건 및 배양공정을 최적화하고 크로마토그래피, 막여과방법등을 이용해서 순도가 높고 수율이 높은 정제공정을 개발하고 최적화하여 효율적인 원액제조공정을 개발한다. 원액으로부터 완제품을 제조하기 위한 충진 및 동결건조등의 방법을 이용하여 최적의 완제공정을 개발하는 연구를 수행한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (관련없음) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,바이오화학제품제조기사,[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오의약품배양원,"GMP 규정과 현장 실무지식 및 바이오의약품 제조의 기초이론을 활용하여 균주·세포주 관리, 세척·멸균, 배양, 회수 등의 업무를 수행한다.","주생산세포주(MCB)와 작업생산세포주(WCB)를 구분하여 조제하고 균주·세포주의 특성에 따른 동결보존방법 선택, 보존 후 세포주의 오염과 활성여부, 농도 및 생존율을 측정 확인한다. 규정에 따른 세척기, 멸균기 점검 및 정기 밸리데이션을 수행하고, 각 배지별 원료준비 및 원료를 칭량한다. 배지 조제, 배지 멸균을 수행하며 배양기 세척, 멸균, 운전을 준비하고, 셀뱅크로부터 균주·세포주를 해동하여 접종한다. 단계별로 배양조건에 따라 배양하고 배양 중 공정관리 및 일탈발생 시 조치를 한다. 세포의 특성을 고려한 배양액 또는 파쇄물을 회수하고, 목적산물의 회수율을 측정, 회수장비를 유지 관리한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),아주 가벼운 작업,"손사용
시각",실내,-,-,"제약발효기조작원, 바이오화학제품균주관리원, 바이오화학제품배양원",-,[8523]화학제품 생산기계 조작원(고무·플라스틱 제외),[8321]화학제품 생산기 조작원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오의약품배지제조원,바이오의약품 생산을 위해 미생물이나 세포를 배양하기 위해 영양공급원인 배지를 제조한다.,"제조지시서에 따라 제조할 배지의 종류에 따른 정량의 원·부자재를 준비한다. 교반기 내부를 살균하고 교반속도, 온도, 산도(pH) 등 교반환경을 설정하고 순서에 따라 원·부자재를 투입한 뒤 교반기를 작동하여 배지를 제조한다. 제조된 배지의 샘플을 채취하여 시험분석을 의뢰한다. 제조가 완료된 배지는 저장용기에 담거나 저장탱크로 이송시키고 생산조건과 원·부자재의 투입량 시험결과를 기록한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),보통 작업,시각,실내,-,,,바이오화학제품제조산업기사,[8523]화학제품 생산기계 조작원(고무·플라스틱 제외),[8321]화학제품 생산기 조작원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,
