직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
닥피증해원,한지 원료인 닥나무 수피를 삶아서 해리하고 화학약품을 투입하여 표백한다.,"무쇠 솥에 적당량의 물을 넣고 가열하기 위하여 열원을 조절한다. 껍질이 벗겨진 채취 닥의 수피를 솥에 넣고 닥피의 해리를 촉진하고 불순물을 용해하기 위하여 적당량의 가성소다를 투입한다. 막대를 이용하여 닥피를 휘젓고 닥피가 풀린 상태를 확인하기 위하여 손으로 만져본다. 갈고리를 사용하여 물이 잘 빠지는 용기에 해리된 닥피를 건져 담고 수분이 제거되면, 표백통에 삶아진 닥피를 일정 비율로 물과 함께 넣고 표백용 화학약품을 투입한다. 막대로 휘저어 침수시키고, 일정 시간 침수된 닥피의 표백상태를 확인한 후 물이 잘 빠지는 용기에 건져 놓는다. 통 바닥에 가라앉거나 표백상태가 불량한 티, 옹이 등을 제거한다. 표백된 닥피의 표면에 남아있는 표피, 티꺼리 등의 잡티를 손으로 제거해 준다.",6년 초과 ~ 9년 이하(중졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (유지),보통 작업,"웅크림
손사용",실내,다습,-,"닥피세척원, 닥피표백원",-,[8822]펄프·종이 제조장치 조작원,[8913]펄프 및 종이 제조 장치 조작원,"[C171]펄프, 종이 및 판지 제조업",2017,-
단기상품예탁관리사무원,"예탁자로부터 양도성예금증서(CD), 신종기업어음(CP), 환매조건부채권(RP), 은행인수어음(BA), 수익증권 등 단기상품을 예탁받아 관리한다.","고객으로부터 양도성예금증서(CD), 신종기업어음(CP), 환매조건부채권(RP), 은행인수어음(BA), 수익증권 등 단기상품의 예탁을 의뢰받는다. 단기상품의 하자, 위조 및 이상 유무를 확인하여 접수하고 예탁증명서를 발급한다. 접수받은 단기상품의 각 종목 파일을 구성하여 상품관리 파일프로그램에 입력 및 기록한다. 위조유가증권의 감별 및 마이크로촬영 등을 실시한다. 이상 유무를 확인한 후 금고관리부서로 이관한다.",14년 초과 ~ 16년 이하(대졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (관련없음),가벼운 작업,-,실내,-,-,-,-,[0321]은행 사무원,[3203]은행 사무원,[K641]은행 및 저축기관 / [K649]기타 금융업 / [K661]금융 지원 서비스업,2013,-
단락원,전해조의 전기분해에서 양호한 전착상태가 되도록 종판과 조동 사이의 간격을 조정하고 단락(Short Circuit)된 전극을 교정한다.,"적외선 주사기를 기중기에 부착한다. 적외선 기중기에 전원을 연결하고 스위치를 켜 감도를 조정한다. 전해조 위를 기중기로 주행하면서 자동 촬영하거나 전해조 위를 순회하며 전압측정기를 사용하여 전압 세기를 측정한다. 촬영 이미지를 판독하거나 전압상태가 불량한 곳에 단락 표시를 하고 단락회수를 집계한다. 단락 표시된 전극을 플럭스메타(Flux Meta) 등 수동공구를 사용하여 수정, 제거, 교정한다. 종판상태의 휨 및 표면의 전착불량상태를 교정하여 전해조에 다시 장입한다. 종판 사이의 간격을 일정하게 유지한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,"고온
다습",전해조교정원,-,"제강기능사, 제강기능장",[8211]금속가공 제어장치 조작원,[8414]금속가공 관련 제어 장치 조작원,[C242]1차 비철금속 제조업,2015,-
단백질의약품배양원,치료단백질을 생산하기 위하여 미생물·효모·동물세포를 배양하는 배양기를 조작·관리한다.,"단백질의약품의 배양을 위해 작업지시서를 확인하고 냉동된 세포주를 냉동탱크(액체질소탱크)에서 꺼내 상온수조에서 해동시킨다. 세포주 배양을 위해 플라스크(Flask)에 배지를 넣고 해동된 세포주를 접종한다. 인큐베이터(Incubator)에 온도, 습도 등의 배양조건을 입력하고 플라스크 넣어 일정 시간 배양한다. 배양 단계에 따라 웨이브 세포배양기(Wave Bioreactor)를 사용하여 배양시키기도 한다. 종배양기(Seed Bioreactor)기 내부를 고온의 순수로 살균하고 배지와 순수를 공급하고 온도, 습도, 산도(pH), 교반속도(rpm) 등의 배양조건을 입력한 뒤 플라스크에서 배양된 세포주를 종배양기에 넣어 일정 시간 배양한다. 배양체적 증가 속도에 따라 배양기의 용량을 늘려가며 본배양기(Production Bioreactor)로 이동시킨다. 세포 배양 중 세포량에 따라 배지와 각종 영양물질, 순수의 공급과 온도, 습도, 산도(pH), 교반속도(rpm), 세포주의 대사물질 등을 모니터링하고 기록한다. 일정 시간마다 샘플을 채취하여 세포수 및 생존율을 구하고 단백질관련 시험분석을 실시한다. 주배양이 완료된 배양액을 원심분리나 필터처리하여 목표 단백질이 포함된 분리회수액을 회수한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),아주 가벼운 작업,"손사용
언어력
시각",실내,-,"세포주해동원, 플라스크배양원, 종배양원, 주배양원",,바이오화학제품제조산업기사,[8523]화학제품 생산기계 조작원(고무·플라스틱 제외),[8321]화학제품 생산기 조작원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,
단백질의약품세포주개발원,단백질의약품의 배양을 위해 안정성과 생산성 등을 고려한 최적화된 세포주를 연구·개발한다.,"단백질의약품의 배양에 사용되는 세포주를 개발하기 위해 목표유전자가 들어있는 재조합유전자와 선별용 유전자 벡터(유전자를 운반하는 역할을 하는 DNA 분자)를 다양한 동물세포에 이식하고, 형질전환이 안된 세포들이 못 자라는 선별조건하에서 형질전환세포들을 골라(스크리닝)낸다. 여러 세포주를 비교 시험하여 타깃단백질을 과량 발현하는 세포주를 선별하고 발현 후 보조적 단백질 발현(배지로의 배출을 용이하게 하거나, 배지 내에서 목적단백질의 분해를 막는 등의 역할을 함) 조절이 용이하고 배양 시 변형이 없고 성장성과 생산성이 높은 조건을 가진 세포주를 연구·개발한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (말하기-신호) / 사물 (정밀작업),아주 가벼운 작업,시각,실내,위험내재,,,바이오화학제품제조기사,[1221]생명과학 연구원,[2111]생명과학 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,
단백질의약품연구원,"단백질의약품을 개발하기 위해 치료후보물질을 발굴, 변형하고 세포주를 구축하며 배양/정제하여 효능을 탐색한다.","단백질의약품을 개발하기 위해 사람이나 다른 생물체에서 유래된 단백질, 유전자, 세포 등의 원료를 연구하여 후보물질을 선정한다. 특정 유전자의 배열순서를 바꾸거나 다른 유전자와의 조합을 통하여 지금까지와는 다른 유전자의 조합을 만들고 생물정보학(Bioinformatics), 유전체학(Genomics), 영상검사 기법 및 물성물리학(Materials Science) 등의 방법을 활용하여 후보물질이 인체 및 질병의 병태생리에 미치는 영향을 관찰하여 치료효과를 탐색한다.(생략)",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (종합) / 사람 (말하기-신호) / 사물 (정밀작업),아주 가벼운 작업,시각,실내,위험내재,"단백질신약연구원, 바이오시밀러연구원, 바이오베터연구원",,바이오화학제품제조기사,[1221]생명과학 연구원,[2111]생명과학 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,
단백질의약품정제원,세포 등의 배양액으로부터 크로마토그래프 등을 사용하여 치료단백질을 분리·정제한다.,"단백질의약품을 만들기 위해 배양 후 원심 분리나 필터를 거친 분리회수액에서 기타 단백질, 불순물 등을 분리하여 목표 단백질을 회수농축하기 위해 크로마토그래프(Chromatography)와 한외여과/투석여과(UF/DF:Ultrafiltration/Diafiltration), 바이러스필터시스템을 조작한다. 정제조건에 따라 크로마토그래프의 컬럼컨트롤러(Column Controller)에 정제시간, 온도, 버퍼의 종류, 정제순서 등의 정제조건을 입력하고 컬럼에 레진을 충진시킨 후 버퍼를 주입하고 예열한다. 분리회수액을 컬럼에 주입하여 순차적으로 정제한다. 정제된 용출액을 적정농도로 농축하기 위해 한외여과/투석여과(UF/DF:Ultrafiltration/Diafiltration)를 수행하고 안정화 버퍼(Buffer)에 정착시킨다. 멤브레인(Membrane) 크로마토그래프나 필터를 이용하여 내부의 바이러스를 제거하기도 한다. 각 과정의 샘플을 채취하여 시험검사를 의뢰하고, 공정조건과 과정을 기록한다. 정제/농축이 완료된 치료단백질은 보관용기에 보관한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),아주 가벼운 작업,"손사용
언어력
시각",실내,-,"크로마토그래프정제원, UF/UD정제원",,바이오화학제품제조산업기사,[8523]화학제품 생산기계 조작원(고무·플라스틱 제외),[8321]화학제품 생산기 조작원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,
단백질화학연구원,"유전자재조합기술을 이용한 면역조절제, 백신, 치료용효소제제, 펩타이드호르몬 등 신의약품과 의학적으로 유용한 단백질을 개발하고 역가측정 등의 연구를 수행한다.","유전인자를 조작하여 동물세포 또는 미생물의 형질을 전환시킨다. 형질이 전환된 동물세포 또는 미생물을 배양한다. 만들고자 하는 단백질의 구조와 기능을 조사한다. 동물세포 또는 미생물배양을 통해 만들어진 단백질을 크로마토그래피(Chromatography)를 통해 정제한다. 정제된 단백질의 역가를 여러 가지 방법을 통해 측정한다. 화학적 방법에 의하여 펩타이드를 합성하고 분리·정제한다. 쥐, 토끼 등 실험동물에게 항원을 주사하여 항체를 생산한다.",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (종합) / 사람 (협의) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,"대기환경미흡
위험내재",,,,[1211]자연과학 연구원,[2112]자연과학 연구원,[M701]자연과학 및 공학 연구개발업,2022,-
단열재마무리원,"압축 성형된 타일, 벽돌 등 습한 상태의 단열제품을 건조하고 선별, 정형하여 포장한다.","건조기를 가동하여 소성공정에서 발생되는 폐열을 회수(재활용)하여 제품을 건조한다. 성형품을 건조기에 투입하고 건조온도, 습도, 풍량, 풍속이 자동으로 조절되어 최적의 건조상태를 유지하도록 한다. 제품의 비중과 밀도를 측정하여 제품의 표준규격과 비교, 검사하고 외관을 육안으로 검사한다. 합격품을 지정된 상자에 담고 상자에 제조번호(Lot Number), 제조일자, 규격 등을 표시한다. 포장된 제품을 지정된 장소로 운반하여 적재한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
위험내재",단열공,"단열재선별원, 단열재건조원",-,[8263]시멘트·광물제품 생산기계 조작원,[8433]시멘트 및 광물제품 제조기 조작원,"[C232]내화, 비내화 요업제품 제조업",2015,-
단열재형틀관리원,보온 단열재 생산에 필요한 형틀을 관리·보관한다.,"형틀관리지침에 따라 각종 형틀의 규격, 수량을 점검한다. 성형작업 부서의 요청에 따라 형틀을 입고, 출고하고 기록지에 기록한다. 형틀이 반납되면 검사를 실시하여 마모 및 손상 정도에 따라 수선 및 폐기를 결정한다. 반납된 형틀을 세척하고 수선한다. 수선된 형틀을 적재대에 올려 보관한다. 생산자의 요구에 따라 규격 외 형틀을 특별생산하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),보통 작업,웅크림,실내,-,-,-,-,[8263]시멘트·광물제품 생산기계 조작원,[8433]시멘트 및 광물제품 제조기 조작원,[C239]기타 비금속 광물제품 제조업,2015,-
단일바늘터프팅기조작원,융단을 만들기 위해 실을 부품에 심어 짜는 단일바늘을 가진 단일바늘 터프팅기계(Tufting Machine)를 조작한다.,"작업지시서를 확인하고 융단 표면모양 및 색상 등을 확인한다. 자수기의 작동상태를 확인하고 생산에 필요한 자재를 색상별로 수령한다. 측정테이프, 표시연필, 융단 패턴 등을 사용하여 안감에 융단의 치수 및 윤곽을 표시한다. 크릴스핀들(Creel Spindle) 위에 방사실타래를 설치하고 가이드·장력장치와 바늘 눈을 통해 실 끝을 당긴다. 기계입구에 안감 롤을 놓고 안감의 한쪽 끝을 권취롤러에 끼운다. 버튼과 레버를 눌러 기계를 작동하고 실을 넣어 한 줄로 술을 만든다. 술 제조공정을 관찰하고 기능장애 및 사절상태를 확인한다. 끊어진 실을 바늘에 다시 끼우거나 기능장애가 발생하면 수리를 의뢰한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (유지),보통 작업,-,실내,"대기환경미흡
위험내재
소음·진동",단일바늘터프팅원,-,-,[8612]직조기·편직기 조작원,[8221]직조기 및 편직기 조작원,[C139]기타 섬유제품 제조업,2016,-
단조기조작원,도면 또는 예비형상의 도면이나 견본품을 바탕으로 금속재질을 일정한 형태의 모양이나 규격으로 성형하는 단조기를 조작하고 소재의 가공 및 후처리 작업을 한다.,"작업지시서에 따른 작업내용을 확인한다. 작업지시서상의 재료가 일치하는지 확인한다. 작업지시서에 따라 작업공정방법을 선택한다. 단조금형을 선택하고 단조기에 금형을 설치하여 고정한다. 시험작동을 하여 윤활상태 등을 점검한다. 단조 성형할 제품을 금형 위에 올려놓는다. 기계를 가동하여 작업지시서의 규격대로 성형한다. 작업 중간 중간에 버니어캘리퍼스, 한계게이지 등으로 규격을 검사한다. 담금질 등의 열처리작업을 위하여 가열로에 소성시켜 냉각한다. 완성품을 이동시키거나 적재한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,"웅크림
손사용",실내,"위험내재
소음·진동",-,"냉간단조프레스조작원, 열간단조프레스조작원, 낙하해머조작원, 벨트드롭해머조작원, 에어해머조작원, 업셋프레스조작원, 후렉션프레스조작원",-,[8232]단조기조작원,[8412]단조기 조작원,[C259]기타 금속 가공제품 제조업,2015,-
단조반장,단조작업과 작업 공정 직원의 직무를 분장하고 조정한다.,주문서에 따라 단조할 제품을 확인한다. 공정계획을 수립하고 각종 공구를 점검하고 확인한다. 공정별 계획에 따라 작업원을 배치하고 작업지시를 한다. 각 공정을 확인하며 부분품을 확인하고 개선사항을 지시한다. 완성된 제품의 규격을 점검하고 작업지시서와 일치하는지를 확인한다. 작업원에게 기술적인 지도를 하며 작업장의 안전을 관리한다.,9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,"위험내재
소음·진동",단조공정관리자,단조공정반장,-,[8231]단조원,[7413]단조원,[C259]기타 금속 가공제품 제조업,2015,-
단조원,금속재질을 일정 온도로 가열하고 두들기거나 가압하여 성형한다.,"작업지시서에 따라 단조할 제품을 확인한다. 가공할 제품의 종류와 형태에 따라 스웨이지블럭, 정반, 세트해머, 메(Sledge), 집게(Tong), 탭(Tap) 등의 공구를 준비한다. 도면 및 작업표준서에 명시된 중요 품질특성을 준수하고 초, 중, 종물 공정검사를 한다. 실대장용 괴철로나 가열로에서 금속재료를 가열한다. 보호장구를 착용하고 재료를 모루의 모양과 크기대로 망치질하거나 또는 스프링해머·벨트해머·증기해머 등 동력망치의 모루 위에 재료를 올려놓고 페달을 밟아 가공한다. 금속부품을 함께 가열하고 망치질하여 모재와 단조한다. 단조한 부품들을 열처리한다. 가스절단기를 사용하여 철부품을 자르고 붙이는 일을 하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),힘든 작업,"웅크림
손사용",실내,"위험내재
소음·진동","대장원, 대장장이, 단조기조작원","수동단조원, 프레스단조원, 열간단조원, 햄머단조원, 소성단조원, 냉간단조원, 단조프레스기조작원, 단조압연기조작원, 열간단조프레스기조작원",-,[8231]단조원,[7413]단조원,[C259]기타 금속 가공제품 제조업,2015,-
단조프레스가공원,설계·제작된 금형에 금속재료를 넣어 원하는 금속공작물로 성형하는 단조프레스기를 조작한다.,"작업지시서나 작업표준서, 도면 등을 이해하고 그에 따른 금형을 선택하고 고정한다. 금형의 고정상태, 안전장치, 윤활상태 등을 점검한다. 금형 사이의 불순물을 제거하고, 소재를 금형 위에 올리고 단조프레스를 조작하여 성형한다. 프레스의 상하운동 사이에 손이나 기타 이물질이 끼어들지 않도록 주의한다. 검사게이지나 버니어캘리퍼스를 사용하여 초도물품의 오차한계를 측정하고, 규격이 도면과 일치하면 연속작업을 한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,"웅크림
손사용",실내,"위험내재
소음·진동",-,-,-,[8132]금속 공작기계 조작원,[8510]금속 공작 기계 조작원,[C259]기타 금속 가공제품 제조업,2015,-
