직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
하역윈치조종원,선박으로부터 화물을 양화 또는 적화하기 위해 선박의 하역설비인 양화장치(지브크레인이나 데릭)을 운전한다.,"선박의 하역설비인 양화장치의 종류에 따라 데릭(Derrick), 지브크레인(Jib Crane), 쉽 겐트리 크레인(Ship Gantry Crane)의 안전상태를 점검한다. 화물의 중량을 파악하여 양화장치로 인양할 수 있는지를 검토한다. 운전실의 스위치의 작동상태를 파악한다. 육상작업자나 본선작업자가 인양한 화물을 매다는 로프 스링(Rope Sling) 고리를 양화장치의 훅(Hook)에 걸어주면 신호수의 신호에 따라 선박이나 육상측으로 인양한다. 목적지에 도착하면 육상이나 본선작업자가 훅에서 스링의 한쪽 고리를 제거하면 스링을 화물로부터 안전하게 빼낸다. 빈 스링을 원래 위치로 가져간다. 선박 측이나 감독자와 작업의 속도 등에 대해 협의한다. 아래 작업하는 작업자의 안전에 주의한다. 작업이 종료되면 작업내용을 작업일지에 기록하기도 한다.",6년 초과 ~ 9년 이하(중졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (조작운전),보통 작업,-,실내·외,"위험내재
소음·진동",하역윈치조작원,"지브크레인조종원, 데릭조종원, 갠트리크레인조종원",양화장치운전기능사,[6230]물품이동장비 조작원(크레인·호이스트·지게차),[8740]물품 이동 장비 조작원,[H529]기타 운송관련 서비스업,2013,-
하우스매니저,"연극 등 각종 공연장의 운영 및 관리를 총괄하고, 관련 종사원의 활동을 관리·감독한다.","공연의 원활한 진행을 위해 공연 스태프와 공연내용, 공연시간, 휴식시간 등에 대해서 논의한다. 공연 전 공연 관련 시설의 청결이나 안전상태를 점검한다. 관객의 질서유지, 편의제공, 공연장 내 분위기 조성, 부대시설 관리 등의 업무를 수행한다. 무전기를 사용하여 매표상황, 로비상황, 장내상황 등을 관계자들과 교신한다. 공연장안내원의 업무 배치와 근무일정 계획을 수립한다. 공연장안내원(하우스어셔)들에게 공연안내에 대해 교육한다. 공연 전후에 공연프로그램에 대한 정보, 공연시간, 연주자와 간담시간 일정 등에 대해 관객들에게 방송한다. 공연시설, 서비스 등에 대한 관객의 불만을 처리한다. 공연장 및 부대시설 등을 유지·관리한다.",12년 초과 ~ 14년 이하(전문대졸 정도),6개월 초과 ~ 1년 이하,자료 (조정) / 사람 (말하기-신호) / 사물 (관련없음),가벼운 작업,-,실내,-,"공연장매니저, 극장매니저",공연장안내원(하우스어셔),-,[4169]기타 연극·영화·방송 종사원,[2839]기타 연극·영화 및 영상 관련 종사원,[R901]창작 및 예술관련 서비스업,2012,-
하이브리드동력시스템개발자,하이브리드 동력시스템을 개발한다.,"하이브리드자동차가 엔진동력에서 모터동력으로 또는 그 반대로 전환하여 구동하는 데 효율성이 높고 안정적인 제어가 가능한 동력시스템을 연구·개발한다. 저속에서는 전기모터동력을 활용하고, 일정 속도를 넘어 엔진연비와 연소율이 높아 배기가스의 배출이 최저인 시점에서는 엔진동력을 활용하도록 제어하는 시스템을 개발한다. 엔진동력에서 모터동력으로 전환되는 데 있어 물리적, 기계적으로 안정적인 동력전환시스템을 개발한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,손사용,실내,-,-,-,"기계기술사, 기계설계산업기사, 그린전동자동차기사, 일반기계기사",[1511]기계공학 기술자 및 연구원,[2351]기계공학 기술자 및 연구원,[C303]자동차 신품 부품 제조업,2015,-
학교사회복지사,학교에서 일어나는 학생의 문제들을 학생-학교-가정-지역사회의 연계(방법)를 통해 예방하고 해결하며 모든 학생이 자신의 잠재력과 능력을 최대한 발휘할 수 있도록 최상의 교육환경과 공평한 교육기회를 제공한다.,학생의 심리사회적인 문제와 학생에게 영향을 미치는 주변 환경 전체의 변화에 대한 계획을 수립 및 지원한다. 학교 내ㆍ외부 환경 및 욕구를 조사한다. 사례를 발굴 및 선정한다. 학교 내ㆍ외 네트워크 구성 및 운영한다. 학교사회복지 개입을 위한 기록 및 평가를 한다. 학교사회복지사의 전문성 강화 및 역량을 개발한다. 그 외 보건복지부장관이 정하는 학교사회복지 활동을 한다.,14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (조정) / 사람 (말하기-신호) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,"학교 내 사회복지사, 학교현장 사회복지전문가","교육복지사, 지역사회교육전문가, 복지상담사, 상담복지사","학교사회복지사, 사회복지사",[2311]사회복지사,[2471]사회복지사,[P85]교육 서비스업,2022,-
학습매니저,학생들이 효과적으로 공부할 수 있도록 학습계획을 세우고 지도한다.,학생 및 학부모와 상담한다. 심리검사를 통하여 학생을 분석한다. 상담내용 및 분석내용을 바탕으로 학생의 성격이나 습관 등을 파악한 후 학습관리 계획을 수립한다. 학생의 학업수준을 파악하기 위하여 시험평가를 실시한다. 학습관리를 통해서 공부에 집중할 수 있도록 지원한다. 정기적으로 학생과 상담하여 상담일지를 작성한다. 새로운 입시제도에 대한 정보를 수집하고 적절한 학습방법을 연구한다.,14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (분석) / 사람 (교육) / 사물 (관련없음),가벼운 작업,-,실내,-,-,-,-,[2145]학습지·교육교구 방문강사,[2545]학습지 및 교육 교구 방문강사,[P857]교육지원 서비스업,2012,-
학습상담원,초·중·고생을 대상으로 학습을 지도하고 청소년들의 고민을 상담한다.,"청소년들이 겪고 있는 학습문제를 상담하고, 청소년들이 바른 학습태도를 유지하도록 이끌어주고 관리한다. 상담 학생에게 학습방향을 제시하고 학업 성취도를 높이는 방법을 학생의 상황에 맞게 지도한다. 청소년의 고민사항에 대하여 조언하고, 스스로 문제를 해결할 수 있도록 유도한다.",14년 초과 ~ 16년 이하(대졸 정도),약간의 시범정도,자료 (수집) / 사람 (말하기-신호) / 사물 (관련없음),보통 작업,-,실내,-,-,-,-,[2312]상담 전문가,[2474]상담 전문가,[P857]교육지원 서비스업,2017,-
학습지방문교사,"회원의 가정을 방문하여 학습지를 전달하고, 회원을 가르치며 학습과정을 지도한다.","업무적응 기간 동안 지점을 방문하여 학습 및 회원관리에 대한 교육을 받는다. 업무지역이 배정되면 회원 및 회원부모와 가정방문 시간을 협의하고, 회원별 학습진도를 계획한다. 학습지도안을 작성하고 수업자료를 준비한다. 회원의 가정에 방문하여 학습지를 전달하고, 학습지를 활용하여 수업을 진행한다. 과제를 내주고 결과를 검토한다. 회원의 학습정도를 평가하여 학습진도 계획에 반영한다. 기존회원을 관리하며, 신규회원을 확보하기 위해 전단지를 배포하는 등의 영업을 한다. 회원의 학습지도에 대한 학부모의 상담에 응대한다.",12년 초과 ~ 14년 이하(전문대졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (교육) / 사물 (관련없음),가벼운 작업,언어력,실내,-,"학습지관리교사, 학습지교사",-,-,[2145]학습지·교육교구 방문강사,[2545]학습지 및 교육 교구 방문강사,[P855]일반 교습 학원,2012,-
학예연구사,"박물관, 미술관, 화랑 등에서 소장품에 대한 관리, 전시기획, 학술연구 등의 업무를 수행한다.","전시회를 개최하기 위해 전시 목적·유형·규모 등을 결정하고, 자료 및 시장조사를 통해 전시기획서를 작성한다. 제작연도, 종류, 출토지역 등에 따라 소장품의 종류를 검토·분석하여 전시대상 소장품을 선별한다. 전시대상 소장품의 도록과 전시 홍보자료를 제작한다. 전시장의 소장품을 진열하고 관리한다. 전시 개막식을 준비하는 등 전시와 관련한 업무를 총괄한다. 소장품의 수집이나 대여, 기탁 등을 기획하고 관리한다. 소장품에 대해 연구하고 보고서 및 출판물을 발간한다. 관람객 또는 일반인을 대상으로 교육프로그램을 기획·관리한다. 외국 문화재의 국내 전시 및 국내 문화재의 해외 전시를 기획하기도 한다. 소장품의 진품 여부나 가치 등을 감정하기도 한다. 전시를 위해 작가 및 작품을 섭외하기도 한다.",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (종합) / 사람 (협의) / 사물 (관련없음),가벼운 작업,-,실내,-,"큐레이터, 학예사, 전시기획자",동물원에서 일하는 경우 동물원큐레이터,"정학예사, 준학예사",[4131]학예사 및 문화재 보존원,[2821]학예사 및 문화재 보존원,"[R902]도서관, 사적지 및 유사 여가관련 서비스업",2012,-
한과제조원,"유과(과즐), 약과, 다식, 정과 등의 한과를 제조한다.","제조하는 한과의 종류에 따라 밀가루, 찹쌀, 꿀, 깨, 청주, 계핏가루 등 다양한 재료를 사용하여 반죽한다. 종류에 따라 약과는 약과판에 참기름을 바른 뒤 반죽을 찍어 모양을 만들거나 칼로 썰어 모양을 낸다. 유과는 튀김기름에 튀긴 후 기름을 제거한다. 식힌 집청액(한과류의 바탕에 바르는 꿀, 엿 또는 조청 등)을 바르고 찹쌀을 묻힌다. 다식은 다식판에 찍어낸 뒤 참깨, 흑임자, 송화 등 고물을 묻혀 낸다. 완성된 제품을 포장하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),보통 작업,-,실내,"위험내재
고온",-,-,한식조리기능사,[8712]떡 제조원,[7102]떡 제조원,[C107]기타 식품 제조업,2016,-
한국거래소시장감시원,한국거래소에 소속되어 시장감시업무를 수행한다.,"시장감시 관련 제도, 시장감시시스템, 분쟁조정제도, 시장감시위원회의 업무 및 기준을 숙지한다. 시장의 상황에 따라 예방조치 요구, 시장경보제도 등 불공정거래 예방활동을 진행한다. 한국거래소 회원사의 불공정거래를 모니터링한다. 사이버 불공정거래를 감시한다. 불공정거래로 인한 피해투자자의 소송 등을 지원한다. 안정조작 및 시장조성을 감시한다. 내부자의 자기주식위탁매매, 상장법인의 임원 등의 특정증권 소유상황, 상장법인의 주식 등의 대량보유 등을 확인하고 보고한다. 상장법인의 풍문을 수집하고 분석한다. 분쟁이 발생하면 분쟁신청 접수 및 사실조사, 분쟁조정심의위원회의 운영, 합의권고 등 분쟁 관련 업무를 수행한다. 분쟁 관련 고객상담, 법률상담을 지원한다. 불공정거래 신고 및 포상제도를 운영한다. 투자 유의제도를 운영한다. 심리를 전문으로 하는 경우, 이상거래 혐의종목을 심리하고 심리결과에 따른 조치를 취하기도 한다.",14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,-,-,-,[0329]기타 금융 사무원,[3209]기타 금융 사무원,[K661]금융 지원 서비스업,2013,-
한국거래소청산결제사무원,"한국거래소에 소속되어 증권시장, 파생상품시장의 청산·결제업무를 수행한다.","증권시장, 파생상품시장, 채권시장의 청산·결제제도 및 운영기준을 숙지한다. 파생상품 미결제약정의 관리업무, 파생상품시장의 일일정산업무, 결제 및 증거금관리업무, 손해배상공동기금 및 결제적립금 관련 업무, 증거금률 조정 및 청산·결제에 관련된 시장조치업무, 청산결제위원회의 운영업무를 수행한다.",14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,-,-,-,[0329]기타 금융 사무원,[3209]기타 금융 사무원,[K661]금융 지원 서비스업,2013,-
한국문화강사,"다문화센터나 한국문화센터 등에서 이주여성 및 다문화가정 어린이들, 또는 한국을 찾은 외국인들에게 한국문화를 소개하고 교육한다.","이주여성 및 다문화가정 어린이들, 또는 한국을 찾은 외국인들을 대상으로 한국어, 한국요리, 전통예절 등 전문 분야별로 강의를 한다. 전문 분야에 따라서는 실제 체험활동을 준비하고 진행하기도 한다. 이주여성들을 대상으로는 한국정착과 자녀양육에 대한 상담을 하기도 한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (분석) / 사람 (감독) / 사물 (관련없음),가벼운 작업,언어력,실내,-,-,-,-,[2149]기타 문리·기술 및 예능 강사,[2549]기타 문리·기술 및 예능 강사,[P856]기타 교육기관,2012,-
한문교사,"중·고등학교에서 학생들에게 한문을 익혀 언어생활에 활용하고 한문 문장의 독해능력을 기르게 하기 위해 한문, 한문고전 및 관련 과목을 전문으로 교육한다.","교과내용은 한자, 한자어, 한문으로 구성되며 각종 한문기록과 고사성어, 격언, 속담, 명언·명구 등을 통해 한자 문화권의 언어와 문화를 가르친다. 기본적인 한자독해능력이 길러지면 국학 및 동양학 분야의 전적을 연구하고 교육한다. 교과서 및 시청각자료 등 다양한 학습자료를 활용하여 수업을 진행한다. 과제를 내주고 결과를 검토 및 지도한다. 시험을 출제하고 학생의 성적을 평가한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (교육) / 사물 (관련없음),가벼운 작업,언어력,실내,-,-,-,중등학교정교사,[2121]중·고등학교 교사,[2521]중·고등학교 교사,[P852]중등 교육기관,2012,-
한방검사기사,한방의료기기를 이용하여 환자들의 질병 여부를 검사한다.,"한의사의 검사지시에 따라 맥진기, 양도락기(컴퓨터 경락진단기), 심전기, 체혈진단기, 내혈류검사기 등을 사용하여 환자를 대상으로 한방검사를 실시한다. 검사결과서를 작성하여 담당 한의사에게 보고한다. 한방기기의 관리상태를 점검하고 이상이 있을 경우 수리를 의뢰한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (제어조작),가벼운 작업,-,실내,-,-,-,임상병리사,[3061]임상병리사,[2451]임상병리사,[Q861]병원,2017,-
한복연구가,궁중복식 등 전통한복의 복원과 한복의 개량과 보급에 대해 연구하고 각종 한복을 제작한다.,"한복의 대중화를 위해 생활한복 등에 대해 연구하여 제작한다. 궁중복식 등 고대 한복 등을 연구하며 재현한다. 복주머니 등 규방공예품에 대해 연구하며 제작한다. 패션쇼 등에 참가하여 한복의 우수성을 알린다. 새로운 개념의 한복, 규방공예품 등을 만든다.",12년 초과 ~ 14년 이하(전문대졸 정도),4년 초과 ~ 10년 이하,자료 (종합) / 사람 (말하기-신호) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,-,한복디자이너,-,"한복기능사, 한복산업기사, 한복기능장",[4152]패션 디자이너,[2852]패션 디자이너,[C141]봉제의복 제조업,2012,-
한복제조원,"고객과의 상의를 통해 남자한복, 여자한복, 두루마기, 아동한복, 계량한복, 퓨전한복 등의 의복을 맞춤 제작한다.","한복 제조 시 고객과의 상의에 따라 원단의 종류, 색상, 실용성, 디자인을 고른다. 줄자를 사용하여 고객의 치수를 재고 명세서에 규격, 색상, 직물의 종류, 본 등을 기록한다. 명세서에 따라 재단대 위에 원단을 펼쳐놓고 연필, 초크, 송곳을 사용하여 표시한다. 표시라인에 따라 가위로 재단한다. 한복은 직선재단(또는 평행재단)이라 일정 폭씩 접어서 표시없이 바로 재단하기도 한다. 각 재단 부위를 재봉틀로 재봉하거나 손바느질로 꿰맨다. 가위나 칼로 불필요한 실을 제거하고 다림질한다. 단추나 각종 장식물들을 손바느질하여 한복을 완성한다.",9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (정밀작업),보통 작업,웅크림,실내,-,-,-,"한복기능사, 한복기능장",[8631]한복 제조원,[7221]한복 제조원,[C141]봉제의복 제조업,2016,-
한복판매원,"전통한복, 개량한복 등의 한복 및 관련된 물품을 판매한다.","한복의 원단과 디자인을 설명하며, 고객의 취향, 목적에 맞게 선택하도록 조언한다. 디자인 샘플을 만들어 고객의 선택에 도움을 주기도 한다. 고객의 체형을 측정한다. 재단 공장에 한복 제조를 주문한다. 필요한 원단을 주문, 구매, 비치한다. 전통의상에 대한 지식을 갖추어 고객의 구매를 돕는다. 판매량과 재고량을 파악한다. 물품에 대한 계산을 하여 대금을 받고 영수증을 준다. 완성품을 구비하여 임대하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),1개월 초과 ~ 3개월 이하,자료 (수집) / 사람 (설득) / 사물 (단순작업),가벼운 작업,-,실내,-,-,-,-,[6151]상점 판매원,[5212]상점 판매원,"[G474]섬유, 의복, 신발 및 가죽제품 소매업",2013,-
