직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
차선도색원,"고속도로, 일반도로, 활주로, 주차장 등 노면에 차선을 표시하는 분사기계를 운전한다.","발주처로부터 제시된 도면을 숙지한다. 줄자를 사용하여 도로의 폭을 재고 중심점 및 차선폭을 석필로 표시한다. 석필로 표시된 점을 일정 간격으로 일직선이 되도록 줄을 당겨 붓과 페인트로 굵은점을 표시한다. 차선도색 차량에 탑재된 도장액 공급탱크에 도장액을 붓는다. 차선도색 차량에 승차하여 차선간격·중앙선·노변선 등 차선의 종류와 간격에 따라 차선폭·페인트 분사압력 등 계기를 관찰하여 노즐과 밸브를 조정한다. 차선도색장치로부터 분사되는 페인트의 양을 관찰하여 압력·폭 등이 규정된 넓이·양으로 분사되는지 확인한다. 수동 도색기나 롤러 등을 이용하여 차선, 횡단보도, 문자, 기호 등을 표시하고 분사기를 이용하여 페인트를 분사하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (조작운전),보통 작업,"균형감각
웅크림",실내·외,위험내재,"차선도장원, 특수도장원",-,-,[7026]건축 도장공,[7836]건축 도장공,[F424]실내건축 및 건축마무리 공사업,2014,-
차세대디스플레이개발자,"PAD(인쇄 능동 디스플레이), ASD(다기능 복합 디스플레이) 등 새로운 개념의 미래형 정보디스플레이의 핵심·원천기술을 개발한다.","고화질, 초경량, 초박형, 저전력 및 다기능의 차세대 디스플레이의 원천기술을 개발한다. 전자, 전기, 물리, 화학, 화공, 재료, 기계 등 다양한 분야의 기술을 융합하여 패널설계, 전기회로(Circuit)설계, 기구 및 광학설계 등 각 분야별로 연구를 진행한다. 패널설계의 경우 고객 사양 검토, Mask설계, TFT(Thin Film Transistor)·OLED(Organic Light Emitting Diode)공정 진행, Panel 제작 및 평가, 성능 및 신뢰성 검증, 회로설계지원(부품개발) 등의 직무를 수행한다. 전기회로(Circuit)설계의 경우 Concept 설정, Design 및 성능검증, 품질시험 및 양산성 검증 등의 직무를 수행한다. 기구설계의 경우 주요 Spec(사양)을 입수하여 3D설계를 시작하고, Panel설계, 회로설계와의 협조를 통해 세부설계를 수행한다. 광학설계의 경우 고객의 니즈에 부합하는 제품을 생산하기 위하여 제품 사양, 콘셉트 디자인(Concept Design) 및 불량분석툴(Tool)을 이용하여 최적의 광학시스템을 설계한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (협의) / 사물 (정밀작업),가벼운 작업,-,실내,-,-,-,"전자기사, 전기기사, 전파통신기사, 전파전자기사",[1532]전자공학 기술자 및 연구원,[2342]전자공학 기술자 및 연구원,[C262]전자부품 제조업,2014,-
차제조반장,"커피, 녹차 등의 차를 제조하고자 원료를 배전·분쇄·추출·농축·혼합·건조·포장하는 데 종사하는 작업원의 활동을 감독·조정한다.","일일 작업량과 저장실의 원료량을 비교·확인하고 장치의 이상 유무를 점검·확인한다. 원료의 보관상태 및 품질을 점검한다. 제품이 생산되는 동안 수시로 작업장을 순회하며 작업상태를 점검한다. 또한 각 공정의 견본을 채취하여 맛, 향, 색상 등을 점검하여 제품 표준과 비교하거나 견본의 일부를 실험실로 보낸다. 각 제조공정 중의 견본을 채취하여 작업표준과 비교한다.",9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (감독) / 사물 (제어조작),보통 작업,-,실내,대기환경미흡,-,-,-,[8735]음료 제조기계 조작원,[8120]음료 제조 관련 기계 조작원,[C107]기타 식품 제조업,2016,-
차조리사,"커피, 녹차, 전통차 등 각종 차를 고객의 기호에 맞게 조리하여 제공한다.",고객의 입맛에 맞는 차를 서비스하기 위하여 각종 차 재료를 손질한다. 고객으로부터 주문받은 차를 조리방법에 맞게 기계로 추출하거나 수동으로 물에 우려낸다. 조리한 차를 고객에게 제공한다. 조리와 관련된 각종 기계나 기구 등을 유지하고 관리한다. 조리한 장소를 정리하고 사업장의 청결을 유지한다. 차의 재고를 파악하고 주문하거나 차의 특성에 맞게 관리한다.,9년 초과 ~ 12년 이하(고졸 정도),1개월 초과 ~ 3개월 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (수동조작),가벼운 작업,-,실내,고온,-,커피를 전문으로 조리하는 경우 바리스타,-,[5317]음료 조리사,[4415]음료 조리사,[I562]주점 및 비알코올 음료점업,2012,-
차체판금원,자동차 조립용 판금부품을 제작하거나 교정하기 위하여 판금작업을 한다.,"도면에 따라 철판에 전개도를 그리고 절단한다. 용접기로 가열하면서 판금해머로 철판을 두드려 형상을 성형한다. 성형된 부품의 표면을 디스크 그라인더, 줄, 판금해머 등으로 다듬질하여 끝내기 작업을 한다. 성형된 판금부품을 지그에 고정시키고 용접 또는 판금하고 그라인딩 하여 제품을 완성한다. 차체조립공정에서 판금하는 경우에는 차체 내외부의 요철, 단차, 간격, 변형, 들뜸, 응력 등에 의해 발생한 외관불량 판금을 육안 및 촉감으로 확인하면서 판금해머 등으로 평활하게 수정한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,웅크림,실내,소음·진동,체체판금작업원,판금사상원,"판금제관기능사, 판금제관산업기사",[8221]판금원,[7422]판금원,[C301]자동차용 엔진 및 자동차 제조업,2015,-
착공기조작원,판유리의 일정 부위에 손잡이나 기타 부착물을 부착하기 위하여 구멍을 뚫는 기계를 조작한다.,"작업명세서에 따라 원판유리의 두께와 성형할 유리구멍의 규격과 위치를 확인한다. 착공기의 윤활장치와 절삭유, 냉각수, 드릴척 등을 확인한 후 구멍규격에 적합한 드릴을 준비하여 드릴척에 장착한다. 유리판을 대차를 이용하거나 유리압착기를 이용하여 착공기의 내부에 고정하여 설치한다. 구멍이 적당한 위치에 뚫리도록 고정판을 조정한다. 양쪽의 드릴압력이 일치하도록 착공기의 제어판을 조정한다. 절삭유의 콕크를 열어 구멍을 뚫을 위치에 소량의 절삭유가 흐르도록 한다. 착공기를 가동하여 구멍을 뚫는다. 구멍이 뚫리면 뚫린 상태를 검사하고 흠집이 나지 않도록 고무크립을 끼워 대차에 적재한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"위험내재
다습
소음·진동",유리착공기조작원,-,-,[8261]유리·유리제품 생산기계 조작원,[8431]유리 제조 및 가공기 조작원,[C231]유리 및 유리제품 제조업,2015,-
착색성형원,유리제품 성형 시 유리표면에 규정된 색상을 입힌다.,"작업지시서에 따라 착색성형할 제품의 색깔과 종류 및 규격을 확인한다. 유리공예품이나 장식용 유리제품 성형 시 사용할 금형보다 약간 작은 예비금형을 준비한다. 취관(대롱)도구와 장비를 준비한다. 성형할 원료유리의 용융상태를 확인한다. 취관의 끝을 발색원소를 함유한 용융된 유리용해에 담그고, 취관을 한쪽 방향으로 돌리며 빼낸다. 입을 취관 끝에 대고 1차로 예비금형에 불어넣어 금형안벽에 유색유리를 얇게 입힌다. 2차로 취관에 무색 용융유리를 말아서 예비금형에 대고 불어 무색 유리 위에 유색 유리막을 입힌다. 적절한 크기의 성형할 금형에 다시 취관을 대고 취관을 돌리며 입으로 바람을 불어넣어 성형을 완료한다. 착색성형의 컬러상태를 검사하고 다음 공정으로 이송시킨다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,웅크림,실내,"위험내재
고온",-,-,-,"[8853]유리기능, 복사, 수제 제본 등 기타 기능 종사원",[7999]기타 기능 관련 종사원,[C231]유리 및 유리제품 제조업,2017,-
착순심판보조원,"착순심판위원의 지시를 받아 경주의 착순, 착차 등을 전광게시판에 기록한다.","단말기를 이용하여 경주진행 중의 마필의 중간순위와 결승선 도착마의 착차, 착순, 경주기록 등을 전광게시판에 기록한다. 착순심판위원이 작성한 착순심판통지서를 재결실에 전달한다. 육안으로 착순을 판정하기 곤란한 경우와 관객이 착순에 대하여 이의를 제기한 경주의 결승선 통과 순간을 찍은 사진 및 영상을 관객이 볼 수 있도록 안내판에 게시하거나 전광게시판을 통해 재생한다. 착순, 착차, 경주기록 등 제반 기록을 작성하여 유지·보관한다. 기타 착순심판위원이 지시하는 업무를 수행한다.",9년 초과 ~ 12년 이하(고졸 정도),시범후 30일 이하,자료 (기록) / 사람 (말하기-신호) / 사물 (관련없음),가벼운 작업,시각,실내,-,-,-,경주심판,[4203]경기 심판 및 경기 기록원,[2863]경기 심판 및 경기 기록원,[R911]스포츠 서비스업,2012,-
착순판정원,경마에서 결승선 도착 마필의 순위 및 도착시간을 측정·기록하여 재결위원에게 통보한다.,"경주가 시작되면 출발신호를 보고 기록계를 작동시킨다. 보다 정확한 시간 측정을 위해 망원경이나 육안으로 경주를 관찰한다. 경주마가 결승선을 통과한 후 육안 및 디지털 착순판정카메라로 촬영한 사진을 판독하고 착순 및 착차를 심의 판정한다. 경주 중간순위, 착순(경주마의 순위), 착차(순위별 도착차이), 경주기록 등을 착순게시판에 게시한다. 마필의 도착순위, 경마기록 등을 착순심판통지서에 기록하고 재결위원에게 통지한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (관련없음),가벼운 작업,시각,실내·외,-,-,-,경주심판,[4203]경기 심판 및 경기 기록원,[2863]경기 심판 및 경기 기록원,[R911]스포츠 서비스업,2012,-
착암공,"지하 또는 노천광산에서 석탄, 금속, 석회석 등의 유용광물을 채취하거나 굴착을 목적으로 착암기 및 부속장치를 설치·조작하여 암반을 천공한다.","착암을 하는 작업장을 점검하고 부석·잔류공 등의 위험물을 철재봉을 사용하여 제거한다. 공기압축기의 압력 및 냉각상태 등을 점검한다. 연마기를 사용하여 마모된 드릴비트(Drill Bit)를 규정된 각도까지 연마 후 비트게이지를 사용하여 검사한다. 착암기 설치장소의 낙반 위험성을 점검하고, 위치를 선정한다. 레그(Leg)를 설치하고 착암기를 그 위에 설치한다. 섕크(Shank:삽입된 로드의 상단부)의 마모상태를 점검한다. 작업에 알맞은 길이의 로드의 비트각을 점검하고 섕크에 끼운 후 연결상태를 확인한다. 물·공기호스를 착암기의 압수구와 압기구에 연결한다. 착암기의 작동순서를 숙지하고 주유상태를 확인한다. 스로틀밸브(Throttle Valve:유체의 압력을 낮추는 데 사용하는 밸브) 및 피이드 콘트롤(Feed Control) 밸브를 조정하여 착암기를 운전·점검한다. 막장면의 층리와 절리를 조사하고 막장의 중앙에 심발공의 위치를 분필로 표시한 후 그 주위에 보조공의 위치와 천공방향을 표시한다. 비트의 회전상태 및 물의 분사상태를 확인하고 스로틀 및 피이드 콘트롤 밸브를 조정하여 천공한다. 천공 후 압축공기를 사용하여 천공부위를 깨끗이 세척한다. 착암기 및 부속장치, 지렛대, 호퍼(Hopper:분립체의 저장 및 공급장치), 세척봉 등을 발파에 피해가 없는 안전한 장소로 대피시킨다. 작업 및 보안일지를 작성한다. 작업장의 광·폐석을 갱차에 싣기도 한다. 지보(支保, Timbering)를 갱도에 설치하기도 하며, 착암기를 분해·정비하기도 한다.",6년 초과 ~ 9년 이하(중졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),힘든 작업,"균형감각
웅크림",실외,"대기환경미흡
위험내재
소음·진동","착암원, 착암기조작원","충격식착암기조작원, 해머식착암기조작원, 회전식착암기조작원","천공기운전기능사, 건설기계조종사면허증(천공기, 공기압축기)",[7040]건설·채굴 기계 운전원,[8750]건설 및 채굴기계 운전원,[B051]석탄 광업 / [B061]철 광업 / [B062]비철금속 광업,2022,
착유사,착유기를 조작하여 젖소에서 우유를 짠다.,"젖소를 착유실의 기둥에 고정하고, 세척기의 온수호스를 사용하여 온수를 유방에 골고루 뿌려 완전히 세척한다. 세균이 젖꼭지 구멍으로 침투하지 않도록 소독된 수건으로 유방 전체를 깨끗이 닦고 문지른다. 착유기의 유두컵을 장착하기 전에 유방염 조기발견 또는 유두구멍의 손상을 막기 위하여 손으로 젖을 짜 보아 정상 여부를 확인한다. 착유기를 가동하고 유두컵을 젖꼭지에 부착하고 공기가 새지 않나 검사한다. 맥동기의 맥동수가 정상인지 확인하고 적당량의 우유가 채취되면 공기를 차단하고 유두컵을 떼어 낸다. 착유 후 유두 침지를 소독하여 유방염균의 침입을 막는다. 채취된 우유를 펌프를 사용하여 냉각 저장탱크로 옮겨 보관한다. 유두컵을 살균용액에 담가 살균하고, 착유기 내에 있는 우유 잔여량을 모두 씻어내고 공기로 건조한다. 착유기구 및 우유탱크를 세척하고 소독한다. 착유실 내를 청소한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (수동조작),보통 작업,-,실내,-,착유기조작원,-,-,[9021]낙농 종사원,[6131]낙농업 관련 종사원,[A012]축산업,2017,-
착자원,"자석의 생산을 위해 착자, 탈자 검사 등을 통해 재료를 자화하고 자력을 갖게 한다.",자력의 설곗값에 따라 착자기의 전류량을 설정하고 충전상태를 점검한다. 요크코일(Yoke Coil)의 고정구에 자석의 재료를 고정하고 전류를 통하도록 하여 자화시킨다. 필요에 따라 감자기를 조작하여 자화된 재료를 감자시킨 후 자석선별기나 가우스 메터기(Gauss Meter)와 같은 측정기를 통해 자력의 강도를 측정하여 설곗값에 맞는 자석이 생산되었는지 검사한다.,6년 초과 ~ 9년 이하(중졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,-,착자기조작원,자동착자기조작원,-,[8360]전기·전자 부품·제품 조립원,[8640]전기·전자 부품 및 제품 조립원,[C289]기타 전기장비 제조업,2014,-
찻집서비스원,찻집을 방문한 고객에게 차와 음료 등을 공급한다.,"방문한 고객에게 좌석을 안내한다. 고객에게 메뉴판을 제시하고 차 주문을 받는다. 주문 접수한 내용을 확인하여 카운터에 표시하고 조리실에 알린다. 고객이 주문한 차가 주방에서 나오면 해당 고객에게 제공한다. 고객이 나간 후 테이블과 좌석을 정리·정돈한다. 사용한 찻잔, 집기 등을 조리실로 옮기고 테이블을 닦는다. 찻집 실내외 전반을 정리·정돈한다.",6년 초과 ~ 9년 이하(중졸 정도),시범후 30일 이하,자료 (관련없음) / 사람 (서비스 제공) / 사물 (관련없음),보통 작업,손사용,실내,-,찻집시중원,카페서비스원,-,[5322]접객원(홀서빙원),[4422]웨이터,[I562]주점 및 비알코올 음료점업,2012,-
창고관리자(일반),"자재, 공구, 설비, 생산제품 및 기타 물품의 입고, 보관, 불출, 기록 등의 창고관리업무를 한다.","구입된 자재나 생산제품을 창고에 입고시키기 위하여 청구서, 증빙서류 등을 확인하고 물류의 상태와 수량을 검수한다. 창고원장이나 기록일지에 입고된 물품의 명세를 기록하고 물품의 종류에 따라 창고 내의 적재위치를 선정한다. 각 부서로부터 청구서를 접수받고 창고종사원에게 불출을 지시한다. 정기적으로 재고조사를 실시하고 창고원장과 대조한다. 창고종사원에게 업무를 지시한다. 창고에서 발생한 제반 문제를 해결한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (계산) / 사람 (말하기-신호) / 사물 (단순작업),가벼운 작업,-,실내,-,,"물류입고원, 물류출고원, 창고입고원, 창고출고원, 입출고관리원, 입출관리원",,[0283]자재·구매·물류 사무원,[3123]자재 관리 사무원,[H521]보관 및 창고업,2021,-
