직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
아스콘플랜트운전원,아스콘(Asphalt Concrete:아스팔트와 콘크리트의 혼합물)을 생산하는 플랜트설비를 조작하여 아스콘차량으로 방출한다.,"출하계로부터 수령한 생산주문서를 보고 아스콘의 종류, 혼화재료의 종류 및 사용량 등을 확인한다. 스위치를 조작하여 건조로의 버너를 가열하고 골재를 건조로에 투입한다. 배합비율을 자동제어장치에 코드로 입력한다. 아스콘차량이 들어오면 차량번호, 납품서, 배합보고서를 확인하고 아스콘을 방출한다. 정비계획에 따라 플랜트의 각 부위에 그리스를 주입하거나 기름을 보충하고 베어링을 점검 및 교체한다. 건조기, 혼합기, 집진장치, 계량호퍼, 사일로(Silo) 등의 이상 유무를 점검하고 조치한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (조작운전),보통 작업,-,실내·외,소음·진동,-,-,-,[8263]시멘트·광물제품 생산기계 조작원,[8433]시멘트 및 광물제품 제조기 조작원,"[C233]시멘트, 석회, 플라스터 및 그 제품 제조업",2015,-
아스팔트루핑지제조원,"물의 침투를 방지하여 시설물을 보호하는 아스팔트 루핑지(종이원료에 양모, 면, 마 등의 일반 직물의 넝마를 넣어 배합한 종이)를 제조하는 각종 설비를 조작한다.","제조할 제품의 생산계획에 따라 작업에 필요한 각종 사항을 숙지한다. 가공에 필요한 함침탱크, 가열장치, 냉각장치 등 각종 장치를 점검하여 이상 유무를 확인한다. 루핑지(종이원료에 양모, 면, 마 등의 일반직물의 넝마를 넣어 배합한 종이) 원단을 원지걸이에 건다. 아스콘을 함침탱크에 투입하여 액체화하기 위하여 가열장치를 조작한다. 루핑지를 함침탱크에 투입하여 피복되도록 한다. 피복된 루핑지를 건조시키기 위하여 냉각설비를 가동하고 일정 길이로 권취하여 절단한다. 권취된 아스팔트 루핑지를 교체한다. 작업내용을 작업일지에 기록한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
위험내재
고온
소음·진동",-,-,-,[8822]펄프·종이 제조장치 조작원,[8913]펄프 및 종이 제조 장치 조작원,[C179]기타 종이 및 판지 제품 제조업,2017,-
아스팔트믹싱플랜트조종사,도로 등 지면 포장에 사용되는 아스팔트를 혼합하고 생산하는 아스팔트믹싱플랜트를 조종한다.,"아스팔트믹싱플랜트의 연소장치, 배기집진장치, 컨베이어벨트, 혼합장치 등 각종 장치의 상태를 점검하고 확인한다. 가동순서에 따라 배풍기, 송풍기, 믹서, 스크린 등을 가동한다. 각각의 저장소에 골재가 저장되면 생산할 1회분의 양(Batch:배치)을 입력하고 작동을 위해 기계를 조작한다. 운전실의 모니터를 통해 골재의 흐름과 양을 속도제어장치로 조절한다. 생산이 완료되면 배합된 아스팔트혼합물(아스콘)을 덤프트럭 등의 운송장비에 출하한다. 버킷 하부의 슈트(Chute)부 골재 또는 필터의 먼지를 제거하고 기계적 이상 유무를 확인한 후 재가동한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (조작운전),가벼운 작업,손사용,실내,소음·진동,"아스팔트혼합장치운전원, 아스팔트믹싱플랜트운전원, 아스팔트혼합장치조종원, 아스팔트믹싱플랜트조종원",,건설기계조종사면허증(쇄석기),[7040]건설·채굴 기계 운전원,[8750]건설 및 채굴기계 운전원,[F421]기반조성 및 시설물 축조관련 전문공사업,2022,
아스팔트살포기조종원,"포장공사를 위해 흙이나 자갈에 아스팔트 혼합물(아스콘)이 부착되도록 아스팔트를 가열, 융해 및 살포하는 아스팔트살포기를 운전한다.","작업 전에 아스팔트 살포량 및 살포속도를 확인한다. 엔진오일, 연료 등을 확인하고 장비를 점검한다. 작업조건에 적합한 분무재료를 선택하고 선택된 재료를 호스를 이용하여 트럭탱크에 공급한다. 탱크의 외기를 가열하여 아스팔트를 액상으로 만든다. 적정한 양의 아스팔트가 살포되도록 분사대 및 살포량을 조절한다. 도로에 균일하게 살포되도록 살포기를 조종하고 작업상태를 관찰한다. 스크리드(Screed)의 각도와 깊이를 조정한다. 심도측정기를 사용하여 다져 넣은 아스팔트의 깊이를 검사한다. 작업종료 후 장비를 세척하고 이상 유무를 확인한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (조작운전),보통 작업,손사용,실외,"위험내재
소음·진동","아스팔트스프레이어조종원, 아스팔트디스트리뷰터조종원, 아스팔트스프레이어운전원, 아스팔트디스트리뷰터운전원, 아스팔트살포기운전원, 아스팔트살포기조작운전원",,자동차운전면허(1종 대형),[7040]건설·채굴 기계 운전원,[8750]건설 및 채굴기계 운전원,[F426]건설장비 운영업,2022,
아스팔트제조반장,"산업용, 도로포장용 및 기타 특수아스팔트를 제조하기 위하여 아스팔트 원료와 용제 등을 혼합·반응시켜 아스팔트를 제조하는 작업원을 감독·조정한다.",아스팔트 원료와 용제 등을 준비하고 배합비를 결정한다. 혼합기와 반응기의 작동상태를 점검한다. 작업계획에 따라 세부실행항목을 수립하여 작업절차 및 방법을 결정하고 작업원에게 지시한다. 작업원에 대한 직무교육 및 안전위생교육을 통하여 직무수행능력을 향상시키고 안전재해를 예방한다. 수시면담과 관찰을 통하여 작업원의 애로점 및 건의사항을 수렴하고 문제점을 보고한다.,12년 초과 ~ 14년 이하(전문대졸 정도),10년 초과,자료 (조정) / 사람 (감독) / 사물 (수동조작),보통 작업,-,실내·외,"대기환경미흡
위험내재
소음·진동",-,-,-,[8511]석유·천연가스 제조 제어장치 조작원,[8311]석유 및 천연가스 제조 관련 제어 장치 조작원,[C192]석유 정제품 제조업,2016,-
아스팔트제조원,"산업용, 도로포장용 및 기타 특수아스팔트를 제조하기 위하여 아스팔트 원료와 용제 등을 혼합하고 반응하는 장비를 조작한다.",밸브를 열고 펌프를 작동시켜 원유를 감압증류(Vacuum Distillation)하고 남은 아스팔트를 저장탱크로부터 반응탱크로 일정량을 이송한다. 펌프를 작동시켜 반응탱크에 공기를 주입하고 일정 시간 동안 반응토록 한다. 견본을 채취하여 실험실에 시험의뢰하고 시험결과에 따라 반응을 계속하거나 펌프를 작동하여 저장탱크로 이송한다. 특수한 용도로 사용되는 아스팔트를 제조하기 위하여 용제 및 첨가제 등을 넣고 혼합한다.,9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,균형감각,실내·외,"대기환경미흡
위험내재
고온
소음·진동",-,-,-,[8511]석유·천연가스 제조 제어장치 조작원,[8311]석유 및 천연가스 제조 관련 제어 장치 조작원,[C192]석유 정제품 제조업,2016,-
아스팔트피니셔조종사,도로 및 주차장 등을 포장하기 위해 노면에 가열된 아스팔트 혼합물을 일정한 두께로 깔고 다져주는 아스팔트피니셔를 조종한다.,"작업일정을 확인한다. 연료, 엔진오일 및 냉각수, 각종 장치 등을 점검한다. 아스팔트 혼합물이 스크리드에 부착되거나 긁힘을 방지하기 위해 스크리드를 예열한다. 아스팔트를 포설할 방향 및 슬래브 두께를 통제하는 센서의 작동 여부를 확인하기 위하여 센서라인(와이어)을 점검한다. 아스팔트 혼합물을 실은 덤프트럭을 아스팔트피니셔의 호퍼에 밀착시키고 엔진을 가동한다. 포장두께 및 포설간격을 조정하고 일정 속도를 유지하면서 피니셔를 조종한다. 포장물질이 포설되는 상태를 관찰하고 아스팔트가 균일하게 포설되도록 스크리드 방향을 조절한다. 콘크리트 도로 포장 시 보조기층, 동상방지층을 포설하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (조작운전),보통 작업,손사용,실외,"위험내재
소음·진동","아스팔트휘니샤조종원, 아스팔트피니셔운전원, 아스팔트휘니샤운전원, 아스팔트피니셔조종원",,건설기계조종사면허증(롤러),[7040]건설·채굴 기계 운전원,[8750]건설 및 채굴기계 운전원,[F426]건설장비 운영업,2022,
아연말제조원,아연용탕에 함유된 부산물 중에서 불순물을 제거하고 아연분말을 제조한다.,"공기압축기, 유동컨베이어, 분리기 등을 가동한다. 보온로에 있는 아연용탕을 출탕하여 분사실로 보낸다. 압축공기 밸브를 조절하고, 압축공기를 분사실에 공급하여 용탕을 냉각한다. 냉각된 아연말을 컨베이어로 운반하고 일정 크기로 분류하여 분리기에 투입한다. 분사실의 분사상태와 분리기 작동상태를 육안으로 관찰한다. 분리된 아연말을 저장호퍼에 저장한다. 아연말 생산량을 기록한다. 분사실에서 발생된 분사진을 수집하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"위험내재
소음·진동",-,-,-,[8211]금속가공 제어장치 조작원,[8414]금속가공 관련 제어 장치 조작원,[C242]1차 비철금속 제조업,2015,-
아연용해반장,"아연정광을 직접 침출하거나 아연소광을 용해하기 위하여 중성용해, 고온고산용해, 침철석(Goethite)용해, 벨트컨베이어 등을 조작하는 작업원의 활동을 감독·조정한다.","아연정광을 직접 침출하거나 아연소광을 용해하는 조건 및 상황을 파악하여 작업계획을 수립한다. 작업원에게 작업을 지시하거나 함께 작업하며 이행 여부를 확인한다. 안전교육 및 제반 기술교육을 실시한다. 조정실의 계기를 관찰하여 온도, 산도, 압력 등을 점검한다. 슬러리(Slurry)농도와 양, 농축기의 공조(空槽)상태를 확인한다.",9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (감독) / 사물 (제어조작),보통 작업,-,실내,대기환경미흡,-,-,-,[8211]금속가공 제어장치 조작원,[8414]금속가공 관련 제어 장치 조작원,[C242]1차 비철금속 제조업,2015,-
아연용해원,아연정광과 소광을 용해하는 용해설비의 각종 계기를 조작하거나 농축기에서 나온 슬러리에서 아연을 회수하는 탱크를 조작한다.,"아연용해반장의 지시나 작업지시서에 따라 작업진행계획을 수립한다. 용해조 및 관련 설비의 이상 유무를 확인한다. 조정실계기를 조절하여 온도, 압력, pH 등을 작업표준에 맞도록 조정한다. 용해조에 투입되는 소광 및 정광의 양을 확인하고 투입량을 조절한다. 벨트컨베이어의 아연 여과상태를 점검한다. 용해조 내의 공조상태를 파악하고 누액발생 시 회수한다. 산 사용량 및 재고량을 파악한다. 조정반 계기를 판독하여 온도, 압력, 산농도, 여과상태, 누액발생 등을 작업일지에 기록한다. 펌프를 가동시켜 농축기에 배출된 슬러지를 고온고산 용해조에 장입한다. 시료의 산도분석 결과에 따라 규정량의 황산을 주입하고 교반기로 혼합한다. 증기밸브를 열어 용해조의 온도를 조절한다. 용해된 액을 농축기로 이송하여 슬러지를 침전한다. 열교환기를 통해 농축기 비등액의 온도를 높여 슬러지를 배출한다. 침강제를 첨가하여 슬러지 침전을 강화하며 농축기 내의 슬러지 배출량을 조절하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,소음·진동,아연용해제어실운전원,-,-,[8211]금속가공 제어장치 조작원,[8414]금속가공 관련 제어 장치 조작원,[C242]1차 비철금속 제조업,2015,-
아연정액반장,"아연황산용액에서 불순물을 제거해 주기 위하여 부원료조제, 탱크관리, 여과압착기조작, 탈수 등의 작업에 종사하는 작업원의 활동을 감독·조정한다.","작업지시서에 따라 작업계획을 수립하여 작업원을 배치하고 작업 이행 여부를 확인하는 등 관리한다. 작업장을 순회하며 안전교육 및 제반 기술교육을 실시한다. 정액공정에 따른 반응탱크, 펌프, 냉각탑 등 시설 장치를 관리하고 고장 발생 시 정비부서와 협조하여 정비한다. 정액량, 시험결과, 부원료 사용량 등 작업내용을 작업일지에 기록한다.",9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (감독) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
고온
다습",-,-,-,[8211]금속가공 제어장치 조작원,[8414]금속가공 관련 제어 장치 조작원,[C242]1차 비철금속 제조업,2015,-
아연정액원,전해공정의 전류효율을 높이고 고순도의 아연괴를 생산하기 위하여 각종 설비를 조작한다.,"펌프를 가동시켜 저장탱크에 정액탱크로 아연용액을 공급한다. 모터를 시동하여 교반기를 회전시키고 불순물을 침전시키는 화학약품을 작업표준에 따라 일정량을 탱크에 투입한다. 조액(용해)공정과 전해공정의 조업상태를 확인하고 중성액, 미액, 신액, 공조 등을 파악한다. 전해액의 농도 및 전해액량, 신액량을 맞추고 냉각탑 등 부대설비를 가동하여 용액의 온도를 유지한다. 정액상태를 육안으로 관찰한다. 구리, 카드뮴 등의 비철함량 및 pH를 측정하기 위해 시료를 채취하고 실험실에 검사를 의뢰한다. 펌프, 교반기, 냉각탑 등의 설비를 관리·점검한다. 용액온도, 용액량, 시료분석결과 등을 조업일지에 기록한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"다습
소음·진동",리펄퍼(Repulper)원,-,-,[8211]금속가공 제어장치 조작원,[8414]금속가공 관련 제어 장치 조작원,[C242]1차 비철금속 제조업,2015,-
아연제련원,아연광으로부터 아연을 추출하기 위하여 광석을 배소하고 건식 및 습식처리하여 순도가 높은 아연을 제조한다.,"아연광석인 황화아연(ZnS)을 900~1,200℃로 가열, 산화아연(ZnO)로 변환시킨다. 산화아연은 침출조에서 황산과 반응시켜 황산아연용액을 형성시키고 염화암모늄과 혼합하여 황산아연을 침출시킨다. 제조된 황산아연 용액을 중화시키고 여과하여 불순물을 제거한다. 정제된 황산아연 용액은 전해조로 이송하고 통전시켜 음극에서 아연금속을 정출시킨다. 음극에 침전된 아연금속을 용해하여 잉곳으로 제조한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (계산) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,"대기환경미흡
위험내재
고온
다습",,,,[8211]금속가공 제어장치 조작원,[8414]금속가공 관련 제어 장치 조작원,[C242]1차 비철금속 제조업,2023,
아연젤제조원,알칼라인전지에서 음극(-)으로 사용되는 아연젤을 제조하는 기계를 조작한다.,"아연파우더·알칼리액·젤화제 등의 재료를 크레인으로 이송해서 자동계량장치에 투입하고 무게를 측정한다. 자동계량장치로부터 자동으로 이송되어 혼합기에 투입된 아연파우더와 알칼리액, 젤화제 등이 골고루 혼합되도록 혼합기를 일정 시간 가동한다. 운반용 용기를 아연젤 배출구에 대기시켰다가 일정한 용량만큼의 아연젤을 용기에 담아서 다음 공정으로 운반한다. 정밀저울을 사용해서 제조된 아연젤의 비중·무게 등을 검사한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,손사용,실내,"위험내재
소음·진동",음극젤제조원,-,-,[8512]화학물 가공장치 조작원,[8312]화학물 가공 장치 조작원,[C282]일차전지 및 축전지 제조업,2016,-
아이덴티티디자이너,"기업, 제품 및 서비스 등과 같은 유형·무형의 이미지를 부각시킬 수 있는 로고나 상징(심볼)마크 등을 디자인한다.","CI(Corporate Identity) 및 BI(Brand Identity)를 제작하고자 하는 회사 또는 기관의 요구사항, 기호, 특성, 환경, 이미지 등을 파악하기 위해 의뢰업체를 방문하여 조사한다. 기업 및 제품의 이미지에 적합한 디자인 전략을 수립한다. 다양한 아이디어를 구상하고 표현하며 고객과 협의한 후 컴퓨터그래픽프로그램을 이용하여 심볼마크, 로고타입, 색상, 서체 캐릭터 등 기본디자인시스템을 제작한다. 명함, 봉투 등의 서식류, 차량류, 사인류, 홍보물류 등에 개발된 디자인을 활용할 수 있도록 응용시스템을 개발한다. 고객이 디자인 시스템을 활용할 수 있도록 관리매뉴얼을 제작하거나 일관된 이미지를 유지할 수 있도록 디자인을 통해 관리하기도 한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (말하기-신호) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,-,CI디자이너,-,-,[4154]시각 디자이너,[2854]시각 디자이너,[M732]전문 디자인업,2012,-
