직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
판깔개제작원,전선권취용 드럼을 제작하기 위하여 양쪽 원형판을 제작한다.,절단해 놓은 판재를 규정된 원형으로 절단하기 위해 중심구가 미리 뚫어진 판재를 가운데 위치하도록 놓고 판재를 규격에 맞게 정렬하여 놓는다. 또 다른 판재를 정렬한 판재 위에 엇갈리게 올려놓고 못을 박아서 고정시킨다. 중심구에 나무로 된 컴퍼스를 끼우고 연필을 끼워서 돌려 원형으로 그려준다.,9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (수동조작),보통 작업,"웅크림
손사용",실내,"위험내재
소음·진동",-,-,-,[8829]기타 목재·종이 기계 조작원,[8919]기타 목재 및 종이 관련 기계 조작원,[C162]나무제품 제조업,2017,-
판사,"재판을 진행하며, 변호사와 검사의 논쟁, 변호사 및 증인의 진술, 사건증거 등 재판에 관련된 자료들을 검토하고 법률에 근거해 판결을 내린다.","재판과 관련하여 공판기일 진행과 증인의 채택, 증거의 채택방식 및 기타 재판절차를 정하는 일을 한다. 재판이 진행될 때는 변호사와 검사의 논쟁을 경청하고 증인의 진술과 법정에 제출된 증거를 검토하고 추론한다. 민사나 형사에서 소송이 제기되면 법률을 적용하여 원고와 피고 사이의 민사 분쟁을 해결하거나 기소된 형사사건의 범죄 여부를 판단한다. 검사의 요청이 있을 때에는 적합성 여부를 판단하여 영장을 발부하기도 한다.",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (자문) / 사물 (관련없음),아주 가벼운 작업,언어력,실내,-,법관,재판연구원,변호사,[2211]판사 및 검사,[2611]판사 및 검사,[O844]사법 및 공공질서 행정,2017,-
판촉매체기획원,"광고와 관련된 보조적인 판매활동을 위한 매체, 디스플레이, 쇼, 전람회 등의 판촉활동을 기획한다.","광고제품에 대한 유통과정·판매자(Inner)행동·판촉(Sales Promotion)활동 및 구매시점에서의 소비자 행동을 분석한다. 분석결과를 토대로 시장기회를 발견하여 판촉매체를 검토·설정한다. 판촉과제를 설정하고 그에 대한 목표와 예산을 설정한다. 판촉전개 수단(Vehicle, Media, Tool)으로 공용미디어(교통광고, 옥외광고, 애드시네, 쇼윈도 등), 거래선 전용미디어(포스터, 리플릿, 팸플릿, 카탈로그, 비디오디스크, 쇼룸 등), 인적수단(시범자, 강사, 컨설턴트 등), 물적수단(샘플, 경품, 초대권, 쿠폰, 트레이딩 스탬프, 디스플레이, 매뉴얼 등) 및 이벤트미디어(스포츠대회, 콘서트, 사인회, 전람회 등) 등을 선정한다. 판촉전개 시책의 실시일정 계획과 효과측정 계획을 세운다. 판촉전략사양서와 실시계획사양서를 작성하여 실시 후 효과를 측정·평가하고 사례를 정리·보관한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (협의) / 사물 (관련없음),아주 가벼운 작업,-,실내·외,-,"판촉기획자, 프로모션기획자",,,[0244]행사 기획자,[2735]행사 기획자,[M713]광고업,2021,-
패딩기운전원,"직물에 방염, 방수, 방오 등 수지가공처리를 하는 패딩기계를 운전한다.","작업명세서에 지시된 색상과 수량의 일치 및 공정상 온도 및 압력 등을 확인한다. 기계의 작동 이상 유무와 청결상태를 확인한다. 기계의 공급대에 직물수레차를 배치하거나 동력 호이스트를 사용하여 천 두루마리를 설치한다. 천을 롤러 사이에 걸치거나 기계의 안내천(Leader Cloth)에 천의 끝단을 연결한다. 기계의 온도를 조절하고 압착롤의 압력을 조절한다. 예비건조기를 점화하고 가스버너의 점화상태를 점검한다. 욕조(Bath)에 가공용액을 채우는 밸브를 연다. 압착롤러, 가공용액, 권취롤러 사이를 직물이 통과하도록 기계를 가동하고 직물의 가공처리 상태를 관찰한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
고온
소음·진동",수지가공기운전원,-,-,[8613]표백·염색기 조작원,[8212]표백 및 염색 관련 기계 조작원,"[C134]섬유제품 염색, 정리 및 마무리 가공업",2016,-
패류껍질제거원,"굴, 조개 등의 패류를 가공하고자 자숙(煮熟)하여 껍질을 제거하는 탈각기를 조작한다.",탈각기의 각 부위를 점검하고 회전금속망에 부착된 이물질을 제거한다. 스팀밸브를 조절하여 탈각기탱크의 내부온도를 알맞게 조정한다. 탱크의 내부온도가 알맞게 상승하면 회전금속망을 가동하고 투입밸브를 조절하여 원료(패류)를 탈각기에 투입한다. 회전하는 금속망을 통하여 떨어지는 패류의 내용물과 껍질의 상태를 관찰한다. 스팀밸브를 재조절하여 탈각기탱크 내부온도를 일정하게 유지한다. 껍질이 제거되지 않은 패류를 선별하여 탈각기의 호퍼에 재투입한다. 작업이 완료되면 껍질은 폐기장으로 운반하고 탱크를 냉각하여 물을 제거한 후 원료(패류의 내용물)를 다음 공정으로 이송한다.,9년 초과 ~ 12년 이하(고졸 정도),1개월 초과 ~ 3개월 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
위험내재
다습","패류탈각기조작원, 패류탈각원",-,-,[8731]육류·어패류·낙농품 가공기계 조작원,[8113]육류·어패류 및 낙농품 가공 기계 조작원,[C102]수산물 가공 및 저장 처리업,2016,-
패션기술디자이너,"의류 제작에 있어 각 스타일의 핏, 패턴, 수정, 봉제, 디테일 작업방식 그리고 품질을 결정하고 지시하는 업무를 한다.","디자인팀, 상품기획자(MD)와 파트너로 일하며 종합작업지시서(Technical Package)로 의사소통을 한다. 제품제작과 개발단계에서 필요한 창의적인 업무, 수정, 최종 Tech Pack 확정 등 생산의 시작에서부터 전체 공정을 총괄하고 의사 결정한다. 각각의 업체와 Tech Pack에 지시된 의류사양들이 정확히 반영되어 생산이 될 수 있도록 지시하고 조정한다.",12년 초과 ~ 14년 이하(전문대졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (협의) / 사물 (관련없음),가벼운 작업,"언어력
시각",실내,-,테크니컬디자이너(Technical Designer),,,[0243]상품 기획자,[2731]상품 기획 전문가,[C]제조업,2021,-
패션모델,"패션쇼 및 기타 장소에서 의상이나 패션소품을 발표하거나 홍보하기 위해 워킹, 포즈 등의 활동을 한다.","새롭게 유행되는 스타일 또는 고객이 원하는 타입의 의상을 입는다. 의상에 맞게 화장을 하거나 액세서리를 착용한다. 구매의욕을 높이기 위해 디자이너·구매자 또는 고객 앞에서 스타일과 기타 특징을 최대한 살려 의상을 입고 나와 걷고, 돌고, 기타 방법으로 선보인다. 광고용 스틸사진이나 삽화를 위해 모델이 되기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (관련없음),보통 작업,-,실내·외,-,-,홈쇼핑 등에서 의상의 착용사진을 전문으로 촬영하는 경우 피팅모델,-,[4162]배우 및 모델,[2832]배우 및 모델,[R901]창작 및 예술관련 서비스업,2012,-
패션어드바이저,"의상의 소재, 칼라, 패션동향 등의 전문적인 지식과 이해를 바탕으로 매장을 방문한 고객에게 적절한 패션스타일을 자문하고 상품을 판매한다.","업체로부터 납품받은 물품의 수량과 품질을 확인하여 진열, 정리한다. 교육과 패션신문 등의 각종 매체를 통해 각 상품의 소재 및 색상 등 의상에 대한 전문적인 지식과 패션동향을 파악한다. 매장을 방문한 고객이 원하는 스타일을 고려하여 고객에게 적절한 의상을 제안하거나 고객의 선택을 돕는다. 선택된 의상을 고객에게 입어보게 하고 고객의 체형과 스타일에 맞게 수선방향을 정하는 핀작업을 한다. 고객이 최종 선택한 의상과 어울리는 속옷, 바지, 액세서리 등 전반적인 스타일을 조언하고 의상을 판매한다. 매장의 전체적인 관리를 도맡아 하며, 주기적으로 방문하는 단골고객을 관리하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (수집) / 사람 (설득) / 사물 (단순작업),가벼운 작업,시각,실내,-,-,백화점매장관리원(샵마스터),-,[5119]기타 미용 서비스원,[4229]기타 미용 관련 서비스 종사원,[G471]종합 소매업,2012,-
패스트푸드원,패스트푸드점에서 햄버거를 굽거나 용기에 담는 등 단순 반복적인 음식 제공 업무를 수행한다.,"제품별 조리 매뉴얼을 숙지하고 조리·위생 관련 주의사항을 확인한다. 주재료와 부재료(각종 소스나 조미료 등)를 조리용기에 담고 소모량을 보충한다. 고객의 주문서를 확인하고 햄버거, 피자, 닭튀김, 도넛 등 패스트푸드를 간단히 조리한다. 포장지에 포장하거나 용기에 담아서 제공한다. 튀김솥, 그릴, 집게, 뜰채, 커피머신, 음료머신, 아이스크림머신 등 조리시설을 청결하게 유지한다. 매장을 청소하기도 한다.",6년 초과 ~ 9년 이하(중졸 정도),약간의 시범정도,자료 (비교) / 사람 (서비스 제공) / 사물 (단순작업),가벼운 작업,-,실내,-,-,-,-,[5321]패스트푸드 준비원,[9521]패스트푸드 준비원,[I561]음식점업,2012,-
패턴교환원,새로운 무늬의 편직물을 짜기 위해 편직기계를 변경·조작·정비한다.,새로운 편직물에 대한 무늬설계 및 직물의 종류를 확인한다. 편직기계의 작동 이상 유무를 점검한다. 편직기계에 부착된 패턴체인·편침(편성침)을 수동공구를 사용하여 떼어낸다. 조립된 패턴체인을 기계의 올림대에 걸고 체인을 연결한다. 직물의 종류에 따라 편침을 교환·조정한다. 부서진 편침을 새것으로 교환한다. 실패에 감긴 실을 기계의 받침대에 올리고 실의 끝을 가이드에 꿰어 기계를 시험 가동한다. 작업 후 무늬설계와 일치하는지 검사한다.,9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,"대기환경미흡
소음·진동",-,-,"기계정비기능사, 기계정비산업기사",[8111]공업기계 설치·정비원,[7531]공업기계 설치 및 정비원,[C133]편조원단 제조업,2015,-
패턴반장,의류패턴을 만드는 데 종사하는 작업원의 활동을 감독·조정한다.,패턴생산에 대한 지식 및 내용을 숙지하고 생산의뢰서 또는 작업지시서를 확인한다. 원단의 소모량을 최소화해서 재단을 하기 위하여 수작업 또는 컴퓨터 캐드를 사용하여 패턴원을 관리·감독한다. 지시된 패턴대로 의류모형이 제작되었는지 점검한다. 패턴원이 제작한 패턴이 제조하려는 의복디자인에 적합한지를 작업지시서와 비교·검토하여 패턴모형을 수정한다. 수행할 직무에 대해 작업원을 훈련시킨다. 부서 간의 작업 흐름을 조정하기 위해 다른 반장들과 협의하기도 한다.,9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (감독) / 사물 (정밀작업),보통 작업,-,실내,-,-,-,"양복기능사, 양장기능사",[8621]패턴사,[7211]패턴사,[C141]봉제의복 제조업,2016,-
패턴분해원,편직물에 무늬를 넣기 위해 도안지에 무늬를 그린다.,"제품사양서를 확인하고 무늬의 크기, 색상, 밀도 등에 따라 직물의 짜임새를 그리기 위한 모눈종이인 의장지를 선택한다. 제품사양서에 따르거나 편직물의 표준견본을 확대경으로 관찰하여 직물의 조직과 실의 방향을 알아낸다. 연필이나 컬러펜을 사용하여 의장지에 무늬를 그리거나 실의 방향을 그린다. 무늬가 그리진 도안지를 다음 공정인 패턴체인조립원에게 넘긴다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (정밀작업),보통 작업,시각,실내,-,의장원,-,"양복기능사, 양장기능사",[8621]패턴사,[7211]패턴사,[C133]편조원단 제조업,2016,-
패턴체인조립원,편직기에서 무늬모양에 따라 가이드바의 작동을 조절하는 패턴체인을 조립한다.,도안지의 무늬모형을 확인하고 무늬모형에 따라 각 체인의 고리(Link)를 선택한다. 각도측정기를 사용하여 체인의 순서에 따라 고리를 부착한다. 전기연마기로 고리를 연마하여 가이드바의 작동이 원활히 될 수 있도록 조절한다. 고리를 고정하기 위해 고리의 구멍을 통해 연결핀을 끼운다.,9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,-,-,-,섬유산업기사,[8612]직조기·편직기 조작원,[8221]직조기 및 편직기 조작원,[C133]편조원단 제조업,2016,-
팩실작업원,"필라멘트로 압출하기 전에 용융된 나일론, 폴리에스테론에서 불순물을 여과하기 위해 일정량의 메탈파우더를 방사구 팩(Pack)에 채운다.","마이크로스코프(Microscope) 또는 전자현미경을 통하여 바닥 노즐의 이물, 마모, 파손 등을 검사한다. 조립지침에 따라 팩에 메탈파우더를 채우고 조립한다. 조립된 팩을 보온·예열시킨다. 예열된 팩을 분리하여 라인으로 이동 설치한다. 기 사용된 팩을 재사용할 수 있도록 종류별로 분해하여 약품처리, 물세척, 초음파로 세척한다.",9년 초과 ~ 12년 이하(고졸 정도),1개월 초과 ~ 3개월 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,소음·진동,-,-,-,[8611]섬유 제조기계 조작원,[8211]섬유 제조 기계 조작원,[C205]화학섬유 제조업,2016,-
퍼레이드연기자,"유원지나 놀이공원 등의 각종 공연에서 관람객을 대상으로 캐릭터 공연, 퍼레이드 공연, 무대 연기 등을 한다.","캐릭터인형을 쓰고 인형극 등을 연기하는 캐릭터연기자, 춤을 추는 댄서, 음악공연을 하는 밴드, 그리고 연극이나 뮤지컬 등의 공연을 하는 연기자로 구분하여 공연기획자와 안무가의 지도를 받아 공연 및 퍼레이드를 위한 연기 및 안무를 연습한다. 각자 정해진 역할에 따라 무대에서 공연을 하거나, 유원지 퍼레이드에 함께 등장하여 공연을 한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (오락제공) / 사물 (관련없음),보통 작업,"균형감각
웅크림",실내·외,-,-,-,-,[4147]무용가 및 안무가,[2847]무용가 및 안무가,[R901]창작 및 예술관련 서비스업,2012,-
퍼스널쇼퍼,"고객의 직업, 나이, 체형, 구매성향, 스타일, 경제수준 등을 종합적으로 파악하여 고객에게 가장 적합한 상품을 추천한다.","전화로 VIP 고객들의 방문예약을 받거나 쇼핑을 부탁받는다. 고객이 요구하는 상품의 종류(옷, 보석, 화장품, 여행상품, 웨딩 등)를 예약한다. 고객의 직업, 구매성향, 선호브랜드, 스타일 등을 파악한다. 고객 방문을 예약할 때는 고객의 정보를 바탕으로 추천할 몇 가지 상품들에 대해 각 매장의 브랜드 매니저와 상의하여 결정한다. 점심계획이 있는 고객에게는 식당을 예약해 둔다. 쇼핑 부탁을 받은 경우 고객이 원하는 상품들을 대신 구매한다. 고객이 방문하기로 한 당일에는 방문할 고객목록을 파악하여 고객이 원하는 상품들의 준비상태를 확인한다. 방문시간 전에 고객에게 방문 확인 전화를 하고 도착할 때를 기다려 마중한다. 준비된 상품들을 설명하기 위해 고객과 함께 매장을 둘러보며 상품선택에 대해 상담 및 조언을 한다. 고객의 상품구매가 끝나면 구매한 상품을 고객의 차까지 운반해 준다.",12년 초과 ~ 14년 이하(전문대졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (설득) / 사물 (단순작업),가벼운 작업,언어력,실내,-,Personal Shopper,"백화점컨시어지, 기프트어드바이저",-,[6151]상점 판매원,[5212]상점 판매원,[G471]종합 소매업,2013,-
퍼스널컬러진단가,"고객 개인의 피부 톤을 진단하고 이에 맞는 옷 색깔, 색조 화장, 네일, 향수 등을 추천해준다.","고객 얼굴의 베이스 컬러를 판단하기 위하여 화장을 지우고 진단에 영향이 없도록 흰색 두건이나 천을 덧댄다. 눈동자 및 피부 톤에 맞는 쿨 톤(블루 베이스) 및 웜 톤(노란 베이스)를 확인하고 이 중 고객에게 가장 잘 어울리는 색을 골라 최종적으로 고객의 컬러를 진단한다. 진단받은 고객의 컬러에 맞는 메이크업, 헤어컬러 등을 추천하고 액세서리, 네일 컬러, 향수 등 고객에게 맞는 스타일링을 추천해주기도 한다.",12년 초과 ~ 14년 이하(전문대졸 정도),6개월 초과 ~ 1년 이하,자료 (분석) / 사람 (말하기-신호) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,-,-,-,[4154]시각 디자이너,[2854]시각 디자이너,[M732]전문 디자인업,2018,-
퍼실리테이터,"조직체의 역량개발, 개인변화, 문제해결, 갈등관리, 전략수립, 조직개발, 조직문화, 지역개발, 정책수립 등을 지원하기 위하여 의뢰자의 니즈를 파악하고 퍼실리테이션 운영방안을 마련하여 구성원의 의견을 반영하여 최적의 해결책을 제시한다.","고객이 퍼실리테이션을 요청 시 고객의 니즈(역량개발, 전략수립, 지역개발 등)와 상황(시간, 인원, 결과 등)을 정확히 파악한다. 고객의 니즈를 토대로 목적 달성을 위한 세부적인 프로세스와 활동을 계획한다. 다양한 퍼실리테이션의 역량과 기법을 활용하여 설계를 한다. 설계를 바탕으로 주제에 대한 아이디어를 도출 후 통합하고 의사결정을 통해 합의를 만들어 최적의 결과물을 도출한다. 추수활동(Follow-up)을 계획하고 고객과 협의하여 결과물이 실현될 수 있도록 지원한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (말하기-신호) / 사물 (관련없음),아주 가벼운 작업,언어력,실내,-,"갈등조정자, 모더레이터",,,[0222]인사·노무 전문가,[2711]인사 및 노사 관련 전문가,[M715]회사 본부 및 경영 컨설팅 서비스업,2021,-
