직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
마을활동가,"마을공동체 회복· 활성화를 위해 주민 참여를 이끌어 내고 관계를 매개하는 조력자로서, 자치·분권 실현과 마을문제 해결을 위해 각종 프로그램, 사업, 행사를 기획, 실행하고 마을조직이나 관련 공간을 구성, 운영한다.","마을만들기를 지속하고 관련 사업의 목표를 달성하기 위해 주민 활동 사업을 기획하고 실행한다. 마을공동체의 필요성과 마을만들기 사례분석 등에 대해 마을공동체 참여자 및 관계자를 교육한다. 마을기업, 서로돌봄, 환경개선, 주민제안 사업과 같은 각종 마을만들기 지원사업의 개념과 사례, 제안서 작성 방법 등을 상담, 컨설팅한다. 주민 간 연계, 네트워크 확장을 위한 이웃관계망 형성을 촉진하면서 공무원, 의원 등 정책 이해관계자들에게 주민 의사를 대변, 전달하며 양자 사이를 중재한다. 삼삼오오 주민모임에서부터 법인, 조합, 단체 등 다양한 형태의 마을조직을 구성하여 참여하고 마을책방, 마을카페와 같은 주민공유공간을 운영·지원한다. 포럼과 토론회 등을 통해 정책 대안 개발이나 정책 형성과정에 참여한다. 마을활동의 이해를 높이고 가치를 알리기 위하여 동영상, (공동체)라디오, 책자, 소식지 등의 홍보 자료를 제작 발간한다.",12년 초과 ~ 14년 이하(전문대졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (협의) / 사물 (단순작업),가벼운 작업,-,실내·외,-,"마을코디네이터, 마을공동체지원활동가, 마을간사","사회적경제활동가, 도시재생코디네이터, 사회단체활동가",-,[2315]시민단체 활동가,[2476]시민 단체 활동가,[S949]기타 협회 및 단체,2022,-
마이크로필름편집원,"문서, 도면, 자료 등 대량의 기록물을 정리, 보관 및 정보관리 등의 도구로 이용하기 위하여 마이크로 사진상을 가진 필름용 카메라로 촬영하기 전 또는 촬영한 후 편집한다.","의뢰한 각종 도면·문서·자료를 인수받아 롤(Roll:한통의 필름에 들어갈 수 있는 자료의 분량)별로 도서를 촬영하기 쉽도록 순서를 나열하고 롤번호(Roll Number)를 부여하여 순서가 뒤바뀌지 않도록 편집을 한다. 촬영이 끝나면 롤형필름을 촬영순서대로 편집기에 내장하여 연결시키고 알맞는 규격의 편집용 카드를 기계에 내장한다. 편집기의 기능부를 조절하고 전원스위치를 넣는다. 애퍼츄어카드(Aperture Card)의 경우 편집카드에 한장씩 잘려서 부착된 필름을 리더기를 이용하여 리스트와 대조하고 프로젝트별로 카드를 분류한다. 분류카드를 복제하여 보관하고, 카드와 목록은 의뢰자에게 전해준다. 현상된 롤형마이크로필름을 목록내용과 비교·검토하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (기록) / 사람 (관련없음) / 사물 (제어조작),가벼운 작업,-,실내,-,,도서필름편집원,,[0299]기타 사무원,[3999]기타 사무원,[C182]기록매체 복제업,2021,-
마장취체위원,"경마에 필요한 설비와 예시장을 관리하고 경기를 취체(取締:규칙, 법령, 명령 따위를 지키도록 통제)한다.",출입문의 개폐 여부와 주로상의 이물질 방치 여부 등을 점검한다. 경마프로그램을 확인하고 말의 장구나 경마기수의 의상이 규정에 맞는지 확인한다. 규정에 위배되는 장구나 의상은 바꾸도록 지시한다. 출마표상의 출주마와 경마기수가 일치하는지 확인한다. 경기 중 부여된 부담중량의 준수 여부를 확인하기 위하여 경마기수를 관찰한다. 고객이 출주마필을 확인할 수 있도록 마필관리자에게 출주마필을 예시장에 집합시키도록 지시한다. 경주 중 또는 한 경주와 다음 경주 사이에 차량과 사람의 출입을 통제한다.,9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (감독) / 사물 (관련없음),가벼운 작업,-,실내·외,-,개최집무위원,-,-,[4209]기타 스포츠 및 여가서비스 종사원,[4329]기타 여가 서비스 종사원,[R911]스포츠 서비스업,2012,-
마취과전문의사,수술 전·후 환자의 안전을 위해 환자의 신체에서 발생하는 각종 징후(Vital Sign)를 점검하고 마취를 관장한다.,"대수술 시 마취전문의로 참여하여 주치의를 보조한다. 환자의 전신상태를 검사하고 환자에게 가장 안전하며 해당 수술에 적합한 마취방법을 결정한다. 수술 전날 환자의 의무기록지를 검토한 후 마취 전 처치를 한다. 필요하다고 인정되는 경우 수술 이전에 환자와 면담한다. 국부차단 또는 전신마취가 요구되는 환자에게 의료기준에 따라 적절한 수기(手技) 및 약물을 투여하고 전신상태를 관찰한다. 마취의 형태와 정도를 기록하고 마취 전·후 및 도중에 환자의 진정상태를 기록한다. 수술 후 합병증을 평가하고 처치 및 통증관리를 수행한다. 외상, 질병, 수술 후 합병증으로 인한 심폐기능부전환자의 호흡 및 심혈관계장애를 집중적으로 처치한다. 마취통증의학과 진료를 하는 경우 원인불명 또는 원인 제거가 곤란한 통증을 해소시키고 기타 말초자율신경계 이상으로 인한 질환을 치료한다. 특정 병원에 전속되지 않고 다른 의료기관의 의뢰를 받아서 순회하기도 한다.",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (자문) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,-,마취과의사,-,마취과전문의,[3011]전문 의사,[2411]전문 의사,[Q861]병원,2017,-
마취전문간호사,의사의 감독하에 마취시행에 필요한 장비와 물품을 준비하여 환자에게 마취를 시행하며 비정상적인 환자의 반응에 대처하고 마취회복 시 위험 증상을 관찰예방한다.,"1회 배뇨량 측정 등 마취를 위한 자료를 수집한다. 수집된 자료를 통합하고 분석하여 간호진단을 내린다. 마취 간호진단에 근거하여 응급 상황을 고려한 마취계획을 수립한다. 마취 기구, 환자 삽입 장치, 체위에 필요한 보조물품 등 마취시행에 필요한 장비 및 물품을 준비하고 환자의 혈액형과 혈액준비를 확인하는 등 마취를 준비한다. 환자에게 삽입된 여러 기구 및 카테터(기도 안의 이물질 제거 기구)의 기능을 확인하고 관리한다. 마취체위를 유지시키고 마취의 또는 외과의(집도의) 감독하에 마취를 시행한다. 침습적, 비침습적 모니터링을 실시한다. 인공호흡기 및 산소요법, 전해질 및 산-염기균형 유지와 수행요법을 제공하고 비정상적인 환자의 반응에 대처하여 적절한 마취간호를 제공한다. 환자의 마취회복 시 위험 증상을 관찰, 예방하며 통증완화를 위한 간호중재를 실시한다. 마취 간호수행 결과를 평가한다. 마취간호 대상자나 의료진에게 교육과 상담을 제공한다. 마취간호 관련한 연구를 수행한다. 마취간호 개선 작업과 보건의료 정책에 참여한다. 마취 관련 물품, 약품, 장비 등을 관리한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (말하기-신호) / 사물 (수동조작),가벼운 작업,-,실내,-,-,-,"간호사, 마취전문간호사",[3040]간호사,[2430]간호사,[Q861]병원,2017,-
마카로니제조원,마카로니를 제조하고자 재료를 혼합하고 압출하는 압착기를 조작·관리한다.,"생산할 마카로니(기계로 만든 파스타의 일종으로, 스파게티보다는 짧고 속이 비어있으며 계란이 들어가지 않음)의 종류에 따라 형판을 선별한 후, 이를 압착기에 부착한다. 원료 밀가루를 혼합기에 넣고 물을 부은 후, 정해진 온도에서 일정 시간 교반해 반죽을 만든다. 압착기의 조정판에 압착시간, 압착량, 가동속도 등을 입력하고 기계를 가동시킨다. 매끈하고 단단하게 만들어진 반죽을 압착기에 투입시키면서 반죽 중의 기포를 없애고 투명도를 높인다. 압착된 반죽을 다이(Die:두꺼운 금속판에 작은 구멍들이 뚫린 형태)에 통과를 시켜 마카로니를 만든다. 다이에서 나온 마카로니의 유해 미생물(곰팡이 등) 번식을 막기 위해, 컨베이어로 이동시키고 공기송풍기를 가동하여 수분 함량을 낮춘다. 견본을 채취하여 중량, 색상, 크기 등을 제품 표준과 비교·분석한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,웅크림,실내,대기환경미흡,-,-,"식품산업기사, 식품가공기능사",[8733]곡물가공제품 기계 조작원,[8112]곡물가공 제품 기계 조작원,[C107]기타 식품 제조업,2016,-
마케팅사무원,"사업진행에 필요한 마케팅전략을 기획·수립하고, 성과를 분석하여 운영계획을 수립한다.","마케팅 활동을 위한 중장기 운영계획을 수립하고, 해당 사업 전반에 미치는 효과를 분석한다. 필요한 마케팅 요소를 사전에 파악하여, 사업 진행에 요구되는 전사적인 마케팅 협력을 유도한다. 시장, 매출, 상품, 가격, 고객정보 등을 분석하여 현장진행 대응을 위한 참고자료로 제시한다. 경쟁사동향, 소비동향, 소비자특성, 관련 산업 발전방향 등의 시장환경을 분석한다. 마케팅매체, 지역 및 대상 등을 결정한다. 지역별, 지점별 판매력을 분석하고 판매촉진 활동을 한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (협의) / 사물 (관련없음),가벼운 작업,-,실내,-,,"마케팅기획원, 마케팅기획사무원, 국내마케팅사무원, 국내판매담당사무원, 국내판매마케팅사무원, 국내판매기획사무원, 국내판매관리사무원, 해외마케팅사무원, 해외판매담당사무원, 해외판매마케팅사무원, 해외판매기획사무원, 해외판매관리사무원",,[0261]기획·마케팅 사무원,[3121]기획 및 마케팅 사무원,전산업,2021,-
마킹원,"종류 및 치수, 제조방법, 제조년월일, 제조자 등 제품을 알려주는 각종 사항을 표시(마킹)한다.",작업지시서나 작업표준 및 요구사항을 파악한다. 마킹기에 잉크와 희석액을 채워 넣는다. 마킹하기 위하여 제품에 표시할 사항들을 마킹기의 제어판에 입력한다. 제품을 검사하여 마킹상태를 검사한다. 마킹기의 노즐이 막히거나 마킹상태가 불량한 경우 마킹을 중지하고 불량 원인을 해결한 후 재가동한다.,6년 초과 ~ 9년 이하(중졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (조작운전),보통 작업,-,실내,대기환경미흡,-,-,-,[8859]주입·포장·상표부착기 및 기타 기계 조작원,[8990]기타 기계 조작원,[N759]기타 사업지원 서비스업,2017,-
막검사원,브라운관 제조공정 중 패널마스크(panel mask)에 형성된 형광막을 검사한다.,"검사표·매직펜·아세톤·가제뭉치 등을 준비하고 조명등·현미경의 상태를 확인한다. 노광대의 계열번호를 확인하고 이송컨베이어를 통하여 이송되는 패널을 투광대에 올려놓는다. 패널의 외면을 가제와 아세톤으로 닦아준다. 현미경을 사용하여 스크린 결점규격에 의거 생산된 막 상태를 검사한다. 규격게이지를 사용하여 마스크의 규격을 검사하고 마스크부딪힘, 핀부딪힘, 찍힘 등을 검사한다. 마스크를 손으로 잡고 요철검사를 한다. 양품패널의 측면에 계열번호를 적고 이송컨베이어에 올려놓는다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (투입-인출),보통 작업,-,실내,소음·진동,,,,[8360]전기·전자 부품·제품 조립원,[8640]전기·전자 부품 및 제품 조립원,[C262]전자부품 제조업,2011,소멸(브라운관의 생산 중단)
만년필튜브검사원,제조된 만년필에 튜브를 결합하기 전에 튜브 부분의 기밀(기체가 통하지 못하게 밀폐함)을 검사한다.,기밀측정기의 기압상태를 확인하고 작업표준에 따라 기밀측정기의 스위치를 조작한다. 유리그릇에 물을 일정량 준비하고 작업대에 타월을 깔아 놓는다. 기밀측정기 호스에 튜브를 한 개씩 결합하여 유리그릇에 담가 조사한다. 공기가 새지 않는 튜브를 목부분과 결합한다.,9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),가벼운 작업,-,실내,-,-,-,-,[8521]타이어·고무제품 생산기계 조작원,[8322]타이어 및 고무제품 생산기 조작원,[C339]그 외 기타 제품 제조업,2016,-
만년필튜브성형기조작원,만년필을 제조하기 위하여 만년필 튜브를 성형하는 기계를 조작한다.,"작업표준에 따라 튜브액을 배합하여 혼합기에 투입한다. 혼합된 튜브액을 배기(밖으로 공기를 빨아냄)시키기 위하여 진공탱크에 넣고 진공펌프스위치를 조작한다. 튜브금형을 작업표준에 따른 일정 온도까지 올리기 위하여 가열기에 넣고 작동시킨다. 가열된 튜브금형을 가열기에서 꺼내어 튜브액을 칠한 후, 금형을 건조기에 넣는다. 건조기에서 건조된 금형을 꺼내어 냉각시킨다. 성형된 제품을 에어기(Air Machine)를 사용하여 튜브를 떼어낸다. 튜브의 색상, 두께, 기포, 터짐 등을 육안이나 도구(게이지 등)를 사용하여 검사한다.",9년 초과 ~ 12년 이하(고졸 정도),1개월 초과 ~ 3개월 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),가벼운 작업,-,실내,"대기환경미흡
소음·진동",-,-,-,[8521]타이어·고무제품 생산기계 조작원,[8322]타이어 및 고무제품 생산기 조작원,[C339]그 외 기타 제품 제조업,2016,-
