직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
타이어블래더제조원,타이어의 블래더(Bladder)를 제조하기 위하여 고무재료를 접합·성형시키는 기계를 조작·관리한다.,브래더(Bladder)를 만들기 위한 고무재료의 끝에 접착제를 바르고 양 끝을 접합하는 압착기를 사용하여 원형 모양이 되도록 재료를 맞붙인다. 원형으로 접합된 고무재료를 저울에 달아 제품규격과 일치하는지 확인한다. 블래더를 성형하는 프레스의 주형 안에 원형으로 접합된 고무재료를 넣고 지시된 온도와 압력을 가한다. 수동연마기나 칼을 사용하여 성형된 블래더를 다듬고 매끈하게 한다. 제작된 블래더는 팽창을 시켜 타이어를 성형하기 위한 공정으로 보낸다.,9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
위험내재
고온
소음·진동",-,"타이어블래더경화원, 타이어블래더사상원",-,[8521]타이어·고무제품 생산기계 조작원,[8322]타이어 및 고무제품 생산기 조작원,[C221]고무제품 제조업,2016,-
타이어비드제조원,타이어 비드(Bead:타이어를 자동차 림에 장착시키는 부품)를 제조하기 위하여 철선(Wire)에 고무를 토핑(Topping)하는 기계를 조작·관리한다.,"동과 주석의 합금이 도금되어 있는 강선에 고무를 입힌 다음 타이어 규격에 맞도록 원형으로 감아 커버링 작업을 한다. 동으로 도금된 고강력 스틸와이어와 일정한 두께의 고무를 입혀서 여러 층으로 감고(와이어는 타이어 종류와 크기에 따라서 횟수를 다르게 감는다), 여기에 필러(충진물) 고무를 덮어 하나의 비드를 만든다. 모아진 스틸와이어는 작은 압출기를 통과하면서 와이어 가닥 사이와 둘레에 고무가 덮이게 된다. 이렇게 만들어진 비드에 얇은 삼각형 고무를 덧붙여 비드의 강도를 보강하면 비드 과정이 모두 완성된다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
위험내재
소음·진동",비드성형기계조작원,-,-,[8521]타이어·고무제품 생산기계 조작원,[8322]타이어 및 고무제품 생산기 조작원,[C221]고무제품 제조업,2016,-
타이어사상원,타이어를 만들기 위하여 성형·가류 공정에서 생긴 벤트(Vent) 및 접착제 부위 등을 사상용 칼이나 연마기 등을 사용해 제거한다.,"타이어를 회전테이블이나 사상용 테이블 위에 올려놓는다. 연마기의 축에 완성된 타이어를 걸고 압축공기밸브를 열어 타이어를 고정시킨다. 타이어를 손이나 기계로 회전시키면서 트레드(Tread), 옆면, 내부직경 등에서 벤트(Vent)나 접착제를 다듬는다. 타이어의 결함상태를 살펴보고 수선할 범위를 결정한다. 핸드그라인더를 사용하여 타이어에 있는 흠집을 갈아낸다. 갈라진 틈의 주변에 있는 고무를 잘라내고 핸드그라인더로 잘라낸 부분을 갈아낸다. 갈아낸 부위에 접착제를 칠하고 고무조각으로 접착시킨다. 고무로 접착시킨 부분을 부분가류기에 눌러서 경화시킨다. 동력식 연마기나 핸드그라인더를 사용하여 흠집이나 이물질을 제거하며 매끈하게 다듬기도 한다.",6년 초과 ~ 9년 이하(중졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,웅크림,실내,"대기환경미흡
위험내재
소음·진동","타이어수선원, 타이어트리밍원",-,-,[8521]타이어·고무제품 생산기계 조작원,[8322]타이어 및 고무제품 생산기 조작원,[C221]고무제품 제조업,2016,-
타이어성형원,"타이어를 제조하기 위해 전 공정에서 만들어진 비드(Bead), 카카스(Carcass), 트레드(Tread) 등을 모아서 접착·성형한다.",수동공구나 게이지를 사용하여 플라이 스티쳐 롤러(Ply Stitcher Roller)와 드럼을 재료의 폭에 따라 조절한다. 플라이를 드럼의 가장자리에 놓는다. 드럼을 회전시키고 일정한 수의 플라이를 감아 타이어의 몸체가 되도록 한다. 플라이를 가닥이음자리에서 자르고 양 끝을 함께 압착한다. 견고히 압착하고자 일정하게 방향을 바꾸면서 믹싱롤러로 밀착시키는 공정을 되풀이 한다. 스위치를 눌러 비드를 플라이 위에 압착하는 비드 세트를 움직이게 하고 비드의 상향에서 플라이의 가장자리를 회전시키는 롤러에 맞춘다. 트레드를 감기 위하여 드럼을 시동한다. 드럼이 회전할 때 트레드와 플라이를 접착시키는 롤러를 가동한다. 드럼을 해체하고 타이어를 운반기에 들어 올려놓는다. 비드의 상하에서 플라이의 끝을 바꾸기도 한다.,9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),힘든 작업,웅크림,실내,"대기환경미흡
위험내재
소음·진동",-,-,-,[8521]타이어·고무제품 생산기계 조작원,[8322]타이어 및 고무제품 생산기 조작원,[C221]고무제품 제조업,2016,-
타이어시험원,"제조된 타이어가 제품표준에 맞는지 각종 시험, 검사를 하고 합격 여부를 판정한다.","호이스트를 사용하여 제조된 타이어를 평형대 위에 올려놓는다. 타이어를 안전하게 고정시키기 위하여 고정 장치를 조작한다. 정적인 상태에서 타이어의 중량 분포를 점검하는 중량 균일성 검사를 실시한다. 적정 공기압을 투입한 상태에서 회전 시 중량 균일성을 측정하는 동적 밸런스 검사를 실시한다. 지면과 접촉 시 힘의 변화량을 검사하는 균일성 검사를 실시한다. 타이어 내부의 캡 플라이 및 벨트의 균일 상태, 이물질의 혼입 여부를 판단하기 위한 X-레이 검사를 한다. 시험기기를 사용하여 타이어의 내구도, 발열, 소모, 수명 등을 검사한다. 검사에 합격된 타이어는 입고를 위한 공정으로 보내고 합격품 타이어에 식별용 표식을 붙이기도 한다.",12년 초과 ~ 14년 이하(전문대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),보통 작업,-,실내,"대기환경미흡
위험내재
소음·진동",타이어성능검사원,-,-,[1542]화학공학 시험원,[2322]화학공학 시험원,[C221]고무제품 제조업,2016,-
타이어제조반장,타이어를 제조하기 위해 정련·압출·압연·재단·성형·가류·검사 공정에 종사하는 작업원의 활동을 감독·조정한다.,"작업원의 업무 내용과 책임 한계를 명확히 해 효율적인 생산이 이루어지고 안전사고가 발생하지 않도록 작업지시서에 따른 업무 분장을 한다. 작업원에게 안전과 관련된 규정을 교육시키고, 안전 관련 규정의 준수 여부를 확인하고 점검한다. 원료의 공정 투입 현황을 파악하고, 타이어 제품의 규격별로 생산 확인을 하면서 적정 생산량을 관리한다. 작업장의 장치 및 기기에 대해 이상 여부를 확인하고 작업원들에게 제반 사항에 대해 조치를 취하도록 하며, 문제점을 파악해 상부에 보고를 한 후 지시를 받는다. 작업장 주변의 정리정돈 상태를 점검하고 개선을 한다. 환경에 대한 법적 규정에 따라 안전 운전을 하고 규정 준수 여부를 철저히 확인한다. 공정 위험 요소를 발견해 보고하기도 한다. 수시면담과 관찰을 통하여 작업원의 애로점 및 건의사항을 수렴하고 문제점을 보고한다.",9년 초과 ~ 12년 이하(고졸 정도),10년 초과,자료 (조정) / 사람 (감독) / 사물 (제어조작),가벼운 작업,웅크림,실내,"대기환경미흡
위험내재
소음·진동",-,-,-,[8521]타이어·고무제품 생산기계 조작원,[8322]타이어 및 고무제품 생산기 조작원,[C221]고무제품 제조업,2016,-
타이어주형수리원,타이어를 제조하기 위하여 성형공정에 사용하는 주형(鑄型)을 수리하고 문자판과 비드링(Bead Ring)을 변형한다.,"각종 도구(해머, 수동드릴, 징, 용접기 등)를 사용하여 주형에 있는 균열, 부딪혀 움푹 패인 곳, 구멍 등을 수선한다. 수동 연마기를 사용하여 수선된 부분이나 완성된 주형을 끝손질한다. 렌치 등의 수동공구를 사용하여 크기와 두께를 나타내는 비드링과 문자판을 변경한다. 판, 비드링, 주조물의 재고품을 손질하고 보관한다. 용접장비나 줄을 사용하여 판, 링, 주조물 등에 금속을 붙이거나 떼어낸다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),보통 작업,웅크림,실내,"대기환경미흡
위험내재
소음·진동",-,-,"기계정비기능사, 기계정비산업기사",[8111]공업기계 설치·정비원,[7531]공업기계 설치 및 정비원,[C221]고무제품 제조업,2015,-
타이어코드방사기조작원,"타이어코드 섬유가닥들(날실:經絲)을 생산하기 위하여 중합반응도가 높은 폴리머를 열과 압축에 의해서 녹이고, 냉각시키고, 원하는 길이가 되도록 일정한 비율로 인장시키고, 일정한 속도로 감는 장치를 조작한다.","배대계획서와 작업지시서를 확인하고 원료가 되는 중합반응도가 높은 폴리머를 질소분위기에서 저장조로 수송한다. 수송된 폴리머를 일정한 양으로 수송하면서 열과 압력을 가해서 용융할수 있는 설비에 공급한다. 용융된 폴리머에 차가운 공기를 불어서 냉각한다. 실 표면에 기름을 묻히며 일정한 비율로 인장시키고, 열고정하면서 일정한 속도로 감는 장치를 조작하는 업무를 수행한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,웅크림,실내,"위험내재
고온
소음·진동",타이어코드방사원,-,-,[8612]직조기·편직기 조작원,[8221]직조기 및 편직기 조작원,[C139]기타 섬유제품 제조업,2016,-
타이어코드연사기조작원,타이어코드 섬유가닥들(날실:經絲)에 고객이 원하는 꼬임수를 부여하여 타이어의 압축 피로성을 향상하기 위하여 직조기에 적합한 길이로 꼬임을 부여하는 연사기를 조작한다.,"작업 지시서와 배대계획서를 확인하고 선별이 끝난 섬유가닥들을 준비한다. 고객이 원하는 꼬임 가닥수를 확인하여 1가닥, 2가닥, 3가닥에 꼬임을 부여하기 위해서 섬유가닥들을 기계장치의 공급부에 장착한다. 각 섬유가닥에 균일한 꼬임을 부여하기 위해서 연사기각 꼬임 부여되는 장치를 통과시킨 이후에 기계를 가동시킨다. 가동 중에 실이 끊어지면 기계연결장치(Knotter)를 활용하여 연결시키고, 원하는 길이만큼 꼬임이 부여되면 이동대차 또는 운송 상자에 적재하여 직조기로 운송한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,웅크림,실내,"위험내재
고온
소음·진동",타이어코드연사원,-,-,[8612]직조기·편직기 조작원,[8221]직조기 및 편직기 조작원,[C139]기타 섬유제품 제조업,2016,-
타이어코드접착코팅기조작원,"폴리에스터, 레이온, 나일론코드지에 고무층을 결합하고 요구 물성 특성이 발현되도록 하기 위해, 얇은 고무 접착층을 부착시키는 기계를 조작·관리한다.","직조기에서 생산된 타이어코드 원단을 인출 장치(Let Off)에 고정한다. 가열기(Heater)와 장력 조정장치 스위치를 작동하여 요구 물성 특성이 발현되도록 기계장치의 각 구간별 온도 올리고 장력을 부여한다. 타이어코드 원단에 고무 접착제가 일정하게 도포되도록 고무접착층 공급장치(Dip Bath)와 여분의 접착액을 흡입하는 장치를 확인한다. 고무접착층이 부착하고 요구물성을 발현하기 위해 열을 주는 과정에서 타이어코드 원단이 딱딱해지는 것을 막기 위해서 유연화 장치(Softener Knife)를 작동시킨다. 기계를 가동 중일 때에 고무접착층이 부착되는 상태를 관찰하고 결점이 없고, 권취 형태가 균일하도록 확인하고 점검한다. 권취기에서 타이어코드지가 일정 길이에 도달하면 절단하여 외관을 검사하고 생산이력을 기록하여 포장을 한 후 보관장으로 이동한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,웅크림,실내,대기환경미흡,톱핑원,-,-,[8521]타이어·고무제품 생산기계 조작원,[8322]타이어 및 고무제품 생산기 조작원,[C221]고무제품 제조업 / [C222]플라스틱제품 제조업,2016,-
타이어코드직물시험원,타이어코드 꼬임이 없고 직조가 되지 않은 실이나 접착코팅 공정을 거친 직조물이 고객이 원하는 물성을 만족하는지 고객이 표준으로 정한 방법으로 시험한다.,"고객이 시험방법으로 제시한 표준서를 확인하고 생산공정에서 물성 의뢰된 시료를 확인한다. 각 시료는 시험표준에서 정하고 있는 방법으로 온습도 조작 장치 또는 진공장치에 넣어서 표준 상태에 도달되도록 한다. 표준상태에 도달된 시료는 각 분석 물성항목별, 시료표준 가닥수를 확인하여 표준화를 실시하고 이를 각 시험 기계별로 분석을 수행한다. 분석된 데이터는 기록관리를 실시하고 고객이 규정된 표준사양을 벗어나는 경우 현장관리책임자 또는 담당사원에게 연락한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),보통 작업,웅크림,실내,"위험내재
고온
소음·진동",타이어코드시험원,-,-,[1562]섬유공학 시험원,[2394]섬유공학 시험원,[C132]직물직조 및 직물제품 제조업,2016,-
타이어코드직조기조작원,"타이어코드 섬유가닥들을 날실(經絲)로 사용하여, 날실 가닥 사이에 면사(cotton) 등의 씨실(緯絲)로 느슨한 타이어코드 직물을 짜는 직조기를 조작한다.","작업지시서를 확인하고 실에 꼬임이 부여된 날실을 준비한다. 날실이나 씨실의 끊어짐이나 직조용 기계의 이상 등과 같은 정지 원인을 알아내기 위해 직조기를 검사한다. 직조 작업 중 불량품이 있을 경우 제거하고, 날실이 끊어져 있을 경우에는 자동 연결장치(Air Knotter)나 코바늘을 이용하여 잇는다. 씨실이 끊어진 경우에는 끊어진 씨실을 제거하는 등의 기계를 관찰하며 직조상의 결함을 알아낸다. 타이어코드 직물이 일정 길이로 직조가 끝나면 생산이력을 기록하고 직조기에서 보관장으로 이동한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,웅크림,실내,"위험내재
소음·진동",타이어코드직조원,-,-,[8612]직조기·편직기 조작원,[8221]직조기 및 편직기 조작원,[C139]기타 섬유제품 제조업,2016,-
타이어코드출하원,"꼬임이 부여되지 않은 섬유가닥이나 직조가 된 코드지, 접착코팅 공정을 거친 직조물을 고객이 원하는 일정에 제품 파손이 없이 공급이 되도록 출하 관리하는 업무를 담당한다.",작업지시서를 확인하고 지정된 컨테이너의 내부를 점검하여 누수나 이물 유무를 확인한다. 제품 적재창고에서 작업지시서에 기록된 제품들을 대조해가면서 선입선출 방법으로 제품 외관상태를 재점검하면서 컨테이너 내부로 이동시킨다. 컨테이너 내부로 이동이 완료된 제품에 운송 중 파손이 되지 않도록 결박작업을 실시한다. 최종 적재현황을 기록·관리한다.,9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,웅크림,실내,"위험내재
고온
소음·진동",-,-,-,[8612]직조기·편직기 조작원,[8221]직조기 및 편직기 조작원,[C139]기타 섬유제품 제조업,2016,-
