직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
카드제휴영업사무원,신용카드 등의 카드와 서비스를 연계할 수 있는 제휴업체를 발굴하여 다기능 카드를 개발할 수 있도록 영업활동을 한다.,신규 틈새시장의 제휴업체를 개발하여 제휴조건 및 공동마케팅 운영에 관해 협의한다. 제휴해당업체와 제휴약정을 체결하고 제휴카드 회원 수 및 취급고를 관리한다. 기존 업무처리지침을 변경할 경우 이를 준비한다. 제휴업체와 카드이용 관련 유지업무를 수행한다. 카드의 브랜드관리업무를 한다.,14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (설득) / 사물 (관련없음),가벼운 작업,-,실내,-,-,-,-,[0329]기타 금융 사무원,[3209]기타 금융 사무원,[K649]기타 금융업,2013,-
카드판촉사무원,신용카드 등 각종 카드의 판촉자료를 수집·분석하여 업무추진목표를 세우고 각종 서비스를 제공하기 위한 제반 업무를 기획·총괄한다.,"개인회원, 기업회원, 가명점에 관한 대내외 정보를 수집·분석하여 달성할 지표를 설정한다. 각 지점의 특성을 고려하여 달성할 목표를 정하고 달성율을 분석하여 영업점의 업적을 평가한다. 목표달성을 추진하는 중 발생하는 문제점이나 원인을 분석하여 제도개선에 반영한다. 지역별 신규업체를 발굴하는 등 회원유치를 위한 활동을 지원한다. 제반 서비스 개선을 위한 사항을 수행한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (관련없음),가벼운 작업,-,실내,-,-,-,-,[0329]기타 금융 사무원,[3209]기타 금융 사무원,[K649]기타 금융업,2013,-
카드회원사후관리원,"신용카드회원의 사후관리를 위하여 연체자·한도초과자 관리, 반송우편물처리, 이용대금 회수업무를 수행한다.","신용카드회원의 사후관리를 위하여 회원의 사용내역, 연체내역, 한도대출초과내역, 현금서비스 사용내역, 카드론내역 등의 연체정도에 따라 적절하게 채권의 순위를 정한다. 전산에서 추출된 명세표에 따라 거래정지카드일람표, 연체상황 등의 필요자료를 대조하여 결제대금지급 여부를 결정하고, 지급이 결정된 매출전표나 현금서비스신청서는 전산에 입력한다. 카드결제대금미납, 현금서비스대금미납 등 거래정지 기준에 따라 회원자료를 추출하여 거래정지 여부를 심사하여 결정한다. 전산에서 출력된 명세서에 따라 한도초과안내장을 발송하고 기준에 따라 거래정지한다. 각 지점에서 연체대금을 전금(선금) 받고, 회원 이용대금 및 연체내역을 받아 대조·확인 후 관련 부서에 수정 의뢰한다. 한도초과승인요청을 받으면 단말기로 조회하여 승인 여부 및 승인번호를 부여한다. 승인내용을 승인대장프로그램에 기록하고 가맹점에 승인·통보한다. 회원의 거주지변경, 연락처변경, 지정은행 및 계좌변경 등의 사후관리를 한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (수동조작),가벼운 작업,-,실내,-,-,-,-,[0329]기타 금융 사무원,[3209]기타 금융 사무원,[K649]기타 금융업,2013,-
카본블랙시험분석원,"카본블랙의 시료를 채취하여 물성, 응용물성을 측정하고 결과를 분석하며 품질규격을 관리한다.","단위공정(반응공정, 조립공정, 건조공정, 포장공정)에 따라 평가시료를 채취한다. 콜로이드물성측정법(요오드 흡착량, 질소 흡착량, 오일 흡착량, 이물질 함량 등), 표면물성측정법(산도, 휘발성 물질 함량, 산소 함량 등) 등을 활용하여 물성을 측정한다. 고무용분야 및 비고무용분야(플라스틱, 도료, 잉크, 토너, 세라믹 등)의 측정항목에 따라 응용물성(점도, 기계적물성, 동적 탄성물성, 전기전도성, 흑도 등)을 측정한다. 카본블랙의 물성에 대하여 통계적 관리기법을 활용하여 평균, 표준편차, 산포, 신뢰도 등을 산출한다. 물성치를 근거로 제품출하 여부를 판단한다. 분석결과를 제조공정과 응용분야에 반영한다.",14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,"위험내재
고온",-,-,화학분석기사,[1522]금속·재료공학 시험원,[2332]금속 및 재료 공학 시험원,[C239]기타 비금속 광물제품 제조업,2015,-
카본블랙제조기술자,카본블랙 제조공정을 설계·운용한다.,"카본블랙(흑색의 미세한 탄소분말. 천연가스·타르 등을 불완전 연소시켜 생긴 그을음을 모으거나 그것들을 열분해하여 제조함) 원료유를 선정한다. 원료의 성분 및 미량금속을 분석한다. 원료유와 산소함량에 따른 반응온도, 반응로의 크기에 따른 제품등급, 중지수(반응온도를 급냉하여 반응을 중지시키기 위하여 공급되는 냉각수)의 투입위치, 원료유의 혼합비율 등 반응조건을 설계한다. 카본블랙 제조공정과 단위공정을 설계한다. 생산설비 운용계획, 생산일정 관리, 원료의 규격, 반응조건 등을 고려하여 생산지침서를 작성한다. 생산공정을 운용한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,"위험내재
고온",-,-,"화공기사, 화공기술사",[1521]금속·재료공학 기술자 및 연구원,[2331]금속·재료 공학 연구원 및 기술자,[C239]기타 비금속 광물제품 제조업,2015,-
카빙원,제작된 융단에 입체감을 살리기 위해 카빙(Carving)기계로 무늬를 조각한다.,"작업지시서의 융단 표면무늬를 확인한다. 카빙기계의 주요 작동상태를 확인한다. 융단을 바닥에 펴고 그 위에 앉아 기계를 한 손으로 들고 시동한다. 기계에 부착된 절단날이 무늬부분의 섬유사를 절단하도록 기계를 살며시 들어서 무늬형태에 따라 민다. 카빙기에 솔, 기름걸레, 주유기 등을 사용하여 청소하고 기름을 친다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),보통 작업,웅크림,실내,"대기환경미흡
위험내재
소음·진동",-,-,-,[8612]직조기·편직기 조작원,[8221]직조기 및 편직기 조작원,[C139]기타 섬유제품 제조업,2016,-
카세트테이프제조반장,카세트테이프를 생산하는 데 종사하는 작업원들의 활동을 감독·조정한다.,"작업지시서를 확인하고 생산할 카세트테이프의 양과 종류를 파악한다. 그에 따른 작업계획 및 세부작업절차를 수립하고 작업원들에게 작업내용을 지시하고 작업배치를 한다. 표준작업명세에 따라 지시된 작업이 이루워지는지 작업원과 함께 작업하며 작업상황을 관찰하며 작업내용을 점검한다. 작업노하우 및 직무교육, 안전교육을 실시하여 작업능률향상 및 안전사고를 예방한다. 면담과 관찰을 통하여 작업원들의 애로점 및 건의사항을 수렴·해결하고 문제점을 보완한다. 작업진행사항 및 작업내용을 기록하고 보고한다.",9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (종합) / 사람 (감독) / 사물 (수동조작),보통 작업,-,실내,"대기환경미흡
위험내재",-,-,-,[8522]플라스틱제품 생산기계 조작원,[8323]플라스틱제품 생산기 조작원,[C222]플라스틱제품 제조업,2016,조사대상 직업의 쇠퇴로 조사사업체를 찾기 어려움
카오디오인스톨러,차량용 오디오를 설치한다.,"고객의 요구에 적합한 오디오기기를 추천하고, 최종 선택을 돕는다. 자동차 제조사에서 생산되어 나온 완성 차량에 장착된 본래의 오디오시스템을 차량에서 제거한다. 애프터마켓용 오디오기기를 설치한다. 설치한 오디오기기가 최상의 소리를 낼 수 있도록 조정한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),가벼운 작업,손사용,실내,위험내재,카오디오설치기사,-,-,[8329]기타 전기·전자 기기 설치·수리원,[7619]기타 전기·전자기기 설치 및 수리원,[S952]자동차 및 모터사이클 수리업,2014,-
카지노감시운영원,카지노 보안실(모니터룸)에서 감시카메라를 통해 영업장을 감시한다.,"게임테이블, 케이지, 카운터룸 등 카지노 영업장 내에 설치되어 있는 감시카메라(CCTV:폐쇄 회로 텔레비전)로 각 영업장을 녹화한다. 감시카메라를 통해 고객을 감시하고 카지노종사원의 업무 및 회사의 자산을 감시하여 위반사항을 관찰, 기록 및 보고한다. 녹화장비를 점검하고 녹화물을 정리·관리한다. 필요시 증거물로 녹화물을 제공한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (수동조작),가벼운 작업,시각,실내,-,서베일런스,-,-,[5419]기타 경호·보안 종사원,[4129]기타 경호 및 보안 관련 종사원,[R912]유원지 및 기타 오락관련 서비스업,2017,-
카지노관리자,카지노의 운영 및 관리 업무를 총괄하고 종사원의 활동을 감독·조정한다.,카지노의 영업준칙를 준수하기 위하여 카지노종사원을 지도하고 업무를 감독·조정한다. 카지노 내 칩의 유통상태를 점검한다. 시설물이 정상적으로 유지되도록 점검하고 관리한다. 고객들의 불만사항을 최종 처리한다. 입장이 불가한 고객을 선별한다. 영업활동을 분석하고 각종 영업정책을 수립한다. 컴프(Comp:고객의 게임실적에 따라 카지노사업자가 카지노 고객에게 무료로 숙식 및 교통 등의 서비스를 제공) 및 크레딧(게임하는 것을 조건으로 고객에게 칩으로 제공하는 신용대여) 관련 정책을 수립한다. 영업장 상황에 따라 게임룸이나 하우스룸 등의 운영 여부를 결정한다. 카지노 알선을 주선하는 알선업자에게 주는 수수료에 대한 기준을 설정하기도 한다. 게임 종목에 따른 피트(Pit: 테이블이 모여있는 공간)를 관리 및 운영하며 인력을 배치한다.,12년 초과 ~ 14년 이하(전문대졸 정도),10년 초과,자료 (조정) / 사람 (감독) / 사물 (관련없음),가벼운 작업,-,실내,-,카지노총지배인,담당 근무조의 전반적인 영업관리를 총괄하고 직원의 인사관리 담당업무를 하는 경우 쉬프트매니저,,[0141]미용·여행?숙박·스포츠 관리자,[1521]숙박·여행·오락 및 스포츠 관련 관리자,[R912]유원지 및 기타 오락관련 서비스업,2021,-
카지노딜러,카지노 영업장에서 고객을 상대로 테이블게임을 진행한다.,"게임테이블에서 고객의 착석이나 규정된 돈을 확인한다. 카드, 주사위, 룰렛 등을 사용하여 해당 테이블의 게임을 진행한다. 게임 진행 후 승자나 당첨자에게 일정비율에 의거 칩을 지불하고 패자에게서 칩을 거둬들인다. 현금, 수표, 여행자수표 등을 칩으로 교환하여 준다. 고객의 고액권 칩을 저액권 칩으로 교환하여 준다. 고객의 주문사항이 있으면 웹패드에 입력시키거나 플로어퍼슨에게 알린다. 규칙을 위반하는 고객을 감시하여 플로어퍼슨에게 통보한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (계산) / 사람 (오락제공) / 사물 (수동조작),가벼운 작업,손사용,실내,-,-,-,-,[4209]기타 스포츠 및 여가서비스 종사원,[4329]기타 여가 서비스 종사원,[R912]유원지 및 기타 오락관련 서비스업,2012,-
카지노안전관리원,"카지노 영업장의 원활한 운영을 위해 고객의 출입을 통제하며, 고객 및 카지노종사자의 안전을 보호한다.",카지노에 입장하는 고객들을 통제하고 물품을 점검하여 금지목록을 접수·보관한다. 고객의 신원을 확인하고 입장금지 고객의 출입을 통제한다. 영업장 내외를 순찰하며 고객 및 카지노종사자의 안전을 보호하고 감시한다. 영업장 내의 질서를 유지한다. 영업행위를 방해하거나 방해할 우려가 있는 사람을 강제 퇴장시킨다. 영업장의 고액 칩을 운반하거나 현금이동 시 경호업무를 수행하기도 한다.,9년 초과 ~ 12년 이하(고졸 정도),시범후 30일 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (관련없음),가벼운 작업,-,실내,-,카지노섭외담당원,-,-,[5419]기타 경호·보안 종사원,[4129]기타 경호 및 보안 관련 종사원,[R912]유원지 및 기타 오락관련 서비스업,2017,-
카지노출납원,카지노의 게임운영을 위해 칩을 공급하고 회수하며 회계업무를 수행한다.,"카운트 룸을 운영하며 카지노에서 사용되는 칩을 공급하고 회수한다. 게임테이블에 장착되어 있는 드롭박스의 드롭(현금, 수표, 여행자수표 등의 내용물)을 정해진 시간에 회수한다. 각 테이블별로 회수된 드롭박스의 드롭을 계산 및 정리하고, 칩, 현금, 수표 등을 보관한다. 칩을 현금으로 교환하여 고객에게 지급한다.",9년 초과 ~ 12년 이하(고졸 정도),1개월 초과 ~ 3개월 이하,자료 (계산) / 사람 (서비스 제공) / 사물 (단순작업),아주 가벼운 작업,-,실내,-,카지노캐셔,,,[0272]경리 사무원,[3132]경리 사무원,[R912]유원지 및 기타 오락관련 서비스업,2013,
카테고리매니저,"온라인쇼핑몰에서 담당 상품군을 알리기 위한 마케팅을 하고, 판매자와 구매자를 효율적으로 연결하고 관리한다.","온라인쇼핑몰의 담당 상품군을 운영하면서 구매자가 쉽게 온라인에서 신규상품을 살펴볼 수 있도록 관련 정보를 수집하여 제공한다. 신규업체 입점, 신상품 런칭 진행을 위해 판매자와 상담 및 진행업무를 총괄한다. 매출을 올리기 위하여 관련 정보를 제공하고, 이벤트를 기획한다. 담당 상품군을 이해하기 위해 관련 서적을 읽거나 시장조사를 한다. 새로운 상품, 소비자의 기대수요가 높은 상품 등을 검토하여 매출전략을 세운다. 매출집계를 확인하고 경쟁력을 잃은 부분을 분석하여 대책을 마련한다. 경쟁업체를 분석하여 전략을 세운다. 판매자 및 구매자의 불만사항을 처리한다.",12년 초과 ~ 14년 이하(전문대졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,CM(Category Manager),머천다이저(MD),,[0243]상품 기획자,[2731]상품 기획 전문가,[G479]무점포 소매업,2013,
카펫재봉사,카펫의 테두리가 엉클어지는 것을 방지하기 위해 세폭직물(레이스)을 접합하거나 가장자리를 오버로크(Overlock)하는 재봉기를 조작한다.,카펫 가장자리가 엉클어지는 것을 방지하기 위해 가장자리에 빠져나온 실들을 중간중간 묶는다. 카펫 길이에 맞게 레이스를 두르고 재봉기를 조작하여 재봉한다. 카펫 가장자리가 풀리지 않도록 레이스를 대지 않고 가장자리를 재봉하기도 한다.,9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,소음·진동,카펫오버로크원,-,봉제기능사,[8623]재봉사,[7213]재봉사,[C139]기타 섬유제품 제조업,2016,-
카펫직조기조작원,카펫을 짜기 위해 파일와이어(Pile Wire)장치가 부착된 한 대 이상의 기계를 조작한다.,"준비된 실을 크릴에 꽂는다. 작업계획에 따라 기계를 조작하여 규정된 규격에 맞도록 조정한다. 북 집에 위사를 감은 콥(Cop)을 끼우고 북을 직조기에 끼운다. 파일와이어에 광택을 내기 위해 기계의 홀더에 왁스를 놓는다. 직조기를 시동하고 기계 주위를 순찰하여 위사의 양, 끊어진 실, 보풀의 잘못 잘림 등의 결함을 확인한다. 무딘 절단날을 교체하고, 실이 바늘에서 빠진 경우에는 통경작업을 실시한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"위험내재
소음·진동",카펫직조원,-,-,[8612]직조기·편직기 조작원,[8221]직조기 및 편직기 조작원,[C139]기타 섬유제품 제조업,2016,-
카펫타일공,"주택, 상가, 일반사무실의 목재, 콘크리트 등의 바닥에 카펫타일을 깔거나 보수한다.","시공바닥면을 점검하여 요철, 굴곡이 없게 하고 기름, 페인트, 왁스 등의 이물질을 제거한다. 카펫타일을 부착할 내부 바닥 면적을 자로 측정하여 부착할 카펫타일의 양과 형태를 결정한다. 수평도를 검사하고 시공할 카펫의 매수를 최소한으로 하기 위하여 바닥을 사등분하여 먹줄이나 백묵으로 중심선을 표시한다. 중심선 설치로 사등분된 면적 중 한 면에 작업속도를 고려하면서 점착체를 도포한다. 점착제가 투명하게 되는 시점에 반장 이상이 되도록 나누기를 한 후 카펫타일을 붙인다. 특수압착기로 접합부분을 눌러 표시가 나지 않게 한다. 손상된 카펫타일은 주변 카펫의 색을 고려한 후 깐다. 모서리나 가장자리 부분에 시공할 카펫타일을 자와 재단칼을 사용하여 일정 크기로 절단하기도 한다. 카펫의 중류에 따라 들뜬 곳이 없도록 핸드롤러로 부착한 카펫타일을 누르거나 중성세제로 시공바닥면을 깨끗이 청소하고, 완전히 건조되면 수용성 왁스로 광택을 낸다. 시공 후 무거운 물건을 이동시킬 경우에는 보양재를 덮어 카펫을 보호한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),보통 작업,웅크림,실내,-,"카펫공, 카펫설치공, 카펫원, 아스타일공, 아스타일원, 아스타일시공원, 나무장판원, 비닐 타일공",,,[7024]바닥재 시공원,[7834]바닥재 시공원,[F424]실내건축 및 건축마무리 공사업,2022,
칼날연마원,합판제조 시 사용되는 각종 칼날을 나이프그라인더와 숫돌을 사용하여 연마한다.,"커팅오일(Cutting Oil)과 연마석의 상태를 확인한다. 연마수 탱크에 물을 채우고 커팅오일을 일정량 투입하여 혼합한다. 칼날을 물로 씻고 연마기의 자석 판에 밀착한다. 칼날의 연마각, 연마량을 결정한 후 기계를 작동한다. 기계의 마찰부분에 수시로 윤활유를 급유한다. 연마가 끝나면 기계를 정지하고 자석 판에서 칼날을 빼낸다. 숫돌을 사용하여 손으로 마무리 연마를 한다. 연마가 완료되면 칼집을 씌워 보관대로 보낸다. 필요에 따라 접합부분에 파도못을 박아 보강하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,손사용,실내,"대기환경미흡
위험내재
소음·진동",-,-,-,"[8853]유리기능, 복사, 수제 제본 등 기타 기능 종사원",[7999]기타 기능 관련 종사원,[C162]나무제품 제조업,2017,-
