직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
자동대패기조작원,제재된 목재표면을 규정된 두께로 다듬기 위해 자동대패기를 조작한다.,가공할 목재를 수령하고 작업지시서에 명시된 가공치수를 확인한다. 수동 휠을 돌려 표면을 다듬을 치수와 목재의 두께에 따라 테이블의 높이와 절단날을 조정한다. 기계를 가동한다. 목재를 공급롤러에 넣고 균형을 잡는다. 작업표준서에 따라 규격검사를 한다. 작업이 완료되면 주위를 청소하고 기계를 점검한다. 칼날을 연마하거나 교체하기도 한다.,9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (제어조작),보통 작업,"웅크림
손사용",실내,"대기환경미흡
위험내재
소음·진동",-,"자동단면대패기조작원, 자동사면대패기조작원, 자동삼면대패기조작원, 자동이면대패기조작원","목재가공기능사, 펄프종이제조기능사",[8821]목재 가공기계 조작원,[8911]목재가공 관련 기계 조작원,[C161]제재 및 목재 가공업,2017,-
자동도금설비조작원,탈지와 도금 공정을 기계화하여 자동으로 도금작업이 이루어지도록 한 자동도금 설비를 조작한다.,"도금반장의 지시나 작업지시서의 내용을 통해 도금계획을 세우고 자동도금 설비를 점검한다. 도금해야 할 제품의 종류와 형태를 확인하고, 도금액의 온도와 농도 등을 측정한다. 도금용액 탱크에 흐르는 전류의 양을 조절하고 규정 전류가 공급되는지 계기를 주시한다. 도금하고자 하는 제품의 도금용액 탱크침적시간을 결정하여 자동이송장치에 입력한다. 설비를 작동해 바렐과 렉을 이용하여 딥핑(Deeping)에 의한 자동도금을 진행한다. 건조기, 이온교환기, 농축기 등 부대장치의 정상작동 여부를 계기를 통하여 확인한다. 도금작업이 완료가 되면 자동적으로 설비의 작동이 멈추도록 조절한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
다습
소음·진동",-,-,"표면처리기능사, 표면처리산업기사, 표면처리기능장",[8252]도금·금속분무기 조작원,[8422]도금 및 금속 분무기 조작원,[C259]기타 금속 가공제품 제조업,2015,-
자동도장기조작원,장비 및 대형공작물의 전체 도장을 위해 컨트롤 패널을 통해 자동도장기를 작동하거나 유지·보수한다.,"작업지시서에 따라 도장할 제품을 확인한다. 제품의 종류·형태 등에 따라 도장 방법 및 절차를 결정한다. 자동도장기의 도료, 유압, 윤활상태 등을 점검한다. 탈지제를 사용하여 탈지작업을 한다. 자동도장기의 제어패널 압력계를 보면서 점도, 토출량, 분사량, 공기량을 설정한다. 장비를 작동시키고 컨베이어장치를 통하여 자동도장기 내부로 도장할 장비를 이동한다. 기계를 작동하여 도장작업을 실시한다. 도장공정이 끝난 장비의 도장상태를 확인한 후 점도상태, 토출량, 분사량, 공기량, 온도, 속도, 도막두께, 경도, 외관색상에 대한 검사를 실시한다. 포장을 위해 정해진 위치로 이송한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,"웅크림
손사용",실내,"위험내재
소음·진동",-,-,금속도장기능사,[8251]도장원(도장기조작원),[8421]도장기 조작원,[C259]기타 금속 가공제품 제조업,2015,-
자동면삭기조작원,"압연금속재의 슬래브표면에 발생한 표면결함(스케일, 산화피막, 기공의 불순물, 요철)을 제거하기 위하여 자동면삭기로 면삭한다.","작업지시서에 따라 금속평면의 절삭할 제품을 확인하여 소재의 종류·형태 등에 따라 면삭방법 및 절차를 결정한다. 면삭기의 유압, 윤활 상태 등을 점검하고 시험 가동한다. 가공품을 호이스트로 운반하여 고정틀을 사용하여 베드 위에 고정한다. 면삭기의 전원을 연결하고 스위치를 오픈한다. 작업명세서에 따라 가공수치 및 데이터를 디지털계기에 입력한다. 작업 공정 중 가공품의 표면 면삭상태를 확인한다. 표면상태, 조도상태, 치수 및 규격 등을 검사한다. 규격과 다를 시 작업표준에 맞도록 교정한다. 가공된 최종 제품을 작업명세서상의 규격 및 수치와 비교한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,"웅크림
손사용",실내,"대기환경미흡
위험내재
소음·진동",자동스카핑조작원,-,컴퓨터응용가공산업기사,[8132]금속 공작기계 조작원,[8510]금속 공작 기계 조작원,[C259]기타 금속 가공제품 제조업,2015,-
자동보관함관리인,자동보관함의 이용 사항을 점검하고 관리·운영한다.,자동보관함의 보호 및 관리 업무를 수행한다. 매일 자동보관함의 파손 여부와 동작 여부를 파악하고 고장 내역을 보고한 후 조치한다. 주인 없이 장기간 보관된 물품은 따로 정리하여 보관 후 주인이 나타나지 않을 시 임의로 처리한다. 자동보관함이 설치되어 있는 역이나 건물 관리인이 보관료를 수금할 때 입회하여 금액을 확인한다.,6년 초과 ~ 9년 이하(중졸 정도),시범후 30일 이하,자료 (비교) / 사람 (관련없음) / 사물 (단순작업),가벼운 작업,-,실외,-,무인보관함관리원,-,-,[5419]기타 경호·보안 종사원,[4129]기타 경호 및 보안 관련 종사원,[S969]그 외 기타 개인 서비스업,2017,-
자동선반조작원,목재부분품을 둥글게 또는 여러 가지 형태로 가공하는 자동선반을 조작한다.,"설계도면을 검토하여 완성품의 크기와 모양을 파악한다. 형판(Template), 자, 캘리퍼스, 렌치 등을 사용하여 절단날을 기계 스핀들의 절상부에 장치한다. 목재의 회전과 가공형태를 조절하기 위하여 적당한 캠(Cam)을 선정하여 기계에 장치한다. 주축대(Head Stock)와 심압대(Tailstock) 사이에 목재를 끼우고 크랭크를 돌려 정확한 위치에 목재를 고정한다. 기계를 작동하고 레버를 움직여 가공이 완전히 이루어질 때까지 목재를 회전시키거나 호퍼피딩(Hopper Feeding)이 부착된 기계를 자동으로 작동한다. 가공이 완료되면 제품의 규격을 점검한다. 연삭기를 사용하여 칼날을 연마하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (제어조작),보통 작업,"웅크림
손사용",실내,"대기환경미흡
위험내재
소음·진동",회전식선반조작원,-,"목재가공기능사, 펄프종이제조기능사",[8821]목재 가공기계 조작원,[8911]목재가공 관련 기계 조작원,[C320]가구 제조업,2017,-
자동스크린날염기운전원,직물에 다색도안을 날염하는 자동스크린날염기를 조작한다.,디자인된 도안을 확인한다. 인쇄도수에 따라 소요되는 색상을 파악하고 인쇄용 페이스트를 준비한다. 각각의 색상이 지정된 간격으로 날염되도록 스크린의 위치를 조정하는 나사를 돌려 장치한다. 날염용 페이스트의 고르지 못한 흐름을 방지하고자 스크린에서 이물질을 제거한다. 스크린 위에 인쇄용 페이스트를 붓거나 자동 이송팬을 채운다. 기계의 속도를 조절하고 인쇄할 도안과 천의 형태에 따라 수동공구를 사용하여 고무롤러의 진동 및 압력을 조정한다. 스크린 밑으로 직물을 이송하는 기계와 컨베이어 벨트의 시동을 건다. 날염이 되는 과정을 관찰한다. 이상이 있을 경우 작동을 멈추고 조치를 취한다.,9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
소음·진동",-,-,염색기능사(날염),[8613]표백·염색기 조작원,[8212]표백 및 염색 관련 기계 조작원,"[C134]섬유제품 염색, 정리 및 마무리 가공업",2016,-
자동연마기조작원,금속재의 슬래브표면을 갈거나 매끈하게 하기 위하여 자동연마기로 금속표면의 흠이나 피로층을 제거한다.,"작업지시서에 따라 금속평면의 연마할 제품을 확인한다. 소재의 종류·형태 등에 따라 연마석, 연마방법 및 절차를 결정한다. 연마기의 유압, 윤활상태 등을 점검하고 시험 가동한다. 가공품을 호이스트로 운반하여 고정틀을 사용하여 작업대에 고정한다. 연마기의 전원을 연결하고 스위치를 오픈한다. 작업명세서에 따라 가공수치 및 데이터를 디지털계기에 입력한다. 가공품에 적당한 연마석을 기계에 장착한다. 기계를 작동시켜 가공품을 연마한다. 작업공정 중 가공품의 표면연마 상태를 확인한다. 표면상태, 조도상태, 치수 및 규격 등을 검사한다. 규격과 다를 시 작업표준에 맞도록 교정한다. 가공된 최종 제품을 작업명세서상의 규격 및 수치와 비교한다. 완성된 제품은 다음 공정을 위하여 이송한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,"웅크림
손사용",실내,"대기환경미흡
위험내재
소음·진동",-,-,-,[8132]금속 공작기계 조작원,[8510]금속 공작 기계 조작원,[C259]기타 금속 가공제품 제조업,2015,-
자동오븐조작원,"빵, 과자 등을 대량으로 굽는 터널식 오븐을 조작·관리한다.","작업표준을 확인하고 제품의 종류 및 공정 등을 숙지한다. 오븐의 작동상태 및 컨베이어의 가동상태를 확인하다. 제품의 종류에 따라 굽는 시간 및 온도를 조절하기 위하여 작업표준에 따라 컨베이어의 속도조절스위치와 오븐의 온도조절스위치를 조정한다. 컨베이어 위에 놓인 제품의 정렬상태나 투입수량이 적당한지 점검·확인하고 기계를 가동한다. 오븐 가동 중에 오븐 내부의 온도가 일정하게 유지되는지를 점검하고 오븐의 투시창을 통하여 제품이 구워지는 상태를 확인한다. 견본을 채취하여 맛, 향, 구워진 상태 등을 검사하고 제품 표준과 비교한다. 오븐의 조정판에 오븐의 온도, 굽는 시간, 컨베이어의 속도 등을 입력하여 가공되는 과정을 관찰·조절하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,웅크림,실내,"위험내재
고온
소음·진동",터널식오븐조작원,"데크식오븐조작원, 릴식오븐조작원",-,[8733]곡물가공제품 기계 조작원,[8112]곡물가공 제품 기계 조작원,[C107]기타 식품 제조업,2016,-
자동인화현상기조작원,필름을 현상하여 사진을 인화하기 위하여 자동현상기를 조작·관리한다.,자동현상기에 투입된 화학약품의 유량을 확인하고 인화지의 잔여량을 확인한다. 확대기 렌즈 및 전구의 작동 상태를 확인하고 절단칼날의 마모상태를 점검한다. 필름보관통의 입구에 걸쇠를 넣고 촬영한 필름의 끝부분을 기계의 투입구에 걸고 가스스위치를 조작한다. 자동현상기의 가동상태를 확인하고 현상된 필름을 점검한다. 현상된 필름의 상을 확인하여 고객의 요구에 따라 인화할 사진의 수량을 조절판에 입력하고 광학렌즈에 노출시킨다. 인화된 사진의 상을 확인하고 사진의 크기에 따라 분류한다. 사진의 종류와 수량에 따라 분류한다. 사진의 종류와 수량에 따라 가격을 계산하고 포장지에 넣어 보관한다.,9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (서비스 제공) / 사물 (조작운전),가벼운 작업,-,실내,"대기환경미흡
고온",-,-,-,[8812]사진 인화·현상기 조작원(사진수정 포함),[8922]사진 인화 및 현상기 조작원,[M733]사진 촬영 및 처리업,2017,-
자동조형기조작원,대량생산을 위해 금속주조에 사용되는 주형을 자동으로 조형하는 기계를 조작한다.,"생산계획에 따른 세부지침을 확인하고 주물사 공급장치의 주물사 재고 및 생산제품에 따른 배합량, 자동 주형을 위한 주물금형을 확인한다. 일정 온도로 예열이 된 상태에서 주물틀에 주물사를 투입하여 주형을 성형하고 중자를 주형에 삽입한다. 상부와 하부 주형이 완성되면 합형한다. 주조 후 탈사되는 주물사가 자동으로 수집되어 주물사 공급장치로 이송되도록 한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"대기환경미흡
위험내재
고온",-,-,컴퓨터응용가공산업기사,[8233]주조원,[7412]주조원,[C243]금속 주조업,2015,-
자동주형기조작원,"비누, 화장품을 제조하기 위하여 재료를 성형판에 주입해 일정한 모양으로 만드는 자동주형기를 조작·관리한다.",작업지시서에 따라 온도조절기의 조정장치를 조절한다. 스팀·냉각제·압축공기를 탱크 및 주형에 순환시키기 위하여 각각의 밸브를 연다. 제품을 운반하고자 컨베이어를 작동시킨다. 일정 온도로 가열된 혼합물을 일정량 탱크의 투입구에 붓는다. 혼합물에 기포가 생기지 않도록 탱크의 교반기를 서서히 작동시킨다. 주형회전판을 작동시키고 혼합물이 주입된 주형에 케이스(Case)를 눌러 냉각·성형된 혼합물이 압축공기에 의해 케이스와 결합되도록 한다. 케이스와 결합된 제품을 컨베이어로 이송한다. 성형판에 남은 혼합물을 주걱을 사용하여 긁어낸다.,9년 초과 ~ 12년 이하(고졸 정도),1개월 초과 ~ 3개월 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,웅크림,실내,대기환경미흡,자동성형기조작원,좌약주형기조작원,-,[8523]화학제품 생산기계 조작원(고무·플라스틱 제외),[8321]화학제품 생산기 조작원,[C204]기타 화학제품 제조업,2016,-
자동차검사기기검사원,"자동차검사소, 자동차제작사, 자동차정비업체 및 시·도 환경단속기관에서 사용하고 있는 안전도 측정기기 및 환경 측정기기의 올바른 정도 유지를 위하여 주기적으로 안전도를 검사한다.","자동차 안전도 측정기기인 사이드 슬립 측정기, 제동 시험기, 속도계 시험기, 전도등 시험기와 환경 측정기기인 소음 측정기, 매연 측정기, 일산화탄소·탄화수소·공기과잉률 측정기를 검사한다. 검사기기 고장 시 이를 수리한다. 검사자료를 보관 및 관리한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (말하기-신호) / 사물 (수동조작),보통 작업,-,실내·외,"대기환경미흡
위험내재
소음·진동",-,-,-,[1533]전기·전자공학 시험원,[2343]전기 및 전자공학 시험원,[M729]기타 과학기술 서비스업,2017,-
자동차검사반장,"완성된 자동차의 차체, 외장, 섀시, 전장품의 조립 및 성능상태를 검사하는 작업원의 활동을 감독·조정한다.","작업표준에 의하여 조립·완성된 자동차의 생산량, 차종 등에 따라 어셈블리 인스펙션라인의 차체, 외장, 섀시, 조립, 품질 등의 검사계획을 수립한다. 차종에 따라 프레스의 철판 절단 및 압축성형상태, 차체 프레스철판의 용접, 조립상태, 차체의 방음, 방진, 방청 처리 및 색도장 상태, 의장부분인 차체의 내·외장 및 섀시조립 상태 등의 검사항목을 확인한다. 검사부분에 따라 작업원을 배치하고 검사장비를 점검하며 검사방법을 설명한다. 검사작업장을 순회하여 작업활동을 감독하고 작성된 검사카드를 점검한다. 결함사항을 기록하고 담당 부서에 통보한다. 작업장의 환경개선을 위하여 건의하며 작업원의 안전과 위생, 건강을 점검한다.",9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (감독) / 사물 (수동조작),가벼운 작업,-,실내,-,-,-,"자동차정비기능사, 자동차정비산업기사, 자동차정비기능장",[8171]자동차 조립원,[8541]자동차 조립원,[C301]자동차용 엔진 및 자동차 제조업,2015,-
자동차검사원,육안 및 검사 장비를 사용하여 자동차의 안전도와 환경검사를 실시하고 자동차등록 원부와 동일성 여부 등을 확인한다.,"검사대에 차량을 위치시키고 검사장비를 작동한다. ABS 모니터기, 배기가스 측정기, 매연측정기, 헤드라이트측정기기 등을 사용하여 자동차의 안전도 검사와 배기가스 허용기준 적합 여부 등 환경검사를 실시한다. 동일성 확인이나 불법설치물 여부, 기타 경보장치, 시야확보, 창유리 등을 육안으로 검사한다. 경적음 및 배기소음을 측정한다. 검사결과를 자동차검사표에 기록한다. 차량의 검사내용을 정리하여 종합적으로 평가한다. 시정권고 사항이 있을 경우 조언하며 기타 불합격의 원인을 제시하여 수리하도록 차주에게 권한다. 검사결과를 전산시스템에 입력한다. 일일검사대장을 작성한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),보통 작업,"청각
시각",실내·외,소음·진동,자동차정비검사원,자동차휠검사원,"자동차정비기능사, 자동차차체수리기능사, 자동차정비기능장, 자동차정비산업기사",[8124]자동차 정비원,[7510]자동차 정비원,[S952]자동차 및 모터사이클 수리업,2015,-
자동차검수원,"버스, 택시, 화물차 운송업체에서 차량의 안전운행을 확보하기 위하여 검차하고 정비한다.","계획에 따라 차량을 검사하고 정비한다. 부품과 공구를 관리하고 부족량을 신청한다. 차량이 안전하게 운행되며 승객이 불편함이 없도록 타이어공기압 및 마모정도, 냉각수, 오일, 연료공급장치, 각종 벨트류, 공조장치, 제동장치 등을 점검한다. 운전기사로 부터 고장신고를 접수하여 조치한다. 사고차량의 경우 손상범위와 원인을 조사·검토하고 예방대책을 강구한다. 손상범위가 커서 자체에서 수리하지 못하는 것은 정비공장에 의뢰한다. 정비일지를 기록한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),보통 작업,"웅크림
청각",실내·외,-,-,-,"자동차정비기능사, 자동차차체수리기능사, 자동차정비기능장, 자동차정비산업기사",[8124]자동차 정비원,[7510]자동차 정비원,[S952]자동차 및 모터사이클 수리업,2015,-
