직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
사무용기기조립반장,복사기·팩시밀리 등의 사무용기기 제품을 조립하는 공정에 종사하는 작업원의 활동을 감독·조정한다.,공정표·설계도면·제조규격에 따라 작업지시서를 확인하고 작업원의 작업을 지시한다. 제품에 결함이 있는 부품들을 검사하고 작업물류를 조절한다. 정밀측정기구를 사용하여 부품의 치수를 확인하고 불량품을 해당 작업장으로 반송지시한다.,9년 초과 ~ 12년 이하(고졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (감독) / 사물 (수동조작),가벼운 작업,-,실내,-,사무용기조립반장,-,-,[8360]전기·전자 부품·제품 조립원,[8640]전기·전자 부품 및 제품 조립원,[C291]일반 목적용 기계 제조업,2014,-
사무용기기조립원,"수동공구, 전동공구, 조립고정구, 시험기구 등의 각종 공구를 사용하여 복사기, 팩시밀리 등의 사무용기기를 조립한다.","부분조립이 끝난 부품들을 설계도면에 맞게 조립설비에 배치한다. 드라이버, 렌치, 전동스크루드라이버 등의 수동 및 자동공구를 사용하여 부품들을 서로 맞추어 기계의 골격(Frame)에 붙이고 나사 등의 결합부품으로 부품들을 결합한다. 조립된 부품 또는 기계를 작동시키고 수동측정기, 고정게이지와 시험기구를 사용하여 조립제품이 도면과 일치하는가를 확인한다. 조립된 제품이 정상적으로 작동하는지를 검사한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,-,사무용기조립원,-,-,[8360]전기·전자 부품·제품 조립원,[8640]전기·전자 부품 및 제품 조립원,[C291]일반 목적용 기계 제조업,2014,-
사무용기기판매원,"팩시밀리, 복사기, 계산기와 같은 사무용기기를 판매한다.","소비자의 구매의욕을 높이기 위해 사무용기기의 가격대별, 제조사별 진열 및 홍보 전략을 세운다. 소비자의 요구에 따른 제품별, 가격별, 제조회사별 설명과 장단점을 비교 설명한다. 기기의 작동법과 주의사항을 설명하거나 작동테스트를 한다. 판매할 제품을 운반하여 적정한 위치에 설치하고 확인한다. 각종 토너 및 잉크, 복사용지, 소모성부품 등을 판매한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (수집) / 사람 (설득) / 사물 (관련없음),보통 작업,-,실내,-,-,-,-,[6151]상점 판매원,[5212]상점 판매원,[G478]기타 상품 전문 소매업,2013,-
사무학원강사,사무관리계열학원에서 수강생들에게 특정교과에 대한 이론과 기술을 강의하고 자격·면허를 취득하기 위한 전문과목을 지도한다.,"수강생들에게 워드프로세스, 컴퓨터활용능력, PC운용 등 사무관리에 관한 과목을 가르친다. 학생들의 실기기능을 평가하여 미숙한 부분을 시정·보완한다. 수강생들의 학습성과를 진단하기 위해 정기적인 시험을 실시·평가한다. 학습과 취업에 관한 상담을 한다. 교습과정으로 워드프로세스, 컴퓨터활용능력 등이 있으며 이러한 기술 분야 중 하나 또는 그 이상을 전문으로 지도한다.",12년 초과 ~ 14년 이하(전문대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (교육) / 사물 (수동조작),가벼운 작업,언어력,실내,-,-,-,-,[2142]컴퓨터 강사,[2542]컴퓨터 강사,[P856]기타 교육기관,2012,-
사물인터넷개발자,사물에 센서와 통신기능을 내장해 사물끼리 인터넷을 통해 실시간으로 데이터를 주고받는 기술이나 환경을 개발한다.,"센서와 스마트기기를 결합하여 개인에게 필요한 용도로 사용할 수 있도록 개발한다. USB, 블루투스, Wifi, NFC(Near Field Communication:근거리 통신망) 등의 네트워크를 활용하여 센서와 사물인터넷의 서비스 인터페이스 기술을 개발한다. 체중, 혈당, 혈압 등 환자와 관련된 생체정보를 유무선통신을 통해 스마트폰으로 전송할 수 있도록 하는 애플리케이션 등을 개발한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (말하기-신호) / 사물 (정밀작업),가벼운 작업,-,실내,-,-,-,-,[1312]통신공학 기술자 및 연구원,[2212]통신공학 기술자 및 연구원,[J612]전기 통신업,2017,-
사물인터넷사업기획자,사물인터넷서비스 및 사업을 기획한다.,"사회 분야의 안전, 복지, 교통, 환경 등에서의 문제점을 점검하고 사물인터넷기술을 활용한 해결방안을 찾는다. 스마트공장, 스마트빌딩, 스마트홈, 휴대용 통신기기 등 다양한 용도에 따라 사용목적에 맞는 서비스 및 제품을 기획한다. 센서, 무선망, 플랫폼 등 필요한 기술요소를 점검하고 구축한다. 서비스 기획에 따라 사전연구와 제품개발, 보안 문제 등 다각도에 대한 문제점을 점검한다. 시제품이 개발되면 제품테스트를 통해 제품의 구동여부를 확인한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (말하기-신호) / 사물 (제어조작),가벼운 작업,-,실내,-,,,,[0243]상품 기획자,[2731]상품 기획 전문가,[J582]소프트웨어 개발 및 공급업,2021,-
사방작업원,"산림의 토사유출이나 붕괴를 방지하고 녹화를 위하여 떼 및 나무를 심고, 석축을 쌓는 작업을 한다.",황폐된 계곡의 경사를 완화하기 위하여 곡괭이나 삽 등의 도구를 사용하여 흙을 고른다. 사방사업지를 확인하고 사방사업에 필요한 떼나 그물망 등을 운반한다. 곡괭이나 삽 등을 이용하여 일정 넓이로 구덩이를 파고 떼를 잘라 묻는다. 사방종자와 비료를 혼합하여 땅을 판 곳에 붓고 흙으로 덮는다. 구덩이를 파고 나무를 심는다. 붕괴 위험이 있는 곳은 석축을 쌓기도 한다.,9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (수동조작),힘든 작업,"균형감각
웅크림",실외,"대기환경미흡
위험내재",,,,[9031]조림?산림경영인 및 벌목원,[6201]조림·산림경영인 및 벌목원,[A020]임업,2022,
사별원,분쇄된 밀가루를 체(금속망)로 걸러 용도와 등급별로 분리하는 사별기(篩別機)와 순화기를 조작·관리한다.,분쇄된 밀가루가 사별기와 순화기로 이송되도록 유출량을 조절하고 사별되는 상태를 점검·확인한다. 이상이 있을 경우 제분기조작원(곡물가공)에게 연락하여 유출량을 조정한다. 정제기의 흡입풍량상태를 확인한다. 체(Filter)를 통과하는 밀가루를 손으로 직접 추출해서 육안으로 확인하거나 분석기기로 분석하여 제품 표준과 일치하는 지 확인한다. 세척솔의 가동상태 및 체의 상태를 주기적으로 점검하여 체가 정상적인 기능유지를 하도록 한다. 생산제품의 분석을 위해 주기적으로 견본을 채취하여 실험실에 분석을 의뢰한다.,9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"위험내재
소음·진동","사별기조작원, 순화기조작원",-,-,[8732]제분·도정 기계 조작원,[8111]제분 및 도정 관련 기계 조작원,"[C106]곡물가공품, 전분 및 전분제품 제조업",2016,-
사상압연원,열간중에서 조압연된 제품을 정해진 두께와 폭으로 조정하고 용도에 맞는 마무리 온도에서 양호한 표면 및 형상으로 압연하는 업무를 수행한다.,"작업표준서 및 압연할 소재의 특성과 치수 등을 확인한다. 압연스케줄 편성, 압연유, 압연롤 등을 준비한다. 조압연된 제품의 특성을 파악하고 고객이 요구하는 두께, 폭, 형상을 만족시키도록 마무리압연을 진행한다. 열간중에 압연과 냉각을 진행하면서 설비사양서를 기초로 소재별 텐션량을 조절하고, 압연조건을 최적화하여 두께 및 형상제어를 실시한다. 경우에 따라 표면 및 재질 개선을 위한 교정압연을 진행한다. 이후 고객이 요구하는 품질의 폭 전단 및 표면검사를 실시하여 작업일지를 작성한다.",12년 초과 ~ 14년 이하(전문대졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (제어조작),보통 작업,-,실내,"위험내재
고온
소음·진동","사상압연기조작원, 열간압연원",열연작업원,"압연기능사, 압연기능장",[8212]금속가공 기계 조작원,[8415]금속가공 기계 조작원,[C241]1차 철강 제조업,2023,
사상원,"가공된 부품이나 제품을 작업지시서나 설계도면에 명시된 정밀한 표면 조도로 다듬기 위하여 줄, 호닝기 등 각종 사상기구를 사용하여 절단·연마·연삭·조립한다.","작업지시서나 사상반장의 지시에 따라 사상할 설계도면을 검토하여 소요자재와 공구를 준비하고 작업절차 및 방법을 검토한다. 줄·호닝기 등 사상기구를 정비, 점검, 소수리 한다. 가공부품이나 제품의 조립부분, 용접부분 등의 거친 부위를 줄 등의 사상기구를 사용하여 자르고, 깎는다. 호닝기 등 연마기구를 사용하여 금속표면을 사상한다. 도면에 따라 사상된 부품을 조립하고 원형·넓이·길이·부피 등 금속의 내·외면을 검사·측정한다. 가공소재에 선을 긋고 참고사항을 표시하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),보통 작업,"웅크림
손사용",실내,"위험내재
소음·진동",-,-,-,[8132]금속 공작기계 조작원,[8510]금속 공작 기계 조작원,[C259]기타 금속 가공제품 제조업,2015,-
사상의학연구원,사상체질감별의 객관화를 위해 한의학의 사상체질의학에 대해 연구한다.,"사상체질의학(사람의 체질을 특성에 따라 네 유형으로 나누고 그에 따라 병을 치유하는 체질의학)의 원전 및 연구결과물들을 해석·정리하며 새로운 연구방법론을 만든다. 원리론, 생리론, 병리론, 진단론 및 치료분야를 연구한다. 사상체질감별 대상자를 확보하여 동의수세보원에 근거한 체질감별작업을 한다. 체성분분석기를 이용하여 체질별 신체발달정도와 상하좌우의 균형정도를 측정한다. 체질감별 대상자의 혈액을 채취하여 혈액학적 검사와 생화학검사, 호르몬분석, 세포질분석, DNA추출 및 유전자검사를 한다. 이러한 작업을 원활히 수행하기 위해서 CBC측정기, 호르몬분석기 등과 같은 각종 측정기와 분석기를 사용한다. 그 외에 연구원(일반)이 수행하는 일반적인 업무를 수행한다.",16년 초과(대학원 이상),6개월 초과 ~ 1년 이하,자료 (분석) / 사람 (협의) / 사물 (정밀작업),보통 작업,"균형감각
웅크림
시각",실내,-,-,-,한의사,[1221]생명과학 연구원,[2111]생명과학 연구원,[M701]자연과학 및 공학 연구개발업,2012,-
사서,도서관 및 자료실에서 도서 및 자료를 관리하고 이용자가 원하는 자료를 대출 및 수납하는 업무를 한다.,"책, 비디오, DVD, 연간물 등 이용자가 희망한 자료나 신간자료를 구입한다. 구입한 자료에 등록번호인 바코드를 붙이고 책 윗면, 아랫면에 도장을 찍는다. 자료명칭, 저자, 출판사항, 분류 및 주제명 등을 확인하여 컴퓨터에 입력한다. 자료에 숫자와 문자의 기호체계가 적힌 각각의 라벨을 붙인다. 관련 코너로 운반하여 서가상에 배열한다. 이용자에게 자료를 대출하고 반납된 자료를 확인하여 정리한 후 배열한다. 대출 및 반납자료의 현황을 파악하고 주제별, 자료형태별로 이용률을 계산하여 장서개발에 필요한 자료를 작성한다. 이용자들이 원하는 자료를 찾아주는 참고봉사를 하며, 모든 자료들이 배치되어 있는지 장서점검을 한다.",14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (조정) / 사람 (말하기-신호) / 사물 (관련없음),가벼운 작업,-,실내,-,-,"주제전문사서, 사서교사","준사서, 정사서, 사서교사",[4132]사서 및 기록물 관리사,[2822]사서 및 기록물 관리사,"[R902]도서관, 사적지 및 유사 여가관련 서비스업",2012,-
사설학원원장,"사설학원의 운영, 인사, 교육과정, 시설 등을 관리·감독한다.","기술, 인문사회, 경영실무, 예능, 보습 등 각종 사설학원의 교육과정, 인사, 예산, 지출, 시설의 운영업무를 총괄한다. 학생의 모집, 정원관리, 교습과정, 수업일수, 학생생활관리 등의 운영에 관한 기본방침을 세우고 관리·감독한다. 실제 단위교과목을 직접 강의하기도 한다. 강사 및 사무직원의 활동을 관리·감독한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (감독) / 사물 (관련없음),가벼운 작업,언어력,실내,-,,,,[0132]교육 관리자,[1312]교육 관리자,[P855]일반 교습 학원,2021,-
사슴사육사,"낙용, 녹각, 녹혈 또는 녹육을 얻기 위하여 사슴을 번식하고 사육한다.","햇쑥, 칡잎, 아카시아잎, 갈잎 등의 야생초를 채취하여 일정 기간 음지에서 건조시키고 이물질을 제거한다. 계절에 따라 녹사료(야생초)와 배합사료의 배합비율을 조정하여 일일 급여량 및 횟수를 정하여 급여한다. 급수통을 수시로 확인하고 물을 채워 넣는다. 사슴과 자주 접하여 질병이나 상처의 징후를 관찰한다. 가벼운 질병 및 외상을 치료하고 심한 질병 및 상처, 분만에 이상이 있을 때 수의사에게 치료를 요청하고 녹용을 절단한다. 절각작업을 돕기 위하여 사슴을 고정한다. 질병 예방을 위하여 주기적으로 소독제를 사용하여 사육장, 녹사, 기타 부대시설을 방역한다. 낙각시기, 절각예정, 교미일자, 분만일 등의 사육일지를 기록한다. 발정기에 종록을 분리 사육하고 분만 후 새끼를 돌본다. 사육장의 철망, 녹사 등을 보수한다. 겨울철 사료급여를 위하여 건초를 준비한다.",9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (말하기-신호) / 사물 (정밀작업),보통 작업,웅크림,실외,위험내재,-,-,-,[9029]기타 사육 종사원,[6139]기타 사육 관련 종사원,[A012]축산업,2017,-
사업자금대출원,"사업자금(PF:Project Finance) 적용 대상사업(SOC:민영화, 구조조정사업 등) 개발, 사업성 검토, 관련 금융기법 및 조건의 연구·개발을 실시하여 국내외 금융기관의 금융지원 참여를 유도하며, 거액이 투자되는 프로젝트에 대한 자금조달의 다양화를 추진하는 일을 수행한다.","금융대출대상사업에 대한 정보수집 및 예비사업성 검토, 재원조달방안 수립, 사업리스크 관리방안 제시 등 금융자문을 실시한다. 대출요청서와 사업계획서를 수렴하여 기본사항을 검토한다. 경영자 및 주요 경영인력과 면담하여 경영마인드를 검증한다. 해당 사업의 사업성, 시장성, 기술성, 재무분석, 수익성 등을 파악하여 금융대출적격업체를 심사한다. 창업회사인 경우 보유기술력, 상업성, 시장성의 기준을 중점심사한다. 기업가치를 측정·산정하고 현장실사를 실시하여 서류상의 생산현장 일치 여부를 확인한다. 대출방법 및 조건을 경영자측과 협상, 결정 후 금융대출을 실행한다. 검토 및 협의결정기준에 의하여 운영자금, 시설자금, 연구지원자금, 공사부지매입대금 등으로 구분하여 규모와 지급시기를 결정한다. 회계 및 업무감사, 사후관리기록부 작성 등 지속적인 사후관리를 하고 대출자금 회수전략을 수립한다. 승인신청서를 작성한 후 융자약정을 체결함과 동시에 담보설정 등 채권보전책을 강구한다. 원리금납입기일 통지 및 수납, 차주사(채무자)재무, 경영활동의 동향파악 등 사후관리를 한다. 인프라펀드(Infra Fund)설립기본안을 작성하고 설립을 위한 제반 행정절차를 수행한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (협의) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,Project Finance 담당원,-,-,[0321]은행 사무원,[3203]은행 사무원,[K641]은행 및 저축기관,2013,-
사업체식당조리사,"사업체 구내 식당에서 근로자들을 위해 한식, 일식, 중식 등의 음식을 조리한다.",주문서나 식단계획표에 따라 재료를 주문한다. 식료품의 상태를 검수하고 관리한다. 요리기기를 점검하고 이상 유무를 확인한다. 식단과 주문량에 따라 재료를 선택하여 다듬고 세척한다. 각종 양념·조리료 등을 준비한다. 오븐·증기솥·토스트·전자레인지·믹서 등 각종 요리기구를 사용하여 적당한 조리법에 따라 한식·일식·중식·양식 등을 요리한다. 식기·요리기구·장내를 청결히 관리한다.,9년 초과 ~ 12년 이하(고졸 정도),2년 초과 ~ 4년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (수동조작),가벼운 작업,-,실내,"위험내재
고온
다습",구내식당조리사,한식조리사,"한식조리산업기사, 양식조리산업기사, 일식조리산업기사, 중식조리산업기사, 복어조리산업기사, 한식조리기능사, 양식조리기능사, 일식조리기능사, 중식조리기능사, 복어조리기능사",[5312]한식 조리사,[4411]한식 조리사,[I561]음식점업,2012,-
