채용공고명,포지션 상세,주요 업무,자격 요건,우대사항,혜택 및 복지,채용 전형,태그,마감일,면접리뷰,회사위치,회사명
임베디드 모션제어 S/W개발자,"""주밍코리아""에서 개발자를 모십니다.

주밍코리아는 중국 상하이에 본사와 공장을 두고, 올해(2023년 6월) 한국에 R&D센터를 설립한 AHMS(반도체 자동 반송장비) 생산 및 솔루션을 개발하는 스타트업입니다.
2022년 한화 약 800억원 규모의 투자를 유치하였고 올해(2023년)에도 해외 유수의 투자사로부터의 투자 유치와 중국 정부로부터 공장 부지를 무상으로 임대 받는 등 빠르게 성장하고 있습니다.

글로벌 선두 기업에서 축적된 기술 노하우를 가진 핵심 연구원들을 주축으로 국내 및 해외 반도체 시장의 새로운 시스템을 개발하고 있으며 전통적인 자동화, 모니터링 시스템에서 벗어나 생산성 향상을 추구하는 동시에 UI/UX에 강점을 둔 혁신적인 솔루션을 개발하고 있습니다.

프로젝트 개발에 적극적으로 참여하고 소중한 아이디어를 공유할 수 있는 분, 좋은 동료들과 함께 빠르게 성장하며 성공을 경험하고 싶은 지원자 분들은 합류해주세요!","• ARM/AVR, STM32 MCU 기반의 Firmware 개발
• 하드웨어 제어 프로그램 개발
• 산업용 로봇 제어 알고리즘 개발
• AC 서보모터 제어, 모션제어, 각종 센서 제어","• C/C++ 언어에 대한 풍부한 경험
• 문서 작업 가능하신 분
• 해외 여행에 결격 사유가 없는 분
• 5년 이상의 관련 분야 경력","• PCB 회로 설계 경험자
• 전기전자 관련 전공자 또는 관련 자격증 보유자
• EtherCat을 이용한 PC제어 경험","• 조식, 중식, 석식 제공
• 커피, 음료, 간식 무한 제공
• 듀얼모니터(UHD), 최신사양 PC, 노트북 지급
• 생일자 연차
• 야근, 회식 강요 없는 문화
• 건강 검진비 지원
• 4대 보험 및 퇴직금
• 도서 및 교육 지원
• 경조금 지원
• 성과 보상",,"식대지원, 커피·스낵바, 장비지원, 유망산업, 건강검진지원, 50명이하, 자기계발지원, 연봉상위6~10%, 설립3년이하, 인원 급성장",2024.10.31,,서울 강서구,주밍코리아
[테크섹션] 공조/냉동 담당자 (5년 이상),"About Us
센티넬이노베이션은 '더 나은 환경을 위한 가치있는 기술' 이라는 경영이념을 바탕으로한 환경기술 전문 기업으로, 기술혁신과 신제품 개발을 통해 지속가능한 가치를 창출합니다.

센티넬이노베이션은 환경문제 해결에 깊은 공감과 책임감을 갖고, 함께 성장해 나갈 열정적인 인재를 기다리고 있습니다.","ㆍ공조냉동 기계, 설비 설계
ㆍ공조냉동/환경 플랜트 시공 관리
ㆍ공조냉동 관련 신사업 기획, 조사",". 공통 자격 요건 : 초대졸 (전문대) 이상
ㆍ경력: 5년 이상
ㆍ필수사항 : 공조냉동기계(산업)기사, 건축설비(산업)기사, 일반기계기사  등 관련 자격증","• Autocad 2D 
• 동종계열 실무경력 5년 이상
• 운전면허
• 해외, 장거리 출장 가능자
• 영어 : 간단한 이메일 및 의사소통 가능 수준 이상","Sentinel이 제공하는 복지 혜택

[자유로운 근무환경]
• 중식,석식 및 간식, 음료 무제한 제공
• 시차 출퇴근제 운영 
• 수평적 조직문화, Slack 등 다양한 툴로 자유로운 의사소통
• 연장 근무수당 지급
• 최고급 사양 장비 (PC, 태블릿, 소프트웨어 등) 지원 

[슬기로운 회사생활]
• 신입사원 웰컴키트 제공
• 생일 (축하 선물 제공)
• 승진자 축하선물
• 명절 임직원 선물 제공
• 직무의 성장을 위한 교육비 및 도서구입비, 자격증 취득비 등 자기계발비 지원 

[휴가 / 사내 생활 지원]
• 자유로운 휴가 사용, 연차 / 반차
• 경조휴가 및 경조사비 지원
• 보험: 단체 상해보험 지원",,"식대지원, 커피·스낵바, 자기계발지원, 50명이하, 설립4~9년, 연봉상위6~10%, 인원 급성장, 경기도 우수 중소기업",상시채용,,경기 광명시,센티넬이노베이션
Lead Mechanical Engineer (15년 이상),"In the future, drones will be utilized across various industries and become an essential part of our daily lives. Our goal is to change people's perception of drones and expand the horizons of drone applications. We are looking for a Lead Mechanical Engineer to join our team as a key player in driving technical excellence. As a Lead Mechanical Engineer, you will be at the forefront of our technology initiatives, collaborating closely with cross-functional teams to understand project requirements and deliver innovative solutions. In this role, you will be responsible for the product design based on the CAE simulations for the best performance. You will leverage your expertise to verify and implement robust and reliable systems, ensuring optimal performance of our hardware products.","• Design and develop aerial robot mechanical structure
• Development of automation mechanisms and mechanical structures for equipment consisting of motion control, battery charging devices, electromechanical parts, and other modules.
• Research solutions for issues by CAE simulations(heat, vibration, structure, etc.)
• Analyze issues and find solutions by the theoretical approach
• Evaluate aerodynamics and performance in drones
• Research the robust structure and materials for drones and ground robots
• Manage schedules and issues of mechanical developments for hardware projects
• Collaborate with the US team
• Manage subcontractors and outsourced projects","• M.S. or higher in aerospace, mechanical engineering, mechatronics or related fields
• 15+ years of experience in relevant fields
• Proficient in CAE tools(Ansys, Nastran, Simuliaworks, Creo/simulation, Solidworks/flow simulation, etc.)
• Proficient in simulation for thermal, vibration and structural analysis
• Experience in mechanical design for drones, UAVs or aerial products
• Strong knowledge of aerodynamics
• Experience in mass production of electronic devices and automated equipment
• Problem solving and analytical skills in machine design, parts selection, kinematics
• Self-driven person
• Intermediate or higher proficiency in English to collaborate with U.S. team","• Ph.D. in aerospace, mechanical engineering, mechatronics or related fields
• Experience developing prototypes for robotics, electrical machinery, unmanned aerial vehicle systems, and drone parts
• Experience in automation equipment development
• Experience using part and FEA level system
• Experience working in a startup","• Flexible work hours and workplace
• Complimentary lunches and snacks
• Parental leave
• Employee gifts for family or personal events
• Cozy massage chairs
• Motion desk
• Complimentary annual health checkup
• We work and trust our members based on autonomy and responsibility
• We express our opinions freely and listen to everyone's opinions
• We respect each other in equal and horizontal relationships
• We carry forward work with clear goals and directions
• We have flexible work hours for better productivity
• We resolve problems quickly through continuous communication",Application Review-Technical/Culture Interview(s)-CEO Interview-Offer,"Solidworks, FEA, ANSYS, CAE, Creo, UAV, Solidworks Simulation, Flow",,,경기 성남시,브룩허스트거라지(B GARAGE)
선박 자동화 Control System Engineer,"지속 가능한 해양 발전과 함께하는 가치라는 모토 아래 아름다운 자연과 바다, 인류의 더 건강하고 나은 삶을 위해 정진하는 글로벌 해양 엔지니어링 전문 기업입니다.

[VIITS 분야]
LNG FGSS 시스템은 강화되는 국제협약을 준수하며 높은 에너지 효율을 제공합니다.
우리의 솔루션은 배출가스를 최소화하고 높은 에너지 효율을 제공하며, 시장에서 빠르게 확장하고 있습니다.

• 혁신기업 국가대표 1000 선정
• 중소벤처기업부 벤처유공포상 장관 표창
• 부산광역시 부산대표 기술창업기업(플래티넘클럽 선정)
• 신용보증기금 퍼스트펭귄형 창업기업 선정
• 해양수산부 예비오션스타기업 선정 등 외
• 본 사 : 부산 해운대구 센텀중앙로 78, 1705호 (센텀그린타워)
• 서 울 : 서울 구로구 디지털로26길 38, 지타워 10층","ㆍ회사가 제공하는 장비 및 시스템과 관련된 전 업무 범위
ㆍ선박용 LNG FGSS 외 Automation 엔지니어링
ㆍ해양 에너지 및 바이오 가스 플랜트
ㆍ자동화 설계 엔지니어로서 설계 툴을 통해 설계 개발, 도구 및 엔지니어링 실무 적용
ㆍ프로젝트에 대한 설치 및 시운전
ㆍ리스크 및 기회 평가하고 해결을 위한 문제 보고
ㆍ엔지니어링 설계 및 프로세스를 이해관계자들에게 전달하고, 설계 검토 및 프로젝트 회의 기여
ㆍ공급 업체와 협력하여 공급업체 문서, 입찰 및 제안서, 자재 및 장비 평가 작업 수행","ㆍ기계/해양/프로젝트 관리 등 관련 분야 전문 학사 이상
ㆍ LNG FGSS 또는 유사 프로젝트 관리 분야 최소 3년 이상 경험","ㆍC / Python 등 개발 언어에 대한 이해가 있으신 분
ㆍ경력 : 조선해양분야 관련 엔지니어 경력 3년 이상 (Senior, Junior)
ㆍ승선 근무 또는 조선해양분야 유경험자
ㆍ비즈니스 소통 가능한 수준의 영어 커뮤니케이션 스킬
ㆍ자기 주도적이며, 고객관리 능력 및 협업과 문제해결 역량, 커뮤니케이션 역량 보유자","·자기 계발 지원
·4대 보험 가입
·함께 성장하는 수평적 문화
·고급 하드웨어, 소프트웨어 제공
·식사 제공
·명절 선물 제공
·탄력적 근무
·자율 복장
·눈치 없는 연차 및 반차, 육아 휴직 사용
·건강 검진
·각종 경조사 지원",서류전형 -＞ 1차 면접 -＞ 2차 면접 -＞최종합격,"Python, C, CAD",,,부산 해운대구,제이제이앤컴퍼니스
선박 자동화 Control System commissioning engineer,"지속 가능한 해양 발전과 함께하는 가치라는 모토 아래 아름다운 자연과 바다, 인류의 더 건강하고 나은 삶을 위해 정진하는 글로벌 해양 엔지니어링 전문 기업입니다.

[VIITS 분야]
LNG FGSS 시스템은 강화되는 국제협약을 준수하며 높은 에너지 효율을 제공합니다.
우리의 솔루션은 배출가스를 최소화하고 높은 에너지 효율을 제공하며, 시장에서 빠르게 확장하고 있습니다.

• 혁신기업 국가대표 1000 선정
• 중소벤처기업부 벤처유공포상 장관 표창
• 부산광역시 부산대표 기술창업기업(플래티넘클럽 선정)
• 신용보증기금 퍼스트펭귄형 창업기업 선정
• 해양수산부 예비오션스타기업 선정 등 외
• 본 사 : 부산 해운대구 센텀중앙로 78, 1705호 (센텀그린타워)
• 서 울 : 서울 구로구 디지털로26길 38, 지타워 10층","ㆍ회사가 제공하는 장비 및 시스템과 관련된 전 업무 범위
ㆍLNG FGSS(Fuel Gas Supply System)의 설치 및 커미셔닝(시운전) 작업을 계획하고 실행.
ㆍ커미셔닝 과정에서 발생하는 모든 활동과 결과를 문서화하고 관련 이해관계자에게 보고.
ㆍ커미셔닝 중 발생하는 기술적 문제를 진단하고 해결, 시스템 최적화.
ㆍ해양 에너지 및 바이오 가스 플랜트
ㆍ프로젝트에 대한 설치 및 시운전
ㆍ리스크 및 기회 평가하고 해결을 위한 문제 보고
ㆍ엔지니어링 설계 및 프로세스를 이해관계자들에게 전달하고, 설계 검토 및 프로젝트 회의 기여
ㆍ공급 업체와 협력하여 공급업체 문서, 입찰 및 제안서, 자재 및 장비 평가 작업 수행","ㆍ기계/해양/프로젝트 관리 등 관련 분야 전문 학사 이상
ㆍ LNG FGSS 또는 유사 프로젝트 관리 분야 최소 3년 이상 경험
ㆍ LNG 시스템 관련 기술적 이해, P&ID(공정 및 계기 다이어그램) 해석 능력.
ㆍ비즈니스 소통 가능한 수준의 영어 커뮤니케이션 스킬","ㆍ경력 : 조선해양분야 관련 엔지니어 경력 3년 이상 (Senior, Junior)
ㆍ승선 근무 또는 조선해양분야 유경험자
ㆍHSE(Health, Safety, Environment) 기준 및 산업 안전 규정에 대한 이해.
ㆍ자기 주도적이며, 고객관리 능력 및 협업과 문제해결 역량, 커뮤니케이션 역량 보유자","·자기 계발 지원
·4대 보험 가입
·함께 성장하는 수평적 문화
·고급 하드웨어, 소프트웨어 제공
·식사 제공
·명절 선물 제공
·탄력적 근무
·자율 복장
·눈치 없는 연차 및 반차, 육아 휴직 사용
·건강 검진
·각종 경조사 지원",서류전형 -＞ 1차 면접 -＞ 2차 면접 -＞최종합격,"유망산업, 건강검진지원, 커피·스낵바, 자기계발지원, 육아휴직, 자유로운휴가, 50명이하, 설립4~9년, AI 선도 기업, 연봉상위6~10%",상시채용,,부산 해운대구,제이제이앤컴퍼니스
기계 설계 엔지니어,"""드론으로 세상에 새로운 시각을 더하다""

Bringing a new perspective to the world with drones

니어스랩(Nearthlab)은 자율비행 드론과, AI, 인공지능을 탑재한 SaaS(Software-as-a-Service)를 활용하여 더 쉽고 빠르게 필요한 정보를 얻을 수 있는 세상을 만들고 있습니다. 저희는 인공위성보다 지구에 더 가까운 곳(Near Earth)에서 자율비행 드론으로 수집한 데이터로 인류에게 새로운 가치를 열어주고자 합니다.

그 첫번째 시도로 자율비행 솔루션과 딥러닝 기술로 신재생에너지(Renewable energy) 산업을 혁신하는 데 집중하고 있습니다. 기존에 인간이 수행하던 고위험/고비용/비효율적인 작업들을 디지털로 전환하며 안전점검 산업의 새로운 패러다임을 열었습니다. 23년부터 신사업으로 시작한 방산, 공공안전, 기타 시설물 점검 분야에도 진출하여 방산혁신기업100, 국방인큐베이팅 기업 등으로 선정되었고 구글 Kaggle AI 첼린지 금매달, Forbes Asia 100, Microsoft for Start-up UAE, 대만 Garage+에도 선정되는 등 국내외로 입지를 넓혀가고 있습니다.


*글로벌 No.1 니어스랩의 자율비행


니어스랩은 글로벌 시장에 B2B 사업을 빠르게 확장하고 있습니다. 니어스랩의 자율비행 드론과 SaaS는 지멘스, SoftBank, BP 등 글로벌 대기업을 비롯하여 유럽, 미국, 일본에서 도입하면서, 글로벌 스탠다드로 자리 잡았습니다. 과거 NVIDIA GTC, SoftBank World, DJI Airworks 등에 주요행사의 연사로 초대 되고, CES 2022 Innovation Awards를 수상한 것은 글로벌 탑 자율비행 기술력을 뒷받침합니다. 뿐만 아니라 유연한 기술력을 바탕으로 국내외 대기업과의 파트너십을 테스트베드로 삼아 점차 다양한 분야로 서비스 확장하고 있습니다. 24년에는 자율비행 솔루션을 탑재한 AI 드론(iF 디자인 수상), 드론 스테이션, 안티드론 솔루션 등 하드웨어 제품 라인업을 구축하여 full stack 기술력을 확보하여 종합 드론 솔루션 기업으로 나아가고 있습니다.


*유니콘으로 향하는 여정


니어스랩은 매해 고속 성장을 이루며 국내 드론 업계 최초의 유니콘으로 발돋움 하고 있습니다. K2, IMM, 스톤브릿지, 컴퍼니K파트너스, 미래에셋캐피탈 등 국내 유명 VC들의 전폭적인 지원을 받아 대규모 투자를 유치하며 명실공히 한국을 대표하는 기술 스타트업으로 자리매김 했습니다. 또한 니어스랩은 현재 국내 최고의 증권사를 상장 주관사로 선정하며 기술특례상장을 준비하고 있습니다.


니어스랩은 글로벌 시장에서 함께 성장할 인재를 모시고 있습니다. 세상에 새로운 시각을 선사하는 “Drone-driven Data”로 니어스랩과 함께 유니콘으로 향하는 여정에 초대합니다!","• 드론과 드론에 포함되는 부품(카메라, 컴퓨터, 각종 센서 등), 드론 운영에 필요한 장비들에 대한 기계 및 기구부, 케이스 등을 설계하고 제작합니다.
• 드론 개발 과정에서 필요한 지그, 어댑터, 브라켓 등을 설계하고 제작합니다.
• CAD로 설계한 부품들에 대한 도면을 작성하여 다른 엔지니어들과 소통하고, 협력사에 전달하여 기계 가공을 발주합니다.
• 3D 프린팅이나 간단한 조립, 절단, 절삭 작업 등은 직접 해서 필요한 물건을 만듭니다.
• 다양한 기계적 결함이나 문제를 인식하고, 이에 대한 원인을 분석하여 대안이나 개선안을 제시하고 실행합니다.
• 개발 완료된 제품의 생산을 위한 생산문서를 작성합니다.","• 기계 및 항공 분야 준학사/학사 학위 소지
• CAD 사용 능력
• 기계, 항공, 로보틱스 분야에 대한 기본적인 이해도
• 탄탄한 기본기를 바탕으로 실무를 배우고 역량을 쌓으려는 높은 의지와 적극적 자세를 갖추신 분","• 니어스랩은 현재 CAD 소프트웨어로 NX와 Onshape 을 사용하고 있습니다. 기업에서 해당 툴로 표준 규격품 제외 50 part 이상의 제품 설계 경험이 있으신 분 우대합니다.
• 드론의 부품들은 무게를 줄이는 것이 중요하기 때문에 효율적인 구조 설계를 하기 위한 기반 지식이 있으신 분(재료역학, 정역학, 고체역학, 동역학 등에 대한 지식) 우대합니다.
• 드론 설계에서는 모터의 진동과 임무컴퓨터의 발열 등을 고려해야 하기 때문에 진동해석과 열해석 경험이 있으신 분 우대합니다.
• 인체공학(Ergonomics) 기반의 디바이스(컨트롤러 종류) 설계 경험자
• 방수방진 등급이 있는 옥외용 장비 설계 경험자


【 고용형태 】 
• 정규직 (수습기간 3개월 포함)


【 채용절차 】 
   • 서류전형  현장과제+1차 면접  2차 면접  처우 협의  최종합격
   • 지원 시 필수 서류 안내 드리며, 미제출 시 불합격 안내 드릴 수 있습니다.
   •'이력서'에는 업무 경험, 역량 외 니어스랩에 지원하는 이유도 꼭 담아주세요! 
   •'포트폴리오'에는 구체적인 사례 및 본인의 설계 이력(도면 포함)내용을 담아주세요!
  • 경우에 따라 3차(온라인면접)가 진행될 수 있습니다.
  • 각 절차별 합격자에 한해 다음 절차가 진행됩니다.","“니어스랩 크루들이 마음껏 꿈꾸고 일할 수 있는 조직을 만들고 있어요”



1. 자율적이고 수평적인 업무 문화를 지향합니다

• 자율 출퇴근 제도 : 오전 8~10시 사이에 자유롭게 출근하여 퇴근할 수 있도록 시차출퇴근 제도를 운영합니다. 크루의 컨디션과 일정에 따른 업무 몰입을 지원합니다.
• 자율복장 : 니어스랩은 크루들의 개성과 패션을 존중합니다. 옷을 입기만 하면 상관 없어요 
• ‘님’ 호칭 사용 : 직급 구분이 없으며 ‘님’ 호칭을 사용하여 수평적인 조직 환경 속에서 근무합니다.



2. 아낌 없는 복지 혜택을 제공합니다

• 복지포인트 : 자유롭게 사용하실 수 있는 월 30만원의 복지포인트를 지급해드려요!
• 겨울 리프레쉬 휴가(유급) : 매년 12월 26일 ~ 31일까지 전사 겨울방학입니다. 열심히 일한 만큼 즐겁게 쉬어요 
• 무료 건강검진 : 1년 이상 재직자에게 연 1회 무료 건강검진을 지원합니다. (재직자 가족 할인 혜택 제공)
• 간식/커피/음료 무제한 제공 : 취향에 따라 매일 다른 40가지 이상의 간식이 무제한으로!
• 야근 식사/택시비 지원 : 조금이라도 피로를 덜 수 있게 아낌없이 지원합니다.
• 수습통과, 명절 선물 지원 : 소중한 사람과 함께할 수 있는 선물을 지원합니다.



3. 최적의 근무 환경을 제공합니다

• 쾌적한 사무실 : 문정역 인근 사무실 위치, 깔끔하고 모던한 인테리어 등 쾌적한 업무 환경이 구축되어있어요!
• 최신 장비/소프트웨어 제공 : 상상을 현실로 만들 수 있도록! 최신 장비 및 소프트웨어는 물론 3D 프린터, 딥러닝 서버 등을 열린 마음으로 제공합니다.
• 도서 및 교육 지원 : 도서, 세미나, 컨퍼런스, 직무 교육을 통해 크루의 성장을 지원합니다.""",,"커피·스낵바, 건강검진지원, 자율복장, 유망산업, 편의시설, 51~300명, 설립4~9년, 연봉상위2~5%, 복지포인트, 자유로운휴가, 인원 급성장, 누적투자100억이상, 유연근무",상시채용,"세심한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 집중하기 좋은 환경",서울 송파구,니어스랩
방폭인증 라이다 개발 엔지니어,"사물의 '눈', 라이다(LiDAR)를 연구하고 개발하는 라이다 전문회사 에스오에스랩(SOSLAB)입니다.
에스오에스랩은 2016년 6월 설립되어 만 6년이 지난 기업으로, 시리즈 B 투자 유치에 성공하였고 현재까지 누적 투자액 약 362억을 달성 하였습니다. 무엇보다 CES2021에서 'CES혁신상'을 수상한 국내 최고의 라이다 전문 기업으로 2024년 IPO를 통해 한단계 더 성장하려는 준비를 하고 있습니다. 최고의 실력과 우수한 팀원으로 구성된 에스오에스랩의 로켓에 탑승하실 여러분을 모집합니다.","• LiDAR 방폭인증 
• LiDAR 하드웨어 전자회로 설계","• 학력: 학사/석사 (전자, 기계, 로봇 공학 또는 관련 학과)
• 경력: 3년 이상
• 커뮤니케이션 및 문제 해결 능력","• 방폭인증 경험자
• H/W 개발 경험자
• EMC Debugging 경험자
• LiDAR 관련 기술 지식 및 사용 경험
• 환경/ 신뢰성 포함 각종 인증 업무 경험자
• 영어 능통자","[혜택 및 복지]
• 선택적 복리후생제도 연간 96만 포인트(입사 2년차 부터, 주차 지원 포인트로 결제 가능) 
• 입사 개인장비 자율 선택 (300만원 한도)
• 식비 제공(매년 240만원)
• 명절 선물 제공
• 징검다리 휴일 유급휴가 제공
• 자율출퇴근제 시행 (부서별 상이)
• 부서 전체 휴무 시 휴가비 제공
• 업무 관련 도서구매 가능
• 정규직 (수습 3개월)",,"유급휴가, 식대지원, 휴가비, 복지포인트, 51~300명, 설립4~9년, 아시아·태평양 고성장, 누적투자100억이상, 연봉상위6~10%, 인원 급성장, 유연근무",상시채용,"신속 간결한 스타일, 결과 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",경기 용인시,에스오에스랩(SOS LAB)
로봇 어플리케이션 엔지니어,"• 로봇 의 시연, 훈련 및 테스트 현장지원
• 로봇의 임무 장비 연동 및 활용","• 현장 발생 이슈에 대한 신속한 대응 및 리포트 작성
• 정기적인 로봇 관리 및 점검","컴퓨터, 전기/전자, 기계 공학 또는 관련 분야에서의 학사 학위 그에 준하는 경력
프로그래밍에 대한 우수한 이해와 경험
ROS(로봇 운영체제) 또는 기타 로봇 프레임워크에 대한 경험
운전이 가능한 사람","Linux, ROS 유경험자
Jetson 플랫폼 유경험자
다양한 센서에 대한 사용 경험
체계적인 문서 작업 / 관리 경험
영어 / 한국어에 대한 커뮤니케이션 스킬","업무에 필요한 최신형 장비(노트북 / 시디즈 의자 등)를 지원해요.
바리스타 못지않은 커피와 다양한 간식들이 무제한 제공돼요.
저녁 식대를 지원하고 있어요.
1년에 단 한 번 뿐인 생일을 즐길 수 있도록 생일선물과 생일 휴가(반차)를 드려요.
1년에 한번 약 30만원에 해당하는 건강검진을 지원해요.
외국어 교육을 지원해줘요.",,"커피·스낵바, 장비지원, 식대지원, 건강검진지원, 연봉상위1%, 50명이하, 유망산업, AI 선도 기업, 인원 급성장, 설립10년이상",상시채용,,서울 강남구,케이알엠
[프린트카페] 무인 복합기 엔지니어,"안녕하세요,
무인 프린팅 솔루션 기업 '유피소프트'입니다.

유피소프트는 단순한 프린트 서비스에서 벗어나 사람들의 일상을 더 편리하게 바꾸기 위해 만들어진 IT기업입니다.

무인 프린트 샵 '프린트 카페'를 오픈하여 국내 80% 시장점유율 기록, 약 230여개 지점 보유, 연 720만명 이용자 달성 등 지속적으로 성장하고 있습니다.

그리고 유피소프트는 더 탄탄한 성장을 위해
• 학교, 도서관, 스터디카페, CU편의점 등 입점,
• 인천공항, 김포공항, 코레일 등 입점,
• 삼성전자 최우수 파트너 선정 등
다양한 파트너들과 함께 하고 있습니다.

지금, 저희와 세상에 없던 비즈니스를 만드는 여정에 함께 할 동료를 기다립니다.


＜유피소프트 합류 과정＞
• 서류 검토 ＞ 1차면접 ＞ 2차면접＞ 처우협의 및 합류
• 전형 절차는 포지션과 상황에 따라 변동될 수 있어요.","• 복사기 설치 및 AS
• 무인과금 솔루션 설치 및 관리
• 무인 관련 하드웨어 세팅
• 무인 기기 원격 지원 업무","• 복합기 엔지니어 경력 2년 이상 보유자
• 복합기 O/H 가능자
• PC 및 네트워크 관련 기본적인 지식 보유 및 설치 가능자
• 2종 운전 면허 소지 및 운전 가능자","• 성실하고, 책임감 있는 분
• 삼성복사기 엔지니어 경력 보유자","◎ 회사가 함께 기뻐하고 함께 슬퍼해요    
    결혼과 출산 등 임직원의 경조사를 지원하며, 명절에 소정의 선물을 제공합니다. 

◎ 주 4.5일제 시행!
    월요일 오전은 푹 쉬고, 오후 1시에 출근합니다. 
   
◎ Skill up 엔 책만한게 없지!    
    월별 3만원내에서 업무 관련 도서 구입비를 지원합니다.   

◎ 오래 존버한 자! 포상하도다    
    장기근속을 하는 임직원에게 소정의 포상금과 리프레쉬 휴가를 제공합니다.    

◎ 당신의 생일을 회사가 축하합니다    
    가족 혹은 소중한 사람과 함께 시간을 보낼 수 있도록 생일 당일 오후 반차를 제공하고 소정의 선물도 함께 보내드립니다.      
   
◎ 건강이 곧 재산!    
    매 2년마다 건강검진을 받을 수 있도록 검진 비용을 지원합니다. 
  
◎ 간식은 마음대로! 자유롭게 마시면서 일해요    
    우유와 음료, 커피는 항상 넉넉하게 준비되어 언제든지 자유롭게, 마음껏 이용할 수 있습니다.     

◎ 눈치보지말고 자유롭게 쉬다오세요
    개인 유급휴가 사용은 승인을 받지 않아도 됩니다. 자유롭게 사용하시면 됩니다.    

◎ 입사 후 첫 끼, 저희가 대접합니다   
    입사 첫 날, 어색한 동료, 낯선 환경에서 빠르게 적응할 수 있도록 같은 팀 동료들과 함께 점심 식사 할 수 있도록 점심 식대 제공합니다.",• 서류 검토 ＞ 1차면접 ＞ 2차면접＞ 처우협의 및 합류,"50명이하, 설립4~9년, 커피·스낵바, 건강검진지원, 식대지원, 유급휴가, 인원 급성장",상시채용,,서울 성동구,유피소프트
Field Service Engineer,"We heal the world in new ways.

메디픽셀은 새로운 방법으로 세상을 치유한다는 사명을 가지고, 인공지능을 의료에 접목하여 질병의 진단과 치료방법을 개발하는 헬스테크 스타트업입니다. 심혈관 질환과 관련된 인공지능 및 이미지 분석에 있어 독보적인 기술력을 갖추고, 세계에서 가장 경쟁력 있고 혁신적인 SaMD(Software as Medical Device)를 제공하고 있습니다.

메디픽셀의 혁신적인 기술력은 Microsoft for Startups 선정, Johnson & Johnson QuickFire Challenges 대회 우승, 중소벤처기업부 ‘대-스타 해결사 플랫폼’ 우승, 과학기술정보통신부 ‘장관상’ 수상에 이어 2023년에는 MICCAI의 심혈관 분야 의료 인공지능 알고리즘 경진대회에서 협착 검출 1위, 혈관 분할 2위의 쾌거를 달성했습니다.

이제 메디픽셀은 미국 FDA 승인, 미국과 베트남 경제사절단 선정, 다양한 국제 의료 학회 참석을 통해 우리의 기술을 글로벌 비즈니스로 연결하는 걸음을 내딛고 있습니다. 2021년에 글로벌 1위 기업인 필립스의 투자, 2023년 6월에는 인도의 IITPL사와 약 450만불 규모의 구매 MOU를 체결함으로써 새로운 도약의 시작을 알렸으며, 메디픽셀의 무한한 가능성은 170억원 규모의 시리즈B 투자유치로도 증명할 수 있었습니다.

우리는 비슷한 꿈과 열정을 가지고, 새로운 방법으로 세상을 치유한다는 사명을 함께 실현할 사람들을 기다립니다. 구성원들이 각 분야에서 탁월한 재능을 가지고 성장할 수 있도록 최적의 환경을 제공하고 적극 지원하겠습니다. 세계 최고의 인공지능 의료 소프트웨어로 세상을 치유하고자 하는 분들의 많은 관심과 지원 부탁드립니다.","Medipixel Business Group is looking for an AI Solution - Field Service Engineer. 

You are the ""Face of Medipixel"" to the customer. So, this is a field-based, customer-facing role that installs, services, maintains and modifies Medipixel’s AI solution at customer sites. 

• Provide service, preventative maintenance, updates and installations on Medipixel AI solution at customer site. 
• Troubleshoot AI solution failures and provide on-site customer services; responsible for delivering both timely and effective resolution. 
• Manage product stabilization and evolution by listening to feedback from the field and communicating with development teams 
• Provide adequate training of users to ensure optimal system performance. 
• Maintain relationships with customers and ensure timely communication, resolution and proper follow-up to drive customer satisfaction. 
• Manage company assets including devices, software, accessory parts, etc. 
• Establish and foster positive business relationships with customers and peers. 
• Communicate and collaborate with other departments 
• Interfacing regularly with the R&D department to provide the highest level of customer care. 
• Adhere to company policies, procedures, and hospital protocols, to ensure regulatory and compliance requirements are met; ensure documentation of all work performed is captured, including the service report 
• Improve and operationalize pre-delivery testing protocols 
• Perform other service work as needed in support of the broader region and customer base.","• Experience in the medical device industry is recommended. 
• A Bachelor’s degree in Radiology or Bio-medical engineering is recommended. 
• Able to execute onsite diagnostics, troubleshooting techniques, service technical information. 
• Good understanding in medical device and system networking and basic radiology theory includes knowledge of the medical imaging workflow. 
• Proficient PC software skills
• Valid driver's license 
• Proficient in English communication is required 
• There should be no reason for disqualification from the overseas business trip","• 자율출퇴근제 및 재택근무 시행 (MOOC제도)
• 식대 별도지원
• 간식 및 커피 제공
• 장기근속자 연차별 포상휴가 및 포상금
• 직무발명보상
• 성과별 연구수당 지급
• 건강검진비 지원
• 경조휴가 및 경조사비 지원
• 외국어교육, 직무관련 교육 지원
• 도서구매비 지원
• 명절선물","근무형태
• 정규직 (수습기간 3개월, 급여100%)

채용절차
• 서류전형 - 1차면접 - 2차면접 - 임원면접 - 최종합격
• 서류 전형의 경우 합격자에 한하여 별도 연락드립니다. (불합격 시 안내드리지 않습니다.)

제출 서류
• 이력서 및 자기소개서(자유양식)
• 경력기술서",,Linux,,,서울 강남구,메디픽셀
